,zonedist_level1_100,zonedist_level2_100,zonedist_level3_100,residence_100,manufacture_100,commercial_100,park_100
234,1.0,9.0,86.0,0.0,1.0,0.0,0.0
235,1.0,9.0,86.0,0.0,1.0,0.0,0.0
236,1.0,7.0,54.0,0.0,1.0,0.0,0.0
237,1.0,7.0,54.0,0.0,1.0,0.0,0.0
238,1.0,7.0,54.0,0.0,1.0,0.0,0.0
239,1.0,7.0,54.0,0.0,1.0,0.0,0.0
240,1.0,7.0,54.0,0.0,1.0,0.0,0.0
241,1.0,7.0,54.0,0.0,1.0,0.0,0.0
242,1.0,7.0,54.0,0.0,1.0,0.0,0.0
243,1.0,7.0,54.0,0.0,1.0,0.0,0.0
244,1.0,7.0,54.0,0.0,1.0,0.0,0.0
245,1.0,7.0,54.0,0.0,1.0,0.0,0.0
246,1.0,7.0,54.0,0.0,1.0,0.0,0.0
247,1.0,7.0,54.0,0.0,1.0,0.0,0.0
248,1.0,7.0,54.0,0.0,1.0,0.0,0.0
249,1.0,7.0,54.0,0.0,1.0,0.0,0.0
250,1.0,7.0,54.0,0.0,1.0,0.0,0.0
251,1.0,7.0,54.0,0.0,1.0,0.0,0.0
252,1.0,7.0,54.0,0.0,1.0,0.0,0.0
253,1.0,7.0,54.0,0.0,1.0,0.0,0.0
254,1.0,7.0,54.0,0.0,1.0,0.0,0.0
255,1.0,7.0,54.0,0.0,1.0,0.0,0.0
256,1.0,7.0,54.0,0.0,1.0,0.0,0.0
257,1.0,7.0,54.0,0.0,1.0,0.0,0.0
258,1.0,7.0,54.0,0.0,1.0,0.0,0.0
259,1.0,7.0,54.0,0.0,1.0,0.0,0.0
260,1.0,7.0,54.0,0.0,1.0,0.0,0.0
261,1.0,7.0,54.0,0.0,1.0,0.0,0.0
262,1.0,7.0,54.0,0.0,1.0,0.0,0.0
263,1.0,7.0,54.0,0.0,1.0,0.0,0.0
264,1.0,7.0,54.0,0.0,1.0,0.0,0.0
265,1.0,7.0,54.0,0.0,1.0,0.0,0.0
266,1.0,7.0,54.0,0.0,1.0,0.0,0.0
267,1.0,7.0,54.0,0.0,1.0,0.0,0.0
268,1.0,7.0,54.0,0.0,1.0,0.0,0.0
269,1.0,7.0,54.0,0.0,1.0,0.0,0.0
270,1.0,7.0,54.0,0.0,1.0,0.0,0.0
271,1.0,7.0,54.0,0.0,1.0,0.0,0.0
272,1.0,7.0,54.0,0.0,1.0,0.0,0.0
273,1.0,7.0,54.0,0.0,1.0,0.0,0.0
274,1.0,7.0,54.0,0.0,1.0,0.0,0.0
275,1.0,7.0,54.0,0.0,1.0,0.0,0.0
276,1.0,7.0,54.0,1.0,1.0,0.0,0.0
277,1.0,7.0,54.0,1.0,1.0,0.0,0.0
278,1.0,7.0,54.0,1.0,1.0,0.0,0.0
279,1.0,7.0,54.0,1.0,1.0,0.0,0.0
280,1.0,7.0,54.0,1.0,1.0,0.0,0.0
281,1.0,7.0,54.0,1.0,1.0,0.0,0.0
282,1.0,7.0,54.0,1.0,1.0,0.0,0.0
283,1.0,7.0,54.0,1.0,1.0,0.0,0.0
284,3.0,27.0,107.0,1.0,0.0,0.0,0.0
285,3.0,27.0,107.0,1.0,0.0,0.0,0.0
286,3.0,27.0,107.0,1.0,0.0,0.0,0.0
287,3.0,27.0,107.0,1.0,0.0,0.0,0.0
288,3.0,27.0,107.0,1.0,0.0,0.0,0.0
289,3.0,27.0,107.0,1.0,0.0,0.0,0.0
290,3.0,27.0,107.0,1.0,0.0,0.0,0.0
291,3.0,27.0,107.0,1.0,0.0,0.0,0.0
292,3.0,27.0,107.0,1.0,0.0,0.0,0.0
293,3.0,27.0,107.0,1.0,0.0,0.0,0.0
294,3.0,27.0,107.0,1.0,0.0,0.0,0.0
295,1.0,7.0,54.0,1.0,1.0,0.0,0.0
296,1.0,7.0,54.0,1.0,1.0,0.0,0.0
297,1.0,7.0,54.0,1.0,1.0,0.0,0.0
298,1.0,7.0,54.0,1.0,1.0,0.0,0.0
299,1.0,7.0,54.0,1.0,1.0,0.0,0.0
300,1.0,7.0,54.0,1.0,1.0,0.0,0.0
301,1.0,7.0,54.0,1.0,1.0,0.0,0.0
302,1.0,7.0,54.0,1.0,1.0,0.0,0.0
303,1.0,7.0,54.0,1.0,1.0,0.0,0.0
304,1.0,7.0,54.0,1.0,1.0,0.0,0.0
305,1.0,7.0,54.0,1.0,1.0,0.0,0.0
306,1.0,7.0,54.0,1.0,1.0,0.0,0.0
307,1.0,7.0,54.0,1.0,1.0,0.0,0.0
308,1.0,7.0,54.0,1.0,1.0,0.0,0.0
309,1.0,7.0,54.0,1.0,1.0,0.0,0.0
310,1.0,7.0,54.0,1.0,1.0,0.0,0.0
311,1.0,7.0,54.0,1.0,1.0,0.0,0.0
312,1.0,7.0,54.0,1.0,1.0,0.0,0.0
313,1.0,7.0,54.0,1.0,1.0,0.0,1.0
314,1.0,7.0,54.0,1.0,1.0,0.0,1.0
315,1.0,7.0,54.0,1.0,1.0,0.0,1.0
316,1.0,7.0,54.0,1.0,1.0,0.0,1.0
317,1.0,7.0,54.0,1.0,1.0,0.0,1.0
318,1.0,7.0,54.0,1.0,1.0,0.0,1.0
319,1.0,7.0,54.0,1.0,1.0,0.0,1.0
320,1.0,7.0,54.0,1.0,1.0,0.0,1.0
321,1.0,7.0,54.0,1.0,1.0,0.0,1.0
322,1.0,7.0,54.0,1.0,1.0,0.0,1.0
323,1.0,7.0,54.0,1.0,1.0,0.0,1.0
324,2.0,10.0,88.0,1.0,0.0,0.0,1.0
325,2.0,10.0,88.0,1.0,0.0,0.0,1.0
326,2.0,10.0,88.0,1.0,0.0,0.0,1.0
327,2.0,10.0,88.0,1.0,0.0,0.0,1.0
328,2.0,10.0,88.0,1.0,0.0,0.0,1.0
329,1.0,7.0,57.0,1.0,1.0,0.0,1.0
330,1.0,7.0,57.0,1.0,1.0,0.0,1.0
331,2.0,10.0,88.0,1.0,0.0,0.0,1.0
332,2.0,10.0,88.0,1.0,0.0,0.0,1.0
333,2.0,10.0,88.0,1.0,0.0,0.0,1.0
334,2.0,10.0,88.0,1.0,0.0,0.0,1.0
335,2.0,10.0,88.0,1.0,0.0,0.0,1.0
336,2.0,10.0,88.0,1.0,0.0,0.0,1.0
337,2.0,10.0,88.0,1.0,0.0,0.0,1.0
338,3.0,27.0,107.0,1.0,0.0,0.0,0.0
339,3.0,27.0,107.0,1.0,0.0,0.0,0.0
340,3.0,27.0,107.0,1.0,0.0,0.0,0.0
341,3.0,27.0,107.0,1.0,0.0,0.0,0.0
342,3.0,27.0,107.0,1.0,0.0,0.0,0.0
343,3.0,27.0,107.0,1.0,0.0,0.0,0.0
344,3.0,27.0,107.0,1.0,0.0,0.0,0.0
345,3.0,27.0,107.0,1.0,0.0,0.0,0.0
346,3.0,27.0,107.0,1.0,0.0,0.0,0.0
347,3.0,27.0,107.0,1.0,0.0,0.0,0.0
348,3.0,27.0,107.0,1.0,0.0,0.0,0.0
349,3.0,27.0,107.0,1.0,0.0,0.0,0.0
350,3.0,27.0,107.0,1.0,0.0,0.0,0.0
351,3.0,27.0,107.0,1.0,0.0,0.0,0.0
352,3.0,27.0,107.0,1.0,0.0,0.0,0.0
353,3.0,27.0,107.0,1.0,0.0,0.0,0.0
354,3.0,27.0,107.0,1.0,0.0,0.0,0.0
355,3.0,27.0,107.0,1.0,0.0,0.0,0.0
356,3.0,27.0,107.0,1.0,0.0,0.0,0.0
357,3.0,27.0,107.0,1.0,0.0,0.0,0.0
358,3.0,27.0,107.0,1.0,0.0,0.0,0.0
359,1.0,7.0,57.0,1.0,1.0,0.0,0.0
360,1.0,7.0,54.0,1.0,1.0,0.0,0.0
361,1.0,7.0,57.0,1.0,1.0,0.0,0.0
362,1.0,7.0,57.0,1.0,1.0,0.0,0.0
363,1.0,7.0,54.0,1.0,1.0,0.0,0.0
364,1.0,7.0,54.0,1.0,1.0,0.0,0.0
365,1.0,7.0,54.0,1.0,1.0,0.0,0.0
366,1.0,7.0,54.0,1.0,1.0,0.0,0.0
367,1.0,7.0,54.0,1.0,1.0,0.0,0.0
368,1.0,7.0,54.0,1.0,1.0,0.0,0.0
369,1.0,7.0,54.0,1.0,1.0,0.0,0.0
370,1.0,7.0,54.0,1.0,1.0,0.0,0.0
371,1.0,7.0,54.0,1.0,1.0,0.0,0.0
372,1.0,7.0,54.0,1.0,1.0,0.0,0.0
373,1.0,7.0,54.0,1.0,1.0,0.0,0.0
374,1.0,7.0,54.0,1.0,1.0,0.0,0.0
375,1.0,7.0,54.0,0.0,1.0,0.0,0.0
376,1.0,7.0,54.0,0.0,1.0,0.0,0.0
377,1.0,7.0,54.0,0.0,1.0,0.0,0.0
378,1.0,7.0,54.0,0.0,1.0,0.0,0.0
379,1.0,7.0,54.0,0.0,1.0,0.0,0.0
380,1.0,7.0,54.0,0.0,1.0,0.0,0.0
381,1.0,7.0,57.0,0.0,1.0,0.0,0.0
382,1.0,7.0,57.0,0.0,1.0,0.0,0.0
383,1.0,7.0,57.0,0.0,1.0,0.0,0.0
384,1.0,7.0,57.0,0.0,1.0,0.0,0.0
385,1.0,7.0,57.0,0.0,1.0,0.0,0.0
386,1.0,7.0,57.0,0.0,1.0,0.0,0.0
387,1.0,7.0,57.0,1.0,1.0,0.0,0.0
388,1.0,7.0,57.0,1.0,1.0,0.0,0.0
389,1.0,7.0,57.0,1.0,1.0,0.0,0.0
390,1.0,7.0,57.0,0.0,1.0,0.0,0.0
391,1.0,7.0,57.0,0.0,1.0,0.0,0.0
392,1.0,7.0,57.0,0.0,1.0,0.0,0.0
393,1.0,7.0,57.0,0.0,1.0,0.0,0.0
394,1.0,7.0,57.0,0.0,1.0,0.0,0.0
395,1.0,7.0,57.0,0.0,1.0,0.0,0.0
396,1.0,7.0,57.0,0.0,1.0,0.0,0.0
397,1.0,7.0,57.0,0.0,1.0,0.0,0.0
398,1.0,7.0,57.0,0.0,1.0,0.0,0.0
399,1.0,7.0,57.0,0.0,1.0,0.0,0.0
400,1.0,7.0,57.0,0.0,1.0,0.0,0.0
401,1.0,7.0,57.0,0.0,1.0,0.0,0.0
402,1.0,7.0,57.0,0.0,1.0,0.0,0.0
403,1.0,7.0,57.0,0.0,1.0,0.0,0.0
404,1.0,7.0,57.0,0.0,1.0,0.0,1.0
405,1.0,7.0,57.0,1.0,1.0,0.0,1.0
406,1.0,7.0,57.0,1.0,1.0,0.0,1.0
407,1.0,7.0,57.0,1.0,1.0,0.0,1.0
408,1.0,7.0,57.0,1.0,1.0,0.0,1.0
409,1.0,7.0,57.0,1.0,1.0,0.0,1.0
410,1.0,7.0,57.0,1.0,1.0,0.0,1.0
411,1.0,7.0,57.0,0.0,1.0,0.0,1.0
412,1.0,7.0,57.0,0.0,1.0,0.0,1.0
413,1.0,7.0,57.0,0.0,1.0,0.0,1.0
414,1.0,7.0,57.0,0.0,1.0,0.0,1.0
415,1.0,7.0,57.0,0.0,1.0,0.0,1.0
416,1.0,7.0,57.0,0.0,1.0,0.0,1.0
417,1.0,7.0,57.0,0.0,1.0,0.0,1.0
418,1.0,7.0,57.0,0.0,1.0,0.0,1.0
419,1.0,7.0,57.0,0.0,1.0,0.0,1.0
420,1.0,7.0,57.0,0.0,1.0,0.0,1.0
421,1.0,7.0,57.0,0.0,1.0,0.0,1.0
422,1.0,7.0,57.0,0.0,1.0,0.0,1.0
423,1.0,7.0,57.0,0.0,1.0,0.0,1.0
424,1.0,7.0,57.0,0.0,1.0,0.0,1.0
425,1.0,7.0,57.0,0.0,1.0,0.0,1.0
426,1.0,7.0,57.0,1.0,1.0,0.0,0.0
427,1.0,7.0,57.0,1.0,1.0,0.0,0.0
428,1.0,7.0,57.0,1.0,1.0,0.0,0.0
429,1.0,7.0,57.0,1.0,1.0,0.0,0.0
430,1.0,7.0,57.0,1.0,1.0,0.0,0.0
431,1.0,7.0,57.0,1.0,1.0,0.0,0.0
432,1.0,7.0,57.0,1.0,1.0,0.0,0.0
433,1.0,7.0,57.0,1.0,1.0,0.0,0.0
434,1.0,7.0,57.0,0.0,1.0,0.0,0.0
435,1.0,7.0,57.0,0.0,1.0,0.0,0.0
436,1.0,7.0,57.0,0.0,1.0,0.0,0.0
437,1.0,7.0,57.0,0.0,1.0,0.0,0.0
438,1.0,7.0,57.0,0.0,1.0,0.0,0.0
439,1.0,7.0,57.0,0.0,1.0,0.0,0.0
440,1.0,7.0,57.0,0.0,1.0,0.0,0.0
441,1.0,7.0,57.0,0.0,1.0,0.0,0.0
442,1.0,7.0,57.0,0.0,1.0,0.0,0.0
443,1.0,7.0,57.0,0.0,1.0,0.0,0.0
444,1.0,7.0,57.0,0.0,1.0,0.0,0.0
445,1.0,7.0,57.0,0.0,1.0,0.0,0.0
446,1.0,7.0,57.0,0.0,1.0,0.0,0.0
447,1.0,7.0,57.0,0.0,1.0,0.0,0.0
448,1.0,7.0,57.0,0.0,1.0,0.0,0.0
449,1.0,7.0,57.0,0.0,1.0,0.0,0.0
450,1.0,7.0,57.0,0.0,1.0,0.0,0.0
451,1.0,7.0,57.0,0.0,1.0,0.0,0.0
452,1.0,7.0,57.0,0.0,1.0,0.0,0.0
453,1.0,7.0,57.0,0.0,1.0,0.0,0.0
454,1.0,7.0,57.0,0.0,1.0,0.0,0.0
455,1.0,7.0,57.0,0.0,1.0,0.0,0.0
456,1.0,7.0,57.0,0.0,1.0,0.0,0.0
457,1.0,7.0,57.0,0.0,1.0,0.0,0.0
458,1.0,7.0,57.0,0.0,1.0,0.0,0.0
459,1.0,7.0,57.0,0.0,1.0,0.0,0.0
460,1.0,7.0,57.0,0.0,1.0,0.0,0.0
461,1.0,7.0,57.0,0.0,1.0,0.0,0.0
462,1.0,7.0,57.0,0.0,1.0,0.0,0.0
