,no2
86,0.00020239732111810012
87,0.00020239732111810012
88,0.00020239732111810012
89,0.00020239732111810012
90,0.00020239732111810012
91,0.00020239732111810012
92,0.00020239732111810012
93,0.00020239732111810012
94,0.00020239732111810012
95,0.00020239732111810012
96,0.00020239732111810012
97,0.00020239732111810012
98,0.00020239732111810012
99,0.00020239732111810012
100,0.00020239732111810012
101,0.00020239732111810012
102,0.00020239732111810012
103,0.00020239732111810012
104,0.00020239732111810012
105,0.00020239732111810012
106,0.00020239732111810012
107,0.00020239732111810012
108,0.00020239732111810012
109,0.00020239732111810012
110,0.00020239732111810012
111,0.00020239732111810012
112,0.00020239732111810012
113,0.00020239732111810012
114,0.00020239732111810012
115,0.00020239732111810012
116,0.00020239732111810012
117,0.00020239732111810012
118,0.00020239732111810012
119,0.00020239732111810012
120,0.00020239732111810012
121,0.00020239732111810012
122,0.00020239732111810012
123,0.00020239732111810012
124,0.00020239732111810012
125,0.00020239732111810012
126,0.00020239732111810012
127,0.00020239732111810012
128,0.00020239732111810012
129,0.00020239732111810012
130,0.00020239732111810012
131,0.00020239732111810012
132,0.00020239732111810012
133,0.00020239732111810012
134,0.00020239732111810012
135,0.00020239732111810012
136,0.00020239732111810012
137,0.00020239732111810012
138,0.00020239732111810012
139,0.00020239732111810012
140,0.00020239732111810012
141,0.00020239732111810012
142,0.00020239732111810012
143,0.00020239732111810012
144,0.00020239732111810012
145,0.00020239732111810012
146,0.00020239732111810012
147,0.00020239732111810012
148,0.00020239732111810012
149,0.00020239732111810012
150,0.00020239732111810012
151,0.00020239732111810012
152,0.00020239732111810012
153,0.00020239732111810012
154,0.00020239732111810012
155,0.00020239732111810012
156,0.00020239732111810012
157,0.00020239732111810012
158,0.00020239732111810012
159,0.00020239732111810012
160,0.00020239732111810012
161,0.00020239732111810012
162,0.00020239732111810012
163,0.00020239732111810012
164,0.00020239732111810012
165,0.00020239732111810012
166,0.00020239732111810012
167,0.00020239732111810012
168,0.00020239732111810012
169,0.00020239732111810012
170,0.00020239732111810012
171,0.00020239732111810012
172,0.00020239732111810012
173,0.00020239732111810012
174,0.00020239732111810012
175,0.00020239732111810012
176,0.00020239732111810012
177,0.00020239732111810012
178,0.00020239732111810012
179,0.00020239732111810012
180,0.00020239732111810012
181,0.00020239732111810012
182,0.00020239732111810012
183,0.00020239732111810012
184,0.00020239732111810012
185,0.00020239732111810012
186,0.00020239732111810012
187,0.00020239732111810012
188,0.00020239732111810012
189,0.00020239732111810012
190,0.00020239732111810012
191,0.00020239732111810012
192,0.00020239732111810012
193,0.00020239732111810012
194,0.00020239732111810012
195,0.00020239732111810012
196,0.00020239732111810012
197,0.00020239732111810012
198,0.00020239732111810012
199,0.00020239732111810012
200,0.00020239732111810012
201,0.00020239732111810012
202,0.00020239732111810012
203,0.00020239732111810012
204,0.00020239732111810012
205,0.00020239732111810012
206,0.00020239732111810012
207,0.00020239732111810012
208,0.00020239732111810012
209,0.00020239732111810012
210,0.00020239732111810012
211,0.00020239732111810012
212,0.00020239732111810012
213,0.00020239732111810012
214,0.00020239732111810012
215,0.00020239732111810012
216,0.00020239732111810012
217,0.00020239732111810012
218,0.00020239732111810012
219,0.00020239732111810012
220,0.00020239732111810012
221,0.00020239732111810012
222,0.00020239732111810012
223,0.00020239732111810012
224,0.00020239732111810012
225,0.00020239732111810012
226,0.00020239732111810012
227,0.00020239732111810012
228,0.00020239732111810012
229,0.00020239732111810012
230,0.00020239732111810012
231,0.00020239732111810012
232,0.00020239732111810012
233,0.00020239732111810012
234,0.00020239732111810012
235,0.00020239732111810012
236,0.00020239732111810012
237,0.00020239732111810012
238,0.00020239732111810012
239,0.00020239732111810012
240,0.00020239732111810012
241,0.00020239732111810012
242,0.00020239732111810012
243,0.00020239732111810012
244,0.00020239732111810012
245,0.00020239732111810012
246,0.00020239732111810012
247,0.00020239732111810012
248,0.00020239732111810012
249,0.00020239732111810012
250,0.00020239732111810012
251,0.00020239732111810012
252,0.00020239732111810012
253,0.00020239732111810012
254,0.00020239732111810012
255,0.00020239732111810012
256,0.00020239732111810012
257,0.00020239732111810012
258,0.00020239732111810012
259,0.00020239732111810012
260,0.00020239732111810012
261,0.00020239732111810012
262,0.00020239732111810012
263,0.00020239732111810012
264,0.00020239732111810012
265,0.00020239732111810012
266,0.00020239732111810012
267,0.00020239732111810012
268,0.00020239732111810012
269,0.00020239732111810012
270,0.00020239732111810012
271,0.00020239732111810012
272,0.00020239732111810012
273,0.00020239732111810012
274,0.00020239732111810012
275,0.00020239732111810012
276,0.00020239732111810012
277,0.00020239732111810012
278,0.00020239732111810012
279,0.00020239732111810012
280,0.00020239732111810012
281,0.00020239732111810012
282,0.00020239732111810012
283,0.0002023973211180372
284,0.0002023973211180372
285,0.0002023973211180372
286,0.0002023973211180372
287,0.0002023973211180372
288,0.0002023973211180372
289,0.0002023973211180372
290,0.0002023973211180372
291,0.0002023973211180372
292,0.0002023973211180372
293,0.0002023973211180372
294,0.0002023973211180372
295,0.0002023973211180372
296,0.0002023973211180372
297,0.0002023973211180372
298,0.0002023973211180372
299,0.0002023973211180372
300,0.0002023973211180372
301,0.0002023973211180372
302,0.0002023973211180372
303,0.0002023973211180372
304,0.0002023973211180372
305,0.0002023973211180372
306,0.0002023973211180372
307,0.0002023973211180372
308,0.0002023973211180372
309,0.0002023973211180372
310,0.0002023973211180372
311,0.0002023973211180372
312,0.0002023973211180372
313,0.0002023973211180372
314,0.0002023973211180372
315,0.0002023973211180372
316,0.0002023973211180372
317,0.0002023973211180372
318,0.0002023973211180372
319,0.0002023973211180372
320,0.0002023973211180372
321,0.0002023973211180372
322,0.0002023973211180372
323,0.0002023973211180372
324,0.0002023973211180372
325,0.0002023973211180372
326,0.0002023973211180372
327,0.0002023973211180372
328,0.0002023973211180372
329,0.0002023973211180372
330,0.0002023973211180372
331,0.0002023973211180372
332,0.0002023973211180372
333,0.0002023973211180372
334,0.0002023973211180372
335,0.0002023973211180372
336,0.0002023973211180372
337,0.0002023973211180372
338,0.0002023973211180372
339,0.0002023973211180372
340,0.0002023973211180372
341,0.0002023973211180372
342,0.0002023973211180372
343,0.0002023973211180372
344,0.0002023973211180372
345,0.0002023973211180372
346,0.0002023973211180372
347,0.0002023973211180372
348,0.0002023973211180372
349,0.0002023973211180372
350,0.0002023973211180372
351,0.0002023973211180372
352,0.0002023973211180372
353,0.0002023973211180372
354,0.0002023973211180372
355,0.0002023973211180372
356,0.0002023973211180372
357,0.0002023973211180372
358,0.0002023973211180372
359,0.0002023973211180372
360,0.0002023973211180372
361,0.0002023973211180372
362,0.0002023973211180372
363,0.0002023973211180372
364,0.0002023973211180372
365,0.0002023973211180372
366,0.0002023973211180372
367,0.0002023973211180372
368,0.0002023973211180372
369,0.0002023973211180372
370,0.0002023973211180372
371,0.0002023973211180372
372,0.0002023973211180372
373,0.0002023973211180372
374,0.0002023973211180372
375,0.0002023973211180372
376,0.0002023973211180372
377,0.0002023973211180372
378,0.0002023973211180372
379,0.0002023973211180372
380,0.0002023973211180372
381,0.0002023973211180372
382,0.0002023973211180372
383,0.0002023973211180372
384,0.0002023973211180372
385,0.0002023973211180372
386,0.0002023973211180372
387,0.0002023973211180372
388,0.0002023973211180372
389,0.0002023973211180372
390,0.0002023973211180372
391,0.0002023973211180372
392,0.0002023973211180372
393,0.0002023973211180372
394,0.0002023973211180372
395,0.0002023973211180372
396,0.0002023973211180372
397,0.0002023973211180372
398,0.0002023973211180372
399,0.0002023973211180372
400,0.0002023973211180372
401,0.0002023973211180372
402,0.0002023973211180372
403,0.0002023973211180372
404,0.0002023973211180372
405,0.0002023973211180372
406,0.0002023973211180372
407,0.0002023973211180372
408,0.0002023973211180372
409,0.0002023973211180372
410,0.0002023973211180372
411,0.0002023973211180372
412,0.0002023973211180372
413,0.0002023973211180372
414,0.0002023973211180372
415,0.0002023973211180372
416,0.0002023973211180372
417,0.0002023973211180372
418,0.0002023973211180372
419,0.0002023973211180372
420,0.0002023973211180372
421,0.0002023973211180372
422,0.0002023973211180372
423,0.0002023973211180372
424,0.0002023973211180372
425,0.0002023973211180372
426,0.0002023973211180372
427,0.0002023973211180372
428,0.0002023973211180372
429,0.0002023973211180372
430,0.0002023973211180372
431,0.0002023973211180372
432,0.0002023973211180372
433,0.0002023973211180372
434,0.0002023973211180372
435,0.0002023973211180372
436,0.0002023973211180372
437,0.0002023973211180372
438,0.0002023973211180372
439,0.0002023973211180372
440,0.0002023973211180372
441,0.0002023973211180372
442,0.0002023973211180372
443,0.0002023973211180372
444,0.0002023973211180372
445,0.0002023973211180372
446,0.0002023973211180372
447,0.0002023973211180372
448,0.0002023973211180372
449,0.0002023973211180372
450,0.0002023973211180372
451,0.0002023973211180372
452,0.0002023973211180372
453,0.0002023973211180372
454,0.0002023973211180372
455,0.0002023973211180372
456,0.0002023973211180372
457,0.0002023973211180372
458,0.0002023973211180372
459,0.0002023973211180372
460,0.0002023973211180372
461,0.0002023973211180372
462,0.0002023973211180372
463,0.0002023973211180372
464,0.0002023973211180372
465,0.0002023973211180372
466,0.0002023973211180372
467,0.0002023973211180372
468,0.0002023973211180372
469,0.0002023973211180372
470,0.0002023973211180372
471,0.0002023973211180372
472,0.0002023973211180372
473,0.0002023973211180372
474,0.0002023973211180372
475,0.0002023973211180372
476,0.0002023973211180372
477,0.0002023973211180372
478,0.0002023973211180372
479,0.0002023973211180372
480,0.0002023973211180372
481,0.0002023973211180372
482,0.0002023973211180372
483,0.0002023973211180372
484,0.0002023973211180372
485,0.0002023973211180372
486,0.0002023973211180372
487,0.0002023973211180372
488,0.0002023973211180372
489,0.0002023973211180372
490,0.0002023973211180372
491,0.0002023973211180372
492,0.0002023973211180372
493,0.0002023973211180372
494,0.0002023973211180372
495,0.0002023973211180372
496,0.0002023973211180372
497,0.0002023973211180372
498,0.0002023973211180372
499,0.0002023973211180372
500,0.0002023973211180372
501,0.0002023973211180372
502,0.0002023973211180372
503,0.0002023973211180372
504,0.0002023973211180372
505,0.0002023973211180372
506,0.0002023973211180372
507,0.0002023973211180372
508,0.0002023973211180372
509,0.0002023973211180372
510,0.0002023973211180372
511,0.0002023973211180372
512,0.0002023973211180372
513,0.0002023973211180372
514,0.0002023973211180372
515,0.0002023973211180372
516,0.0002023973211180372
517,0.0002023973211180372
518,0.0002023973211180372
519,0.00020239732111795628
520,0.00020239732111795628
521,0.00020239732111795628
522,0.00020239732111795628
523,0.00020239732111795628
524,0.00020239732111795628
525,0.00020239732111795628
526,0.00020239732111795628
527,0.00020239732111795628
528,0.00020239732111795628
529,0.00020239732111795628
530,0.00020239732111795628
531,0.00020239732111795628
532,0.00020239732111795628
533,0.00020239732111795628
534,0.00020239732111795628
535,0.00020239732111795628
536,0.00020239732111795628
537,0.00020239732111795628
538,0.00020239732111795628
539,0.00020239732111795628
540,0.00020239732111795628
541,0.00020239732111795628
542,0.00020239732111795628
543,0.00020239732111795628
544,0.00020239732111795628
545,0.00020239732111795628
546,0.00020239732111795628
547,0.00020239732111795628
548,0.00020239732111795628
549,0.00020239732111795628
550,0.00020239732111795628
551,0.00020239732111795628
552,0.00020239732111795628
553,0.00020239732111795628
554,0.00020239732111795628
555,0.00020239732111795628
556,0.00020239732111795628
557,0.00020239732111795628
558,0.00020239732111795628
559,0.00020239732111795628
560,0.00020239732111795628
561,0.00020239732111795628
562,0.00020239732111795628
563,0.00020239732111795628
564,0.00020239732111795628
565,0.00020239732111795628
566,0.00020239732111795628
567,0.00020239732111795628
568,0.00020239732111795628
569,0.00020239732111795628
570,0.00020239732111795628
571,0.00020239732111795628
572,0.00020239732111795628
573,0.00020239732111795628
574,0.00020239732111795628
575,0.00020239732111795628
576,0.00020239732111795628
577,0.00020239732111795628
578,0.00020239732111795628
579,0.00020239732111795628
580,0.00020239732111795628
581,0.00020239732111795628
582,0.00020239732111795628
583,0.00020239732111795628
584,0.00020239732111795628
585,0.00020239732111795628
586,0.00020239732111795628
587,0.00020239732111795628
588,0.00020239732111795628
589,0.00020239732111795628
590,0.00020239732111795628
591,0.00020239732111795628
592,0.00020239732111795628
593,0.00020239732111795628
594,0.00020239732111795628
595,0.00020239732111795628
596,0.00020239732111795628
597,0.00020239732111795628
598,0.00020239732111795628
599,0.00020239732111795628
600,0.00020239732111795628
601,0.00020239732111795628
602,0.00020239732111795628
603,0.00020239732111795628
604,0.00020239732111795628
605,0.00020239732111795628
606,0.00020239732111795628
607,0.00020239732111795628
608,0.00020239732111795628
609,0.00020239732111795628
610,0.00020239732111795628
611,0.00020239732111795628
612,0.00020239732111795628
613,0.00020239732111795628
614,0.00020239732111795628
615,0.00020239732111795628
616,0.00020239732111795628
617,0.00020239732111795628
618,0.00020239732111795628
619,0.00020239732111795628
620,0.00020239732111795628
621,0.00020239732111795628
622,0.00020239732111795628
623,0.00020239732111795628
624,0.00020239732111795628
625,0.00020239732111795628
626,0.00020239732111795628
627,0.00020239732111795628
628,0.00020239732111795628
629,0.00020239732111795628
630,0.00020239732111795628
631,0.00020239732111795628
632,0.00020239732111795628
633,0.00020239732111795628
634,0.00020239732111795628
635,0.00020239732111795628
636,0.00020239732111795628
637,0.00020239732111795628
638,0.00020239732111795628
639,0.00020239732111795628
640,0.00020239732111795628
641,0.00020239732111795628
642,0.00020239732111795628
643,0.00020239732111795628
644,0.00020239732111795628
645,0.00020239732111795628
646,0.00020239732111795628
647,0.00020239732111795628
648,0.00020239732111795628
649,0.00020239732111795628
650,0.00020239732111795628
651,0.00020239732111795628
652,0.00020239732111795628
653,0.00020239732111795628
654,0.00020239732111795628
655,0.00020239732111795628
656,0.00020239732111795628
657,0.00020239732111795628
658,0.00020239732111795628
659,0.00020239732111795628
660,0.00020239732111795628
661,0.00020239732111795628
662,0.00020239732111795628
663,0.00020239732111795628
664,0.00020239732111795628
665,0.00020239732111795628
666,0.00020239732111795628
667,0.00020239732111795628
668,0.00020239732111795628
669,0.00020239732111795628
670,0.00020239732111795628
671,0.00020239732111795628
672,0.00020239732111795628
673,0.00020239732111795628
674,0.00020239732111795628
675,0.00020239732111795628
676,0.00020239732111795628
677,0.00020239732111795628
678,0.00020239732111795628
679,0.00020239732111795628
680,0.00020239732111795628
681,0.00020239732111795628
682,0.00020239732111795628
683,0.00020239732111795628
684,0.00020239732111795628
685,0.00020239732111795628
686,0.00020239732111795628
687,0.00020239732111795628
688,0.00020239732111795628
689,0.00020239732111795628
690,0.00020239732111795628
691,0.00020239732111795628
692,0.00020239732111795628
693,0.00020239732111795628
694,0.00020239732111795628
695,0.00020239732111795628
696,0.00020239732111795628
697,0.00020239732111795628
698,0.00020239732111795628
699,0.00020239732111795628
700,0.00020239732111795628
701,0.00020239732111795628
702,0.00020239732111795628
703,0.00020239732111795628
704,0.00020239732111795628
705,0.00020239732111795628
706,0.00020239732111795628
707,0.00020239732111795628
708,0.00020239732111795628
709,0.00020239732111795628
710,0.00020239732111795628
711,0.00020239732111795628
712,0.00020239732111795628
713,0.00020239732111795628
714,0.00020239732111795628
715,0.00020239732111795628
716,0.00020239732111795628
717,0.00020239732111795628
718,0.00020239732111795628
719,0.00020239732111795628
720,0.00020239732111795628
721,0.00020239732111795628
722,0.00020239732111795628
723,0.00020239732111795628
724,0.00020239732111795628
725,0.00020239732111795628
726,0.00020239732111795628
727,0.00020239732111795628
728,0.00020239732111795628
729,0.00020239732111795628
730,0.00020239732111795628
731,0.00020239732111795628
732,0.00020239732111795628
733,0.00020239732111795628
734,0.00020239732111795628
735,0.00020239732111795628
736,0.00020239732111795628
737,0.00020239732111795628
738,0.00020239732111795628
739,0.00020239732111795628
740,0.00020239732111795628
741,0.00020239732111795628
742,0.00020239732111795628
743,0.00020239732111795628
744,0.00020239732111795628
745,0.00020239732111795628
746,0.00020239732111795628
747,0.00020239732111795628
748,0.00020239732111795628
749,0.00020239732111795628
750,0.00020239732111795628
751,0.00020239732111795628
752,0.00020239732111795628
753,0.00020239732111795628
754,0.00020239732111795628
755,0.00020239732111795628
756,0.00020239732111795628
757,0.00020239732111795628
758,0.00020239732111795628
759,0.00020239732111795628
760,0.00020239732111795628
761,0.00020239732111795628
762,0.00020239732111795628
763,0.00020239732111795628
764,0.00020239732111795628
765,0.00020239732111795628
766,0.00020239732111795628
767,0.00020239732111795628
768,0.00020239732111795628
769,0.00020239732111795628
770,0.00020239732111795628
771,0.00020239732111795628
772,0.00020239732111795628
773,0.00020239732111795628
774,0.00020239732111795628
775,0.00020239732111795628
776,0.00020239732111795628
777,0.00020239732111795628
778,0.00020239732111795628
779,0.00020239732111795628
780,0.00020239732111795628
781,0.00020239732111795628
782,0.00020239732111795628
783,0.00020239732111795628
784,0.00020239732111795628
785,0.00020239732111795628
786,0.000202397321118181
787,0.000202397321118181
788,0.000202397321118181
789,0.000202397321118181
790,0.000202397321118181
791,0.000202397321118181
792,0.000202397321118181
793,0.000202397321118181
794,0.000202397321118181
795,0.000202397321118181
796,0.000202397321118181
797,0.000202397321118181
798,0.000202397321118181
799,0.000202397321118181
800,0.000202397321118181
801,0.000202397321118181
802,0.000202397321118181
803,0.000202397321118181
804,0.000202397321118181
805,0.000202397321118181
806,0.000202397321118181
807,0.000202397321118181
808,0.000202397321118181
809,0.000202397321118181
810,0.000202397321118181
811,0.000202397321118181
812,0.000202397321118181
813,0.000202397321118181
814,0.000202397321118181
815,0.000202397321118181
816,0.000202397321118181
817,0.000202397321118181
818,0.000202397321118181
819,0.000202397321118181
820,0.000202397321118181
821,0.000202397321118181
822,0.000202397321118181
823,0.000202397321118181
824,0.000202397321118181
825,0.000202397321118181
826,0.000202397321118181
827,0.000202397321118181
828,0.000202397321118181
829,0.000202397321118181
830,0.000202397321118181
831,0.000202397321118181
832,0.000202397321118181
833,0.000202397321118181
834,0.000202397321118181
835,0.000202397321118181
836,0.000202397321118181
837,0.000202397321118181
838,0.000202397321118181
839,0.000202397321118181
840,0.000202397321118181
841,0.000202397321118181
842,0.000202397321118181
843,0.000202397321118181
844,0.000202397321118181
845,0.000202397321118181
846,0.000202397321118181
847,0.000202397321118181
848,0.000202397321118181
849,0.000202397321118181
850,0.000202397321118181
851,0.000202397321118181
852,0.000202397321118181
853,0.000202397321118181
854,0.000202397321118181
855,0.000202397321118181
856,0.000202397321118181
857,0.000202397321118181
858,0.000202397321118181
859,0.000202397321118181
860,0.000202397321118181
861,0.000202397321118181
862,0.000202397321118181
863,0.000202397321118181
864,0.000202397321118181
865,0.000202397321118181
866,0.000202397321118181
867,0.000202397321118181
868,0.000202397321118181
869,0.000202397321118181
870,0.000202397321118181
871,0.000202397321118181
872,0.000202397321118181
873,0.000202397321118181
874,0.000202397321118181
875,0.000202397321118181
876,0.000202397321118181
877,0.000202397321118181
878,0.000202397321118181
879,0.000202397321118181
880,0.000202397321118181
881,0.000202397321118181
882,0.000202397321118181
883,0.000202397321118181
884,0.000202397321118181
885,0.000202397321118181
886,0.000202397321118181
887,0.000202397321118181
888,0.000202397321118181
889,0.000202397321118181
890,0.000202397321118181
891,0.000202397321118181
892,0.000202397321118181
893,0.000202397321118181
894,0.000202397321118181
895,0.000202397321118181
896,0.000202397321118181
897,0.000202397321118181
898,0.000202397321118181
899,0.000202397321118181
900,0.0002023973211180372
901,0.0002023973211180372
902,0.0002023973211180372
903,0.0002023973211180372
904,0.0002023973211180372
905,0.0002023973211180372
906,0.0002023973211180372
907,0.0002023973211180372
908,0.0002023973211180372
909,0.0002023973211180372
910,0.0002023973211180372
911,0.0002023973211180372
912,0.0002023973211180372
913,0.0002023973211180372
914,0.0002023973211180372
915,0.0002023973211180372
916,0.0002023973211180372
917,0.0002023973211180372
918,0.0002023973211180372
919,0.0002023973211180372
920,0.0002023973211180372
921,0.000202397321118181
922,0.000202397321118181
923,0.000202397321118181
924,0.000202397321118181
925,0.000202397321118181
926,0.000202397321118181
927,0.000202397321118181
928,0.000202397321118181
929,0.000202397321118181
930,0.000202397321118181
931,0.000202397321118181
932,0.000202397321118181
933,0.000202397321118181
934,0.000202397321118181
935,0.000202397321118181
936,0.000202397321118181
937,0.000202397321118181
938,0.000202397321118181
939,0.000202397321118181
940,0.000202397321118181
941,0.000202397321118181
942,0.000202397321118181
943,0.000202397321118181
944,0.000202397321118181
945,0.000202397321118181
946,0.000202397321118181
947,0.000202397321118181
948,0.000202397321118181
949,0.000202397321118181
950,0.000202397321118181
951,0.000202397321118181
952,0.000202397321118181
953,0.000202397321118181
954,0.000202397321118181
955,0.000202397321118181
956,0.000202397321118181
957,0.000202397321118181
958,0.000202397321118181
959,0.000202397321118181
960,0.000202397321118181
961,0.000202397321118181
962,0.000202397321118181
963,0.000202397321118181
964,0.000202397321118181
965,0.000202397321118181
966,0.000202397321118181
967,0.000202397321118181
968,0.000202397321118181
969,0.000202397321118181
970,0.000202397321118181
971,0.000202397321118181
972,0.000202397321118181
973,0.000202397321118181
974,0.000202397321118181
975,0.000202397321118181
976,0.000202397321118181
977,0.000202397321118181
978,0.000202397321118181
979,0.000202397321118181
980,0.000202397321118181
981,0.000202397321118181
982,0.000202397321118181
983,0.000202397321118181
984,0.000202397321118181
985,0.000202397321118181
986,0.000202397321118181
987,0.000202397321118181
988,0.000202397321118181
989,0.000202397321118181
990,0.000202397321118181
991,0.000202397321118181
992,0.000202397321118181
993,0.000202397321118181
994,0.000202397321118181
995,0.000202397321118181
996,0.000202397321118181
997,0.000202397321118181
998,0.000202397321118181
999,0.000202397321118181
1000,0.000202397321118181
1001,0.000202397321118181
1002,0.000202397321118181
1003,0.000202397321118181
1004,0.000202397321118181
1005,0.000202397321118181
1006,0.000202397321118181
1007,0.000202397321118181
1008,0.000202397321118181
1009,0.000202397321118181
1010,0.000202397321118181
1011,0.000202397321118181
1012,0.000202397321118181
1013,0.000202397321118181
1014,0.000202397321118181
1015,0.000202397321118181
1016,0.000202397321118181
1017,0.000202397321118181
1018,0.000202397321118181
1019,0.000202397321118181
1020,0.000202397321118181
1021,0.000202397321118181
1022,0.000202397321118181
1023,0.000202397321118181
1024,0.000202397321118181
1025,0.000202397321118181
1026,0.000202397321118181
1027,0.000202397321118181
1028,0.000202397321118181
1029,0.000202397321118181
1030,0.000202397321118181
1031,0.000202397321118181
1032,0.000202397321118181
1033,0.000202397321118181
1034,0.000202397321118181
1035,0.000202397321118181
1036,0.000202397321118181
1037,0.000202397321118181
1038,0.000202397321118181
1039,0.000202397321118181
1040,0.000202397321118181
1041,0.000202397321118181
1042,0.0002023973211180192
1043,0.0002023973211180192
1044,0.0002023973211180192
1045,0.000202397321118181
1046,0.000202397321118181
1047,0.000202397321118181
1048,0.000202397321118181
1049,0.000202397321118181
1050,0.000202397321118181
1051,0.000202397321118181
1052,0.000202397321118181
1053,0.000202397321118181
1054,0.000202397321118181
1055,0.000202397321118181
1056,0.000202397321118181
1057,0.000202397321118181
1058,0.000202397321118181
1059,0.000202397321118181
1060,0.000202397321118181
1061,0.000202397321118181
1062,0.000202397321118181
1063,0.000202397321118181
1064,0.000202397321118181
1065,0.000202397321118181
1066,0.000202397321118181
1067,0.000202397321118181
1068,0.000202397321118181
1069,0.000202397321118181
1070,0.000202397321118181
1071,0.000202397321118181
1072,0.000202397321118181
1073,0.000202397321118181
1074,0.000202397321118181
1075,0.000202397321118181
1076,0.000202397321118181
1077,0.000202397321118181
1078,0.000202397321118181
1079,0.000202397321118181
1080,0.000202397321118181
1081,0.000202397321118181
1082,0.000202397321118181
1083,0.000202397321118181
1084,0.000202397321118181
1085,0.000202397321118181
1086,0.000202397321118181
1087,0.000202397321118181
1088,0.000202397321118181
1089,0.000202397321118181
1090,0.000202397321118181
1091,0.000202397321118181
1092,0.000202397321118181
1093,0.000202397321118181
1094,0.000202397321118181
1095,0.000202397321118181
1096,0.000202397321118181
1097,0.000202397321118181
1098,0.000202397321118181
1099,0.000202397321118181
1100,0.000202397321118181
1101,0.000202397321118181
1102,0.000202397321118181
1103,0.000202397321118181
1104,0.000202397321118181
1105,0.000202397321118181
1106,0.000202397321118181
1107,0.000202397321118181
1108,0.000202397321118181
1109,0.000202397321118181
1110,0.000202397321118181
1111,0.000202397321118181
1112,0.000202397321118181
1113,0.000202397321118181
1114,0.000202397321118181
1115,0.000202397321118181
1116,0.000202397321118181
1117,0.000202397321118181
1118,0.000202397321118181
1119,0.000202397321118181
1120,0.000202397321118181
1121,0.000202397321118181
1122,0.000202397321118181
1123,0.000202397321118181
1124,0.000202397321118181
1125,0.000202397321118181
1126,0.000202397321118181
1127,0.000202397321118181
1128,0.000202397321118181
1129,0.0002023973211180372
1130,0.0002023973211180372
1131,0.0002023973211180372
1132,0.0002023973211180372
1133,0.0002023973211180372
1134,0.0002023973211180372
1135,0.0002023973211180372
1136,0.0002023973211180372
1137,0.0002023973211180372
1138,0.0002023973211180372
1139,0.0002023973211180372
1140,0.0002023973211180372
1141,0.0002023973211180372
1142,0.0002023973211180372
1143,0.0002023973211180372
1144,0.0002023973211180372
1145,0.0002023973211180372
1146,0.0002023973211180372
1147,0.0002023973211180372
1148,0.0002023973211180372
1149,0.0002023973211180372
1150,0.0002023973211180372
1151,0.0002023973211180372
1152,0.0002539715205784603
1153,0.0002539715205784603
1154,0.0002539715205784603
1155,0.0002539715205784603
1156,0.0002539715205784603
1157,0.0002539715205784603
1158,0.0002539715205784603
1159,0.0002539715205784603
1160,0.0002539715205784603
1161,0.0002539715205784603
1162,0.0002539715205784603
1163,0.0002539715205784603
1164,0.0002539715205784603
1165,0.0002539715205784603
1166,0.0002539715205784603
1167,0.0002539715205784603
1168,0.0002539715205784603
1169,0.0002539715205785618
1170,0.0002539715205785618
1171,0.0002539715205785618
1172,0.0002539715205785618
1173,0.0002539715205785618
1174,0.0002539715205785618
1175,0.0002539715205785618
1176,0.0002539715205785618
