,o3
150,0.14792844653133835
151,0.14792844653133835
152,0.14792844653133835
153,0.14792844653133835
154,0.14792844653133835
155,0.14792844653133835
156,0.14792844653133835
157,0.14792844653133835
158,0.14792844653133835
159,0.14792844653133835
160,0.14792844653133835
161,0.14792844653133835
162,0.14792844653133835
163,0.14792844653133835
164,0.14792844653133835
165,0.14792844653133835
166,0.14792844653133835
167,0.14792844653133835
168,0.14792844653133835
169,0.14792844653133835
170,0.14792844653133835
171,0.14792844653133835
172,0.14792844653133835
173,0.14792844653133835
174,0.14792844653133835
175,0.14792844653133835
176,0.14792844653133835
177,0.14792844653133835
178,0.14792844653133835
179,0.14792844653133835
180,0.14792844653133835
181,0.14792844653133835
182,0.14792844653133835
183,0.14792844653133835
184,0.14792844653133835
185,0.14792844653133835
186,0.14792844653133835
187,0.14792844653133835
188,0.14792844653133835
189,0.14792844653133835
190,0.14792844653133835
191,0.14792844653133835
192,0.14792844653133835
193,0.14792844653133835
194,0.14792844653133835
195,0.14792844653133835
196,0.14792844653133835
197,0.14792844653133835
198,0.14792844653133835
199,0.14792844653133835
200,0.14792844653133835
201,0.14792844653133835
202,0.14792844653133835
203,0.14792844653133835
204,0.14792844653133835
205,0.14792844653133835
206,0.14792844653133835
207,0.14792844653133835
208,0.14792844653133835
209,0.14792844653133835
210,0.14792844653133835
211,0.14792844653133835
212,0.14792844653133835
213,0.14792844653133835
214,0.14792844653133835
215,0.14792844653133835
216,0.14792844653133835
217,0.14792844653133835
218,0.14792844653133835
219,0.14792844653133835
220,0.14792844653133835
221,0.14792844653133835
222,0.14792844653133835
223,0.14792844653133835
224,0.14792844653133835
225,0.14792844653133835
226,0.14792844653133835
227,0.14792844653133835
228,0.14792844653133835
229,0.14792844653133835
230,0.14792844653133835
231,0.14792844653133835
232,0.14792844653133835
233,0.14792844653133835
234,0.14792844653133835
235,0.14792844653133835
236,0.14792844653133835
237,0.14792844653133835
238,0.14792844653133835
239,0.14792844653133835
240,0.14792844653133835
241,0.14792844653133835
242,0.14792844653133835
243,0.14792844653133835
244,0.14792844653133835
245,0.14792844653133835
246,0.14792844653133835
247,0.14792844653133835
248,0.14792844653133835
249,0.14792844653133835
250,0.14792844653133835
251,0.14792844653133835
252,0.14792844653133835
253,0.14792844653133835
254,0.14792844653133835
255,0.14792844653133835
256,0.14792844653133835
257,0.14792844653133835
258,0.14792844653133835
259,0.14792844653133835
260,0.14792844653133835
261,0.14792844653133835
262,0.14792844653133835
263,0.14792844653133835
264,0.14792844653133835
265,0.14792844653133835
266,0.14792844653133835
267,0.14792844653133835
268,0.14792844653133835
269,0.14792844653133835
270,0.14792844653133835
271,0.14792844653133835
272,0.14792844653133835
273,0.14792844653133835
274,0.14792844653133835
275,0.14792844653133835
276,0.14792844653133835
277,0.14792844653133835
278,0.14792844653133835
279,0.14792844653133835
280,0.14792844653133835
281,0.14792844653133835
282,0.14792844653133835
283,0.14792844653129236
284,0.14792844653129236
285,0.14792844653129236
286,0.14792844653129236
287,0.14792844653129236
288,0.14792844653129236
289,0.14792844653129236
290,0.14792844653129236
291,0.14792844653129236
292,0.14792844653129236
293,0.14792844653129236
294,0.14792844653129236
295,0.14792844653129236
296,0.14792844653129236
297,0.14792844653129236
298,0.14792844653129236
299,0.14792844653129236
300,0.14792844653129236
301,0.14792844653129236
302,0.14792844653129236
303,0.14792844653129236
304,0.14792844653129236
305,0.14792844653129236
306,0.14792844653129236
307,0.14792844653129236
308,0.14792844653129236
309,0.14792844653129236
310,0.14792844653129236
311,0.14792844653129236
312,0.14792844653129236
313,0.14792844653129236
314,0.14792844653129236
315,0.14792844653129236
316,0.14792844653129236
317,0.14792844653129236
318,0.14792844653129236
319,0.14792844653129236
320,0.14792844653129236
321,0.14792844653129236
322,0.14792844653129236
323,0.14792844653129236
324,0.14792844653129236
325,0.14792844653129236
326,0.14792844653129236
327,0.14792844653129236
328,0.14792844653129236
329,0.14792844653129236
330,0.14792844653129236
331,0.14792844653129236
332,0.14792844653129236
333,0.14792844653129236
334,0.14792844653129236
335,0.14792844653129236
336,0.14792844653129236
337,0.14792844653129236
338,0.14792844653129236
339,0.14792844653129236
340,0.14792844653129236
341,0.14792844653129236
342,0.14792844653129236
343,0.14792844653129236
344,0.14792844653129236
345,0.14792844653129236
346,0.14792844653129236
347,0.14792844653129236
348,0.14792844653129236
349,0.14792844653129236
350,0.14792844653129236
351,0.14792844653129236
352,0.14792844653129236
353,0.14792844653129236
354,0.14792844653129236
355,0.14792844653129236
356,0.14792844653129236
357,0.14792844653129236
358,0.14792844653129236
359,0.14792844653129236
360,0.14792844653129236
361,0.14792844653129236
362,0.14792844653129236
363,0.14792844653129236
364,0.14792844653129236
365,0.14792844653129236
366,0.14792844653129236
367,0.14792844653129236
368,0.14792844653129236
369,0.14792844653129236
370,0.14792844653129236
371,0.14792844653129236
372,0.14792844653129236
373,0.14792844653129236
374,0.14792844653129236
375,0.14792844653129236
376,0.14792844653129236
377,0.14792844653129236
378,0.14792844653129236
379,0.14792844653129236
380,0.14792844653129236
381,0.14792844653129236
382,0.14792844653129236
383,0.14792844653129236
384,0.14792844653129236
385,0.14792844653129236
386,0.14792844653129236
387,0.14792844653129236
388,0.14792844653129236
389,0.14792844653129236
390,0.14792844653129236
391,0.14792844653129236
392,0.14792844653129236
393,0.14792844653129236
394,0.14792844653129236
395,0.14792844653129236
396,0.14792844653129236
397,0.14792844653129236
398,0.14792844653129236
399,0.14792844653129236
400,0.14792844653129236
401,0.14792844653129236
402,0.14792844653129236
403,0.14792844653129236
404,0.14792844653129236
405,0.14792844653129236
406,0.14792844653129236
407,0.14792844653129236
408,0.14792844653129236
409,0.14792844653129236
410,0.14792844653129236
411,0.14792844653129236
412,0.14792844653129236
413,0.14792844653129236
414,0.14792844653129236
415,0.14792844653129236
416,0.14792844653129236
417,0.14792844653129236
418,0.14792844653129236
419,0.14792844653129236
420,0.14792844653129236
421,0.14792844653129236
422,0.14792844653129236
423,0.14792844653129236
424,0.14792844653129236
425,0.14792844653129236
426,0.14792844653129236
427,0.14792844653129236
428,0.14792844653129236
429,0.14792844653129236
430,0.14792844653129236
431,0.14792844653129236
432,0.14792844653129236
433,0.14792844653129236
434,0.14792844653129236
435,0.14792844653129236
436,0.14792844653129236
437,0.14792844653129236
438,0.14792844653129236
439,0.14792844653129236
440,0.14792844653129236
441,0.14792844653129236
442,0.14792844653129236
443,0.14792844653129236
444,0.14792844653129236
445,0.14792844653129236
446,0.14792844653129236
447,0.14792844653129236
448,0.14792844653129236
449,0.14792844653129236
450,0.14792844653129236
451,0.14792844653129236
452,0.14792844653129236
453,0.14792844653129236
454,0.14792844653129236
455,0.14792844653129236
456,0.14792844653129236
457,0.14792844653129236
458,0.14792844653129236
459,0.14792844653129236
460,0.14792844653129236
461,0.14792844653129236
462,0.14792844653129236
463,0.14792844653129236
464,0.14792844653129236
465,0.14792844653129236
466,0.14792844653129236
467,0.14792844653129236
468,0.14792844653129236
469,0.14792844653129236
470,0.14792844653129236
471,0.14792844653129236
472,0.14792844653129236
473,0.14792844653129236
474,0.14792844653129236
475,0.14792844653129236
476,0.14792844653129236
477,0.14792844653129236
478,0.14792844653129236
479,0.14792844653129236
480,0.14792844653129236
481,0.14792844653129236
482,0.14792844653129236
483,0.14792844653129236
484,0.14792844653129236
485,0.14792844653129236
486,0.14792844653129236
487,0.14792844653129236
488,0.14792844653129236
489,0.14792844653129236
490,0.14792844653129236
491,0.14792844653129236
492,0.14792844653129236
493,0.14792844653129236
494,0.14792844653129236
495,0.14792844653129236
496,0.14792844653129236
497,0.14792844653129236
498,0.14792844653129236
499,0.14792844653129236
500,0.14792844653129236
501,0.14792844653129236
502,0.14792844653129236
503,0.14792844653129236
504,0.14792844653129236
505,0.14792844653129236
506,0.14792844653129236
507,0.14792844653129236
508,0.14792844653129236
509,0.14792844653129236
510,0.14792844653129236
511,0.14792844653129236
512,0.14792844653129236
513,0.14792844653129236
514,0.14792844653129236
515,0.14792844653129236
516,0.14792844653129236
517,0.14792844653129236
518,0.14792844653129236
519,0.14792844653123322
520,0.14792844653123322
521,0.14792844653123322
522,0.14792844653123322
523,0.14792844653123322
524,0.14792844653123322
525,0.14792844653123322
526,0.14792844653123322
527,0.14792844653123322
528,0.14792844653123322
529,0.14792844653123322
530,0.14792844653123322
531,0.14792844653123322
532,0.14792844653123322
533,0.14792844653123322
534,0.14792844653123322
535,0.14792844653123322
536,0.14792844653123322
537,0.14792844653123322
538,0.14792844653123322
539,0.14792844653123322
540,0.14792844653123322
541,0.14792844653123322
542,0.14792844653123322
543,0.14792844653123322
544,0.14792844653123322
545,0.14792844653123322
546,0.14792844653123322
547,0.14792844653123322
548,0.14792844653123322
549,0.14792844653123322
550,0.14792844653123322
551,0.14792844653123322
552,0.14792844653123322
553,0.14792844653123322
554,0.14792844653123322
555,0.14792844653123322
556,0.14792844653123322
557,0.14792844653123322
558,0.14792844653123322
559,0.14792844653123322
560,0.14792844653123322
561,0.14792844653123322
562,0.14792844653123322
563,0.14792844653123322
564,0.14792844653123322
565,0.14792844653123322
566,0.14792844653123322
567,0.14792844653123322
568,0.14792844653123322
569,0.14792844653123322
570,0.14792844653123322
571,0.14792844653123322
572,0.14792844653123322
573,0.14792844653123322
574,0.14792844653123322
575,0.14792844653123322
576,0.14792844653123322
577,0.14792844653123322
578,0.14792844653123322
579,0.14792844653123322
580,0.14792844653123322
581,0.14792844653123322
582,0.14792844653123322
583,0.14792844653123322
584,0.14792844653123322
585,0.14792844653123322
586,0.14792844653123322
587,0.14792844653123322
588,0.14792844653123322
589,0.14792844653123322
590,0.14792844653123322
591,0.14792844653123322
592,0.14792844653123322
593,0.14792844653123322
594,0.14792844653123322
595,0.14792844653123322
596,0.14792844653123322
597,0.14792844653123322
598,0.14792844653123322
599,0.14792844653123322
600,0.14792844653123322
601,0.14792844653123322
602,0.14792844653123322
603,0.14792844653123322
604,0.14792844653123322
605,0.14792844653123322
606,0.14792844653123322
607,0.14792844653123322
608,0.14792844653123322
609,0.14792844653123322
610,0.14792844653123322
611,0.14792844653123322
612,0.14792844653123322
613,0.14792844653123322
614,0.14792844653123322
615,0.14792844653123322
616,0.14792844653123322
617,0.14792844653123322
618,0.14792844653123322
619,0.14792844653123322
620,0.14792844653123322
621,0.14792844653123322
622,0.14792844653123322
623,0.14792844653123322
624,0.14792844653123322
625,0.14792844653123322
626,0.14792844653123322
627,0.14792844653123322
628,0.14792844653123322
629,0.14792844653123322
630,0.14792844653123322
631,0.14792844653123322
632,0.14792844653123322
633,0.14792844653123322
634,0.14792844653123322
635,0.14792844653123322
636,0.14792844653123322
637,0.14792844653123322
638,0.14792844653123322
639,0.14792844653123322
640,0.14792844653123322
641,0.14792844653123322
642,0.14792844653123322
643,0.14792844653123322
644,0.14792844653123322
645,0.14792844653123322
646,0.14792844653123322
647,0.14792844653123322
648,0.14792844653123322
649,0.14792844653123322
650,0.14792844653123322
651,0.14792844653123322
652,0.14792844653123322
653,0.14792844653123322
654,0.14792844653123322
655,0.14792844653123322
656,0.14792844653123322
657,0.14792844653123322
658,0.14792844653123322
659,0.14792844653123322
660,0.14792844653123322
661,0.14792844653123322
662,0.14792844653123322
663,0.14792844653123322
664,0.14792844653123322
665,0.14792844653123322
666,0.14792844653123322
667,0.14792844653123322
668,0.14792844653123322
669,0.14792844653123322
670,0.14792844653123322
671,0.14792844653123322
672,0.14792844653123322
673,0.14792844653123322
674,0.14792844653123322
675,0.14792844653123322
676,0.14792844653123322
677,0.14792844653123322
678,0.14792844653123322
679,0.14792844653123322
680,0.14792844653123322
681,0.14792844653123322
682,0.14792844653123322
683,0.14792844653123322
684,0.14792844653123322
685,0.14792844653123322
686,0.14792844653123322
687,0.14792844653123322
688,0.14792844653123322
689,0.14792844653123322
690,0.14792844653123322
691,0.14792844653123322
692,0.14792844653123322
693,0.14792844653123322
694,0.14792844653123322
695,0.14792844653123322
696,0.14792844653123322
697,0.14792844653123322
698,0.14792844653123322
699,0.14792844653123322
700,0.14792844653123322
701,0.14792844653123322
702,0.14792844653123322
703,0.14792844653123322
704,0.14792844653123322
705,0.14792844653123322
706,0.14792844653123322
707,0.14792844653123322
708,0.14792844653123322
709,0.14792844653123322
710,0.14792844653123322
711,0.14792844653123322
712,0.14792844653123322
713,0.14792844653123322
714,0.14792844653123322
715,0.14792844653123322
716,0.14792844653123322
717,0.14792844653123322
718,0.14792844653123322
719,0.14792844653123322
720,0.14792844653123322
721,0.14792844653123322
722,0.14792844653123322
723,0.14792844653123322
724,0.14792844653123322
725,0.14792844653123322
726,0.14792844653123322
727,0.14792844653123322
728,0.14792844653123322
729,0.14792844653123322
730,0.14792844653123322
731,0.14792844653123322
732,0.14792844653123322
733,0.14792844653123322
734,0.14792844653123322
735,0.14792844653123322
736,0.14792844653123322
737,0.14792844653123322
738,0.14792844653123322
739,0.14792844653123322
740,0.14792844653123322
741,0.14792844653123322
742,0.14792844653123322
743,0.14792844653123322
744,0.14792844653123322
745,0.14792844653123322
746,0.14792844653123322
747,0.14792844653123322
748,0.14792844653123322
749,0.14792844653123322
750,0.14792844653123322
751,0.14792844653123322
752,0.14792844653123322
753,0.14792844653123322
754,0.14792844653123322
755,0.14792844653123322
756,0.14792844653123322
757,0.14792844653123322
758,0.14792844653123322
759,0.14792844653123322
760,0.14792844653123322
761,0.14792844653123322
762,0.14792844653123322
763,0.14792844653123322
764,0.14792844653123322
765,0.14792844653123322
766,0.14792844653123322
767,0.14792844653123322
768,0.14792844653123322
769,0.14792844653123322
770,0.14792844653123322
771,0.14792844653123322
772,0.14792844653123322
773,0.14792844653123322
774,0.14792844653123322
775,0.14792844653123322
776,0.14792844653123322
777,0.14792844653123322
778,0.14792844653123322
779,0.14792844653123322
780,0.14792844653123322
781,0.14792844653123322
782,0.14792844653123322
783,0.14792844653123322
784,0.14792844653123322
785,0.14792844653123322
786,0.14792844653139747
787,0.14792844653139747
788,0.14792844653139747
789,0.14792844653139747
790,0.14792844653139747
791,0.14792844653139747
792,0.14792844653139747
793,0.14792844653139747
794,0.14792844653139747
795,0.14792844653139747
796,0.14792844653139747
797,0.14792844653139747
798,0.14792844653139747
799,0.14792844653139747
800,0.14792844653139747
801,0.14792844653139747
802,0.14792844653139747
803,0.14792844653139747
804,0.14792844653139747
805,0.14792844653139747
806,0.14792844653139747
807,0.14792844653139747
808,0.14792844653139747
809,0.14792844653139747
810,0.14792844653139747
811,0.14792844653139747
812,0.14792844653139747
813,0.14792844653139747
814,0.14792844653139747
815,0.14792844653139747
816,0.14792844653139747
817,0.14792844653139747
818,0.14792844653139747
819,0.14792844653139747
820,0.14792844653139747
821,0.14792844653139747
822,0.14792844653139747
823,0.14792844653139747
824,0.14792844653139747
825,0.14792844653139747
826,0.14792844653139747
827,0.14792844653139747
828,0.14792844653139747
829,0.14792844653139747
830,0.14792844653139747
831,0.14792844653139747
832,0.14792844653139747
833,0.14792844653139747
834,0.14792844653139747
835,0.14792844653139747
836,0.14792844653139747
837,0.14792844653139747
838,0.14792844653139747
839,0.14792844653139747
840,0.14792844653139747
841,0.14792844653139747
842,0.14792844653139747
843,0.14792844653139747
844,0.14792844653139747
845,0.14792844653139747
846,0.14792844653139747
847,0.14792844653139747
848,0.14792844653139747
849,0.14792844653139747
850,0.14792844653139747
851,0.14792844653139747
852,0.14792844653139747
853,0.14792844653139747
854,0.14792844653139747
855,0.14792844653139747
856,0.14792844653139747
857,0.14792844653139747
858,0.14792844653139747
859,0.14792844653139747
860,0.14792844653139747
861,0.14792844653139747
862,0.14792844653139747
863,0.14792844653139747
864,0.14792844653139747
865,0.14792844653139747
866,0.14792844653139747
867,0.14792844653139747
868,0.14792844653139747
869,0.14792844653139747
870,0.14792844653139747
871,0.14792844653139747
872,0.14792844653139747
873,0.14792844653139747
874,0.14792844653139747
875,0.14792844653139747
876,0.14792844653139747
877,0.14792844653139747
878,0.14792844653139747
879,0.14792844653139747
880,0.14792844653139747
881,0.14792844653139747
882,0.14792844653139747
883,0.14792844653139747
884,0.14792844653139747
885,0.14792844653139747
886,0.14792844653139747
887,0.14792844653139747
888,0.14792844653139747
889,0.14792844653139747
890,0.14792844653139747
891,0.14792844653139747
892,0.14792844653139747
893,0.14792844653139747
894,0.14792844653139747
895,0.14792844653139747
896,0.14792844653139747
897,0.14792844653139747
898,0.14792844653139747
899,0.14792844653139747
900,0.14792844653129236
901,0.14792844653129236
902,0.14792844653129236
903,0.14792844653129236
904,0.14792844653129236
905,0.14792844653129236
906,0.14792844653129236
907,0.14792844653129236
908,0.14792844653129236
909,0.14792844653129236
910,0.14792844653129236
911,0.14792844653129236
912,0.14792844653129236
913,0.14792844653129236
914,0.14792844653129236
915,0.14792844653129236
916,0.14792844653129236
917,0.14792844653129236
918,0.14792844653129236
919,0.14792844653129236
920,0.14792844653129236
921,0.14792844653139747
922,0.14792844653139747
923,0.14792844653139747
924,0.14792844653139747
925,0.14792844653139747
926,0.14792844653139747
927,0.14792844653139747
928,0.14792844653139747
929,0.14792844653139747
930,0.14792844653139747
931,0.14792844653139747
932,0.14792844653139747
933,0.14792844653139747
934,0.14792844653139747
935,0.14792844653139747
936,0.14792844653139747
937,0.14792844653139747
938,0.14792844653139747
939,0.14792844653139747
940,0.14792844653139747
941,0.14792844653139747
942,0.14792844653139747
943,0.14792844653139747
944,0.14792844653139747
945,0.14792844653139747
946,0.14792844653139747
947,0.14792844653139747
948,0.14792844653139747
949,0.14792844653139747
950,0.14792844653139747
951,0.14792844653139747
952,0.14792844653139747
953,0.14792844653139747
954,0.14792844653139747
955,0.14792844653139747
956,0.14792844653139747
957,0.14792844653139747
958,0.14792844653139747
959,0.14792844653139747
960,0.14792844653139747
961,0.14792844653139747
962,0.14792844653139747
963,0.14792844653139747
964,0.14792844653139747
965,0.14792844653139747
966,0.14792844653139747
967,0.14792844653139747
968,0.14792844653139747
969,0.14792844653139747
970,0.14792844653139747
971,0.14792844653139747
972,0.14792844653139747
973,0.14792844653139747
974,0.14792844653139747
975,0.14792844653139747
976,0.14792844653139747
977,0.14792844653139747
978,0.14792844653139747
979,0.14792844653139747
980,0.14792844653139747
981,0.14792844653139747
982,0.14792844653139747
983,0.14792844653139747
984,0.14792844653139747
985,0.14792844653139747
986,0.14792844653139747
987,0.14792844653139747
988,0.14792844653139747
989,0.14792844653139747
990,0.14792844653139747
991,0.14792844653139747
992,0.14792844653139747
993,0.14792844653139747
994,0.14792844653139747
995,0.14792844653139747
996,0.14792844653139747
997,0.14792844653139747
998,0.14792844653139747
999,0.14792844653139747
1000,0.14792844653139747
1001,0.14792844653139747
1002,0.14792844653139747
1003,0.14792844653139747
1004,0.14792844653139747
1005,0.14792844653139747
1006,0.14792844653139747
1007,0.14792844653139747
1008,0.14792844653139747
1009,0.14792844653139747
1010,0.14792844653139747
1011,0.14792844653139747
1012,0.14792844653139747
1013,0.14792844653139747
1014,0.14792844653139747
1015,0.14792844653139747
1016,0.14792844653139747
1017,0.14792844653139747
1018,0.14792844653139747
1019,0.14792844653139747
1020,0.14792844653139747
1021,0.14792844653139747
1022,0.14792844653139747
1023,0.14792844653139747
1024,0.14792844653139747
1025,0.14792844653139747
1026,0.14792844653139747
1027,0.14792844653139747
1028,0.14792844653139747
1029,0.14792844653139747
1030,0.14792844653139747
1031,0.14792844653139747
1032,0.14792844653139747
1033,0.14792844653139747
1034,0.14792844653139747
1035,0.14792844653139747
1036,0.14792844653139747
1037,0.14792844653139747
1038,0.14792844653139747
1039,0.14792844653139747
1040,0.14792844653139747
1041,0.14792844653139747
1042,0.14792844653127923
1043,0.14792844653127923
1044,0.14792844653127923
1045,0.14792844653139747
1046,0.14792844653139747
1047,0.14792844653139747
1048,0.14792844653139747
1049,0.14792844653139747
1050,0.14792844653139747
1051,0.14792844653139747
1052,0.14792844653139747
1053,0.14792844653139747
1054,0.14792844653139747
1055,0.14792844653139747
1056,0.14792844653139747
1057,0.14792844653139747
1058,0.14792844653139747
1059,0.14792844653139747
1060,0.14792844653139747
1061,0.14792844653139747
1062,0.14792844653139747
1063,0.14792844653139747
1064,0.14792844653139747
1065,0.14792844653139747
1066,0.14792844653139747
1067,0.14792844653139747
1068,0.14792844653139747
1069,0.14792844653139747
1070,0.14792844653139747
1071,0.14792844653139747
1072,0.14792844653139747
1073,0.14792844653139747
1074,0.14792844653139747
1075,0.14792844653139747
1076,0.14792844653139747
1077,0.14792844653139747
1078,0.14792844653139747
1079,0.14792844653139747
1080,0.14792844653139747
1081,0.14792844653139747
1082,0.14792844653139747
1083,0.14792844653139747
1084,0.14792844653139747
1085,0.14792844653139747
1086,0.14792844653139747
1087,0.14792844653139747
1088,0.14792844653139747
1089,0.14792844653139747
1090,0.14792844653139747
1091,0.14792844653139747
1092,0.14792844653139747
1093,0.14792844653139747
1094,0.14792844653139747
1095,0.14792844653139747
1096,0.14792844653139747
1097,0.14792844653139747
1098,0.14792844653139747
1099,0.14792844653139747
1100,0.14792844653139747
1101,0.14792844653139747
1102,0.14792844653139747
1103,0.14792844653139747
1104,0.14792844653139747
1105,0.14792844653139747
1106,0.14792844653139747
1107,0.14792844653139747
1108,0.14792844653139747
1109,0.14792844653139747
1110,0.14792844653139747
1111,0.14792844653139747
1112,0.14792844653139747
1113,0.14792844653139747
1114,0.14792844653139747
1115,0.14792844653139747
1116,0.14792844653139747
1117,0.14792844653139747
1118,0.14792844653139747
1119,0.14792844653139747
1120,0.14792844653139747
1121,0.14792844653139747
1122,0.14792844653139747
1123,0.14792844653139747
1124,0.14792844653139747
1125,0.14792844653139747
1126,0.14792844653139747
1127,0.14792844653139747
1128,0.14792844653139747
1129,0.14792844653129236
1130,0.14792844653129236
1131,0.14792844653129236
1132,0.14792844653129236
1133,0.14792844653129236
1134,0.14792844653129236
1135,0.14792844653129236
1136,0.14792844653129236
1137,0.14792844653129236
1138,0.14792844653129236
1139,0.14792844653129236
1140,0.14792844653129236
1141,0.14792844653129236
1142,0.14792844653129236
1143,0.14792844653129236
1144,0.14792844653129236
1145,0.14792844653129236
1146,0.14792844653129236
1147,0.14792844653129236
1148,0.14792844653129236
1149,0.14792844653129236
1150,0.14792844653129236
1151,0.14792844653129236
1152,0.14800725877283347
1153,0.14800725877283347
1154,0.14800725877283347
1155,0.14800725877283347
1156,0.14800725877283347
1157,0.14800725877283347
1158,0.14800725877283347
1159,0.14800725877283347
1160,0.14800725877283347
1161,0.14800725877283347
1162,0.14800725877283347
1163,0.14800725877283347
1164,0.14800725877283347
1165,0.14800725877283347
1166,0.14800725877283347
1167,0.14800725877283347
1168,0.14800725877283347
1169,0.14800725877289264
1170,0.14800725877289264
1171,0.14800725877289264
1172,0.14800725877289264
1173,0.14800725877289264
1174,0.14800725877289264
1175,0.14800725877289264
1176,0.14800725877289264
1177,0.14800725877289264
1178,0.14800725877289264
1179,0.14800725877289264
1180,0.14800725877289264
1181,0.14800725877289264
1182,0.14800725877289264
1183,0.14800725877289264
1184,0.14800725877289264
1185,0.14800725877289264
1186,0.14800725877289264
1187,0.14800725877289264
1188,0.14800725877289264
1189,0.14800725877289264
1190,0.14800725877289264
1191,0.14800725877289264
1192,0.14800725877289264
1193,0.14800725877289264
1194,0.14800725877289264
1195,0.14800725877289264
1196,0.14800725877289264
1197,0.14800725877289264
1198,0.14800725877289264
1199,0.14800725877289264
1200,0.14800725877289264
1201,0.14800725877289264
1202,0.14800725877289264
1203,0.14800725877289264
1204,0.14800725877289264
1205,0.14800725877289264
1206,0.14800725877289264
1207,0.14800725877289264
1208,0.14800725877289264
1209,0.14800725877289264
1210,0.14800725877289264
1211,0.14800725877289264
1212,0.14800725877289264
1213,0.14800725877289264
1214,0.14800725877289264
1215,0.14800725877289264
1216,0.14800725877289264
1217,0.14800725877289264
1218,0.14800725877289264
1219,0.14800725877289264
1220,0.14800725877289264
1221,0.14800725877289264
1222,0.14800725877289264
1223,0.14800725877289264
1224,0.14800725877289264
1225,0.14800725877289264
1226,0.14800725877289264
1227,0.14800725877289264
1228,0.14800725877289264
1229,0.14800725877289264
1230,0.14800725877289264
1231,0.14800725877289264
1232,0.14800725877289264
1233,0.14800725877289264
1234,0.14800725877289264
1235,0.14800725877289264
1236,0.14800725877289264
1237,0.14800725877289264
1238,0.14800725877289264
1239,0.14800725877289264
1240,0.14800725877289264
1241,0.14800725877289264
1242,0.14800725877289264
1243,0.14800725877289264
1244,0.14800725877289264
1245,0.14800725877289264
1246,0.14800725877289264
1247,0.14800725877289264
1248,0.14800725877289264
