,co
116,0.04680582198854274
117,0.04680582198854274
118,0.04680582198854274
119,0.04680582198854274
120,0.04680582198854274
121,0.04680582198854274
122,0.04680582198854274
123,0.04680582198854274
124,0.04680582198854274
125,0.04680582198854274
126,0.04680582198854274
127,0.04680582198854274
128,0.04680582198854274
129,0.04680582198854274
130,0.04680582198854274
131,0.04680582198854274
132,0.04680582198854274
133,0.04680582198854274
134,0.04680582198854274
135,0.04680582198854274
136,0.04680582198854274
137,0.04680582198854274
138,0.04680582198854274
139,0.04680582198854274
140,0.04680582198854274
141,0.04680582198854274
142,0.04680582198854274
143,0.04680582198854274
144,0.04680582198854274
145,0.04680582198854274
146,0.04680582198854274
147,0.04680582198854274
148,0.04680582198854274
149,0.04680582198854274
150,0.04680582198854274
151,0.04680582198854274
152,0.04680582198854274
153,0.04680582198854274
154,0.04680582198854274
155,0.04680582198854274
156,0.04680582198854274
157,0.04680582198854274
158,0.04680582198854274
159,0.04680582198854274
160,0.04680582198854274
161,0.04680582198854274
162,0.04680582198854274
163,0.04680582198854274
164,0.04680582198854274
165,0.04680582198854274
166,0.04680582198854274
167,0.04680582198854274
168,0.04680582198854274
169,0.04680582198854274
170,0.04680582198854274
171,0.04680582198854274
172,0.04680582198854274
173,0.04680582198854274
174,0.04680582198854274
175,0.04680582198854274
176,0.04680582198854274
177,0.04680582198854274
178,0.04680582198854274
179,0.04680582198854274
180,0.04680582198854274
181,0.04680582198854274
182,0.04680582198854274
183,0.04680582198854274
184,0.04680582198854274
185,0.04680582198854274
186,0.04680582198854274
187,0.04680582198854274
188,0.04680582198854274
189,0.04680582198854274
190,0.04680582198854274
191,0.04680582198854274
192,0.04680582198854274
193,0.04680582198854274
194,0.04680582198854274
195,0.04680582198854274
196,0.04680582198854274
197,0.04680582198854274
198,0.04680582198854274
199,0.04680582198854274
200,0.04680582198854274
201,0.04680582198854274
202,0.04680582198854274
203,0.04680582198854274
204,0.04680582198854274
205,0.04680582198854274
206,0.04680582198854274
207,0.04680582198854274
208,0.04680582198854274
209,0.04680582198854274
210,0.04680582198854274
211,0.04680582198854274
212,0.04680582198854274
213,0.04680582198854274
214,0.04680582198854274
215,0.04680582198854274
216,0.04680582198854274
217,0.04680582198854274
218,0.04680582198854274
219,0.04680582198854274
220,0.04680582198854274
221,0.04680582198854274
222,0.04680582198854274
223,0.04680582198854274
224,0.04680582198854274
225,0.04680582198854274
226,0.04680582198854274
227,0.04680582198854274
228,0.04680582198854274
229,0.04680582198854274
230,0.04680582198854274
231,0.04680582198854274
232,0.04680582198854274
233,0.04680582198854274
234,0.04680582198854274
235,0.04680582198854274
236,0.04680582198854274
237,0.04680582198854274
238,0.04680582198854274
239,0.04680582198854274
240,0.04680582198854274
241,0.04680582198854274
242,0.04680582198854274
243,0.04680582198854274
244,0.04680582198854274
245,0.04680582198854274
246,0.04680582198854274
247,0.04680582198854274
248,0.04680582198854274
249,0.04680582198854274
250,0.04680582198854274
251,0.04680582198854274
252,0.04680582198854274
253,0.04680582198854274
254,0.04680582198854274
255,0.04680582198854274
256,0.04680582198854274
257,0.04680582198854274
258,0.04680582198854274
259,0.04680582198854274
260,0.04680582198854274
261,0.04680582198854274
262,0.04680582198854274
263,0.04680582198854274
264,0.04680582198854274
265,0.04680582198854274
266,0.04680582198854274
267,0.04680582198854274
268,0.04680582198854274
269,0.04680582198854274
270,0.04680582198854274
271,0.04680582198854274
272,0.04680582198854274
273,0.04680582198854274
274,0.04680582198854274
275,0.04680582198854274
276,0.04680582198854274
277,0.04680582198854274
278,0.04680582198854274
279,0.04680582198854274
280,0.04680582198854274
281,0.04680582198854274
282,0.04680582198854274
283,0.046992543940137646
284,0.046992543940137646
285,0.046992543940137646
286,0.046992543940137646
287,0.046992543940137646
288,0.046992543940137646
289,0.046992543940137646
290,0.046992543940137646
291,0.046992543940137646
292,0.046992543940137646
293,0.046992543940137646
294,0.046992543940137646
295,0.046992543940137646
296,0.046992543940137646
297,0.046992543940137646
298,0.046992543940137646
299,0.046992543940137646
300,0.046992543940137646
301,0.046992543940137646
302,0.046992543940137646
303,0.046992543940137646
304,0.046992543940137646
305,0.046992543940137646
306,0.046992543940137646
307,0.046992543940137646
308,0.046992543940137646
309,0.046992543940137646
310,0.046992543940137646
311,0.046992543940137646
312,0.046992543940137646
313,0.046992543940137646
314,0.046992543940137646
315,0.046992543940137646
316,0.046992543940137646
317,0.046992543940137646
318,0.046992543940137646
319,0.046992543940137646
320,0.046992543940137646
321,0.046992543940137646
322,0.046992543940137646
323,0.046992543940137646
324,0.046992543940137646
325,0.046992543940137646
326,0.046992543940137646
327,0.046992543940137646
328,0.046992543940137646
329,0.046992543940137646
330,0.046992543940137646
331,0.046992543940137646
332,0.046992543940137646
333,0.046992543940137646
334,0.046992543940137646
335,0.046992543940137646
336,0.046992543940137646
337,0.046992543940137646
338,0.046992543940137646
339,0.046992543940137646
340,0.046992543940137646
341,0.046992543940137646
342,0.046992543940137646
343,0.046992543940137646
344,0.046992543940137646
345,0.046992543940137646
346,0.046992543940137646
347,0.046992543940137646
348,0.046992543940137646
349,0.046992543940137646
350,0.046992543940137646
351,0.046992543940137646
352,0.046992543940137646
353,0.046992543940137646
354,0.046992543940137646
355,0.046992543940137646
356,0.046992543940137646
357,0.046992543940137646
358,0.046992543940137646
359,0.046992543940137646
360,0.046992543940137646
361,0.046992543940137646
362,0.046992543940137646
363,0.046992543940137646
364,0.046992543940137646
365,0.046992543940137646
366,0.046992543940137646
367,0.046992543940137646
368,0.046992543940137646
369,0.046992543940137646
370,0.046992543940137646
371,0.046992543940137646
372,0.046992543940137646
373,0.046992543940137646
374,0.046992543940137646
375,0.046992543940137646
376,0.046992543940137646
377,0.046992543940137646
378,0.046992543940137646
379,0.046992543940137646
380,0.046992543940137646
381,0.046992543940137646
382,0.046992543940137646
383,0.046992543940137646
384,0.046992543940137646
385,0.046992543940137646
386,0.046992543940137646
387,0.046992543940137646
388,0.046992543940137646
389,0.046992543940137646
390,0.046992543940137646
391,0.046992543940137646
392,0.046992543940137646
393,0.046992543940137646
394,0.046992543940137646
395,0.046992543940137646
396,0.04723625853030532
397,0.04723625853030532
398,0.04723625853030532
399,0.04723625853030532
400,0.04723625853030532
401,0.04723625853030532
402,0.04723625853030532
403,0.04723625853030532
404,0.04723625853030532
405,0.04723625853030532
406,0.04723625853030532
407,0.04723625853030532
408,0.04723625853030532
409,0.04723625853030532
410,0.04723625853030532
411,0.04723625853030532
412,0.04723625853030532
413,0.04723625853030532
414,0.04723625853030532
415,0.04723625853030532
416,0.04723625853030532
417,0.04723625853030532
418,0.04723625853030532
419,0.04723625853030532
420,0.04723625853030532
421,0.04723625853030532
422,0.04723625853030532
423,0.04723625853030532
424,0.04723625853030532
425,0.04723625853030532
426,0.04723625853030532
427,0.04723625853030532
428,0.04723625853030532
429,0.04723625853030532
430,0.04723625853030532
431,0.04723625853030532
432,0.04723625853030532
433,0.04723625853030532
434,0.04723625853030532
435,0.04723625853030532
436,0.04723625853030532
437,0.04723625853030532
438,0.04723625853030532
439,0.04723625853030532
440,0.04723625853030532
441,0.04723625853030532
442,0.04723625853030532
443,0.04723625853030532
444,0.04723625853030532
445,0.04723625853030532
446,0.04723625853030532
447,0.04723625853030532
448,0.04723625853030532
449,0.04723625853030532
450,0.04723625853030532
451,0.04723625853030532
452,0.04723625853030532
453,0.04723625853030532
454,0.04723625853030532
455,0.04723625853030532
456,0.04723625853030532
457,0.04723625853030532
458,0.04723625853030532
459,0.04723625853030532
460,0.04723625853030532
461,0.04723625853030532
462,0.04723625853030532
463,0.04723625853030532
464,0.04723625853030532
465,0.04723625853030532
466,0.04723625853030532
467,0.04723625853030532
468,0.04723625853030532
469,0.04723625853030532
470,0.04723625853030532
471,0.04723625853030532
472,0.04723625853030532
473,0.04723625853030532
474,0.04723625853030532
475,0.04723625853030532
476,0.04723625853030532
477,0.04723625853030532
478,0.04723625853030532
479,0.04723625853030532
480,0.04723625853030532
481,0.04723625853030532
482,0.04723625853030532
483,0.04723625853030532
484,0.04723625853030532
485,0.04723625853030532
486,0.04723625853030532
487,0.04723625853030532
488,0.04723625853030532
489,0.04723625853030532
490,0.04723625853030532
491,0.04723625853030532
492,0.04723625853030532
493,0.04723625853030532
494,0.04723625853030532
495,0.04723625853030532
496,0.04723625853030532
497,0.04723625853030532
498,0.04723625853030532
499,0.04723625853030532
500,0.04723625853030532
501,0.04723625853030532
502,0.04723625853030532
503,0.04723625853030532
504,0.04723625853030532
505,0.04723625853030532
506,0.04723625853030532
507,0.04723625853030532
508,0.04723625853030532
509,0.04723625853030532
510,0.04723625853030532
511,0.04723625853030532
512,0.04723625853030532
513,0.04723625853030532
514,0.04723625853030532
515,0.04723625853030532
516,0.04723625853030532
517,0.04723625853030532
518,0.04723625853030532
519,0.04744131863115212
520,0.04744131863115212
521,0.04744131863115212
522,0.04744131863115212
523,0.04744131863115212
524,0.04744131863115212
525,0.04744131863115212
526,0.04744131863115212
527,0.04744131863115212
528,0.04744131863115212
529,0.04744131863115212
530,0.04744131863115212
531,0.04744131863115212
532,0.04744131863115212
533,0.04744131863115212
534,0.04744131863115212
535,0.04744131863115212
536,0.04744131863115212
537,0.04744131863115212
538,0.04744131863115212
539,0.04744131863115212
540,0.04744131863115212
541,0.04744131863115212
542,0.04744131863115212
543,0.04744131863115212
544,0.04744131863115212
545,0.04744131863115212
546,0.04744131863115212
547,0.04744131863115212
548,0.04744131863115212
549,0.04744131863115212
550,0.04744131863115212
551,0.04744131863115212
552,0.04744131863115212
553,0.04744131863115212
554,0.04744131863115212
555,0.04744131863115212
556,0.04744131863115212
557,0.04744131863115212
558,0.04744131863115212
559,0.04744131863115212
560,0.04744131863115212
561,0.04744131863115212
562,0.04744131863115212
563,0.04744131863115212
564,0.04744131863115212
565,0.04744131863115212
566,0.04744131863115212
567,0.04744131863115212
568,0.04744131863115212
569,0.04744131863115212
570,0.04744131863115212
571,0.04744131863115212
572,0.04744131863115212
573,0.04744131863115212
574,0.04744131863115212
575,0.04744131863115212
576,0.04744131863115212
577,0.04744131863115212
578,0.04744131863115212
579,0.04744131863115212
580,0.04744131863115212
581,0.04744131863115212
582,0.04744131863115212
583,0.04744131863115212
584,0.04744131863115212
585,0.04744131863115212
586,0.04744131863115212
587,0.04744131863115212
588,0.04744131863115212
589,0.04744131863115212
590,0.04744131863115212
591,0.04744131863115212
592,0.04744131863115212
593,0.04744131863115212
594,0.04744131863115212
595,0.04744131863115212
596,0.04744131863115212
597,0.04744131863115212
598,0.04744131863115212
599,0.04744131863115212
600,0.04744131863115212
601,0.04744131863115212
602,0.04744131863115212
603,0.04744131863115212
604,0.04744131863115212
605,0.04744131863115212
606,0.04744131863115212
607,0.04744131863115212
608,0.04744131863115212
609,0.04744131863115212
610,0.04744131863115212
611,0.04744131863115212
612,0.04744131863115212
613,0.04744131863115212
614,0.04744131863115212
615,0.04744131863115212
616,0.04744131863115212
617,0.04744131863115212
618,0.04744131863115212
619,0.04744131863115212
620,0.04744131863115212
621,0.04744131863115212
622,0.04744131863115212
623,0.04744131863115212
624,0.04744131863115212
625,0.04744131863115212
626,0.04744131863115212
627,0.04744131863115212
628,0.04744131863115212
629,0.04744131863115212
630,0.04744131863115212
631,0.04744131863115212
632,0.04744131863115212
633,0.04744131863115212
634,0.04744131863115212
635,0.04744131863115212
636,0.04744131863115212
637,0.04744131863115212
638,0.04744131863115212
639,0.04744131863115212
640,0.04744131863115212
641,0.04744131863115212
642,0.04744131863115212
643,0.04744131863115212
644,0.04744131863115212
645,0.04744131863115212
646,0.04744131863115212
647,0.04744131863115212
648,0.04744131863115212
649,0.04744131863115212
650,0.04744131863115212
651,0.04744131863115212
652,0.04744131863115212
653,0.04744131863115212
654,0.04744131863115212
655,0.04744131863115212
656,0.04744131863115212
657,0.04744131863115212
658,0.04744131863115212
659,0.04744131863115212
660,0.04744131863115212
661,0.04744131863115212
662,0.04744131863115212
663,0.04744131863115212
664,0.04744131863115212
665,0.04744131863115212
666,0.04744131863115212
667,0.04744131863115212
668,0.04744131863115212
669,0.04744131863115212
670,0.04744131863115212
671,0.04744131863115212
672,0.04744131863115212
673,0.04744131863115212
674,0.04744131863115212
675,0.04744131863115212
676,0.04744131863115212
677,0.04744131863115212
678,0.04744131863115212
679,0.04744131863115212
680,0.04744131863115212
681,0.04744131863115212
682,0.04744131863115212
683,0.04744131863115212
684,0.04744131863115212
685,0.04744131863115212
686,0.04744131863115212
687,0.04744131863115212
688,0.04744131863115212
689,0.04744131863115212
690,0.04744131863115212
691,0.04744131863115212
692,0.04744131863115212
693,0.04744131863115212
694,0.04744131863115212
695,0.04744131863115212
696,0.04744131863115212
697,0.04744131863115212
698,0.04744131863115212
699,0.04744131863115212
700,0.04744131863115212
701,0.04744131863115212
702,0.04744131863115212
703,0.04744131863115212
704,0.04744131863115212
705,0.04744131863115212
706,0.04744131863115212
707,0.04744131863115212
708,0.04744131863115212
709,0.04744131863115212
710,0.04744131863115212
711,0.04744131863115212
712,0.04744131863115212
713,0.04744131863115212
714,0.04744131863115212
715,0.04744131863115212
716,0.04744131863115212
717,0.04744131863115212
718,0.04744131863115212
719,0.04744131863115212
720,0.04744131863115212
721,0.04744131863115212
722,0.04744131863115212
723,0.04744131863115212
724,0.04744131863115212
725,0.04744131863115212
726,0.04744131863115212
727,0.04744131863115212
728,0.04744131863115212
729,0.04744131863115212
730,0.04744131863115212
731,0.04744131863115212
732,0.04744131863115212
733,0.04744131863115212
734,0.04744131863115212
735,0.04744131863115212
736,0.04744131863115212
737,0.04744131863115212
738,0.04744131863115212
739,0.04744131863115212
740,0.04744131863115212
741,0.04744131863115212
742,0.04744131863115212
743,0.04744131863115212
744,0.04744131863115212
745,0.04744131863115212
746,0.04744131863115212
747,0.04744131863115212
748,0.04744131863115212
749,0.04744131863115212
750,0.04744131863115212
751,0.04744131863115212
752,0.04744131863115212
753,0.04744131863115212
754,0.04744131863115212
755,0.04744131863115212
756,0.04744131863115212
757,0.04744131863115212
758,0.04744131863115212
759,0.04744131863115212
760,0.04744131863115212
761,0.04744131863115212
762,0.04744131863115212
763,0.04744131863115212
764,0.04744131863115212
765,0.04744131863115212
766,0.04744131863115212
767,0.04744131863115212
768,0.04744131863115212
769,0.04744131863115212
770,0.04744131863115212
771,0.04744131863115212
772,0.04744131863115212
773,0.04744131863115212
774,0.04744131863115212
775,0.04744131863115212
776,0.04744131863115212
777,0.04744131863115212
778,0.04744131863115212
779,0.04744131863115212
780,0.04744131863115212
781,0.04744131863115212
782,0.04744131863115212
783,0.04744131863115212
784,0.04744131863115212
785,0.04744131863115212
786,0.04744131863120479
787,0.04744131863120479
788,0.04744131863120479
789,0.04744131863120479
790,0.04744131863120479
791,0.04744131863120479
792,0.04744131863120479
793,0.04744131863120479
794,0.04744131863120479
795,0.04744131863120479
796,0.04744131863120479
797,0.04744131863120479
798,0.04744131863120479
799,0.04744131863120479
800,0.04744131863120479
801,0.04744131863120479
802,0.04744131863120479
803,0.04744131863120479
804,0.04744131863120479
805,0.04744131863120479
806,0.04744131863120479
807,0.04744131863120479
808,0.04744131863120479
809,0.04744131863120479
810,0.04744131863120479
811,0.04744131863120479
812,0.04744131863120479
813,0.04744131863120479
814,0.04744131863120479
815,0.04744131863120479
816,0.04744131863120479
817,0.04744131863120479
818,0.04744131863120479
819,0.04744131863120479
820,0.04744131863120479
821,0.04744131863120479
822,0.04744131863120479
823,0.04744131863120479
824,0.04744131863120479
825,0.04744131863120479
826,0.04744131863120479
827,0.04744131863120479
828,0.04744131863120479
829,0.04744131863120479
830,0.04744131863120479
831,0.04744131863120479
832,0.04744131863120479
833,0.04744131863120479
834,0.04744131863120479
835,0.04744131863120479
836,0.04744131863120479
837,0.04744131863120479
838,0.04744131863120479
839,0.04744131863120479
840,0.04744131863120479
841,0.04744131863120479
842,0.04744131863120479
843,0.04744131863120479
844,0.04744131863120479
845,0.04744131863120479
846,0.04744131863120479
847,0.04744131863120479
848,0.04744131863120479
849,0.04744131863120479
850,0.04744131863120479
851,0.04744131863120479
852,0.04744131863120479
853,0.04744131863120479
854,0.04744131863120479
855,0.04744131863120479
856,0.04744131863120479
857,0.04744131863120479
858,0.04744131863120479
859,0.04744131863120479
860,0.04744131863120479
861,0.04744131863120479
862,0.04744131863120479
863,0.04744131863120479
864,0.04744131863120479
865,0.04744131863120479
866,0.04744131863120479
867,0.04744131863120479
868,0.04744131863120479
869,0.04744131863120479
870,0.04744131863120479
871,0.04744131863120479
872,0.04744131863120479
873,0.04744131863120479
874,0.04744131863120479
875,0.04744131863120479
876,0.04744131863120479
877,0.04744131863120479
878,0.04744131863120479
879,0.04744131863120479
880,0.04744131863120479
881,0.04744131863120479
882,0.04744131863120479
883,0.04744131863120479
884,0.04744131863120479
885,0.04744131863120479
886,0.04744131863120479
887,0.04744131863120479
888,0.04744131863120479
889,0.04744131863120479
890,0.04744131863120479
891,0.04744131863120479
892,0.04744131863120479
893,0.04744131863120479
894,0.04744131863120479
895,0.04744131863120479
896,0.04744131863120479
897,0.04744131863120479
898,0.04744131863120479
899,0.04744131863120479
900,0.04723625853030532
901,0.04723625853030532
902,0.04723625853030532
903,0.04723625853030532
904,0.04723625853030532
905,0.04723625853030532
906,0.04723625853030532
907,0.04723625853030532
908,0.04723625853030532
909,0.04723625853030532
910,0.04723625853030532
911,0.04723625853030532
912,0.04723625853030532
913,0.046992543940137646
914,0.046992543940137646
915,0.046992543940137646
916,0.046992543940137646
917,0.046992543940137646
918,0.046992543940137646
919,0.046992543940137646
920,0.046992543940137646
921,0.04744131863120479
922,0.04744131863120479
923,0.04744131863120479
924,0.04744131863120479
925,0.04744131863120479
926,0.04744131863120479
927,0.04744131863120479
928,0.04744131863120479
929,0.04744131863120479
930,0.04744131863120479
931,0.04744131863120479
932,0.04744131863120479
933,0.04744131863120479
934,0.04744131863120479
935,0.04744131863120479
936,0.04744131863120479
937,0.04744131863120479
938,0.04744131863120479
939,0.04744131863120479
940,0.04744131863120479
941,0.04744131863120479
942,0.04744131863120479
943,0.04744131863120479
944,0.04744131863120479
945,0.04744131863120479
946,0.04744131863120479
947,0.04744131863120479
948,0.04744131863120479
949,0.04744131863120479
950,0.04744131863120479
951,0.04744131863120479
952,0.04744131863120479
953,0.04744131863120479
954,0.04744131863120479
955,0.04744131863120479
956,0.04744131863120479
957,0.04744131863120479
958,0.04744131863120479
959,0.04744131863120479
960,0.04744131863120479
961,0.04744131863120479
962,0.04744131863120479
963,0.04744131863120479
964,0.04744131863120479
965,0.04744131863120479
966,0.04744131863120479
967,0.04744131863120479
968,0.04744131863120479
969,0.04744131863120479
970,0.04744131863120479
971,0.04744131863120479
972,0.04744131863120479
973,0.04744131863120479
974,0.04744131863120479
975,0.04744131863120479
976,0.04744131863120479
977,0.04744131863120479
978,0.04744131863120479
979,0.04744131863120479
980,0.04744131863120479
981,0.04744131863120479
982,0.04744131863120479
983,0.04744131863120479
984,0.04744131863120479
985,0.04744131863120479
986,0.04744131863120479
987,0.04744131863120479
988,0.04744131863120479
989,0.04744131863120479
990,0.04744131863120479
991,0.04744131863120479
992,0.04744131863120479
993,0.04744131863120479
994,0.04744131863120479
995,0.04744131863120479
996,0.04744131863120479
997,0.04744131863120479
998,0.04744131863120479
999,0.04744131863120479
1000,0.04744131863120479
1001,0.04744131863120479
1002,0.04744131863120479
1003,0.04744131863120479
1004,0.04744131863120479
1005,0.04744131863120479
1006,0.04744131863120479
1007,0.04744131863120479
1008,0.04744131863120479
1009,0.04744131863120479
1010,0.04744131863120479
1011,0.04744131863120479
1012,0.04744131863120479
1013,0.04744131863120479
1014,0.04744131863120479
1015,0.04744131863120479
1016,0.04744131863120479
1017,0.04744131863120479
1018,0.04744131863120479
1019,0.04744131863120479
1020,0.04744131863120479
1021,0.04744131863120479
1022,0.04744131863120479
1023,0.04744131863120479
1024,0.04744131863120479
1025,0.04744131863120479
1026,0.04744131863120479
1027,0.04744131863120479
1028,0.04744131863120479
1029,0.04744131863120479
1030,0.04744131863120479
1031,0.04744131863120479
1032,0.04744131863120479
1033,0.04744131863120479
1034,0.04744131863120479
1035,0.04744131863120479
1036,0.04744131863120479
1037,0.04744131863120479
1038,0.04744131863120479
1039,0.04744131863120479
1040,0.04744131863120479
1041,0.04744131863120479
1042,0.04738928286719038
1043,0.04738928286719038
1044,0.04738928286719038
1045,0.04744131863120479
1046,0.04744131863120479
1047,0.04744131863120479
1048,0.04744131863120479
1049,0.04744131863120479
1050,0.04744131863120479
1051,0.04744131863120479
1052,0.04744131863120479
1053,0.04744131863120479
1054,0.04744131863120479
1055,0.04744131863120479
1056,0.04744131863120479
1057,0.04744131863120479
1058,0.04744131863120479
1059,0.04744131863120479
1060,0.04744131863120479
1061,0.04744131863120479
1062,0.04744131863120479
1063,0.04744131863120479
1064,0.04744131863120479
1065,0.04744131863120479
1066,0.04744131863120479
1067,0.04744131863120479
1068,0.04744131863120479
1069,0.04744131863120479
1070,0.04744131863120479
1071,0.04744131863120479
1072,0.04744131863120479
1073,0.04744131863120479
1074,0.04744131863120479
1075,0.04744131863120479
1076,0.04744131863120479
1077,0.04744131863120479
1078,0.04744131863120479
1079,0.04744131863120479
1080,0.04744131863120479
1081,0.04744131863120479
1082,0.04744131863120479
1083,0.04744131863120479
1084,0.04744131863120479
1085,0.04744131863120479
1086,0.04744131863120479
1087,0.04744131863120479
1088,0.04744131863120479
1089,0.04744131863120479
1090,0.04744131863120479
1091,0.04744131863120479
1092,0.04744131863120479
1093,0.04744131863120479
1094,0.04744131863120479
1095,0.04744131863120479
1096,0.04744131863120479
1097,0.04744131863120479
1098,0.04744131863120479
1099,0.04744131863120479
1100,0.04744131863120479
1101,0.04744131863120479
1102,0.04744131863120479
1103,0.04744131863120479
1104,0.04744131863120479
1105,0.04744131863120479
1106,0.04744131863120479
1107,0.04744131863120479
1108,0.04744131863120479
1109,0.04744131863120479
1110,0.04744131863120479
1111,0.04744131863120479
1112,0.04744131863120479
1113,0.04744131863120479
1114,0.04744131863120479
1115,0.04744131863120479
1116,0.04744131863120479
1117,0.04744131863120479
1118,0.04744131863120479
1119,0.04744131863120479
1120,0.04744131863120479
1121,0.04744131863120479
1122,0.04744131863120479
1123,0.04744131863120479
1124,0.04744131863120479
1125,0.04744131863120479
1126,0.04744131863120479
1127,0.04744131863120479
1128,0.04744131863120479
1129,0.046992543940137646
1130,0.046992543940137646
1131,0.046992543940137646
1132,0.046992543940137646
1133,0.046992543940137646
1134,0.046992543940137646
1135,0.046992543940137646
1136,0.046992543940137646
1137,0.046992543940137646
1138,0.046992543940137646
1139,0.046992543940137646
1140,0.046992543940137646
1141,0.046992543940137646
1142,0.046992543940137646
1143,0.046992543940137646
1144,0.046992543940137646
1145,0.046992543940137646
1146,0.046992543940137646
1147,0.046992543940137646
1148,0.046992543940137646
1149,0.046992543940137646
1150,0.046992543940137646
1151,0.046992543940137646
1152,0.0478765027546367
1153,0.0478765027546367
1154,0.0478765027546367
1155,0.0478765027546367
1156,0.0478765027546367
1157,0.0478765027546367
1158,0.0478765027546367
1159,0.0478765027546367
1160,0.0478765027546367
1161,0.0478765027546367
1162,0.0478765027546367
1163,0.0478765027546367
1164,0.0478765027546367
1165,0.0478765027546367
1166,0.0478765027546367
1167,0.0478765027546367
1168,0.0478765027546367
1169,0.049730591248801886
1170,0.049730591248801886
1171,0.049730591248801886
1172,0.049730591248801886
1173,0.049730591248801886
1174,0.049730591248801886
1175,0.049730591248801886
1176,0.049730591248801886
1177,0.049730591248801886
1178,0.049730591248801886
1179,0.049730591248801886
1180,0.049730591248801886
1181,0.049730591248801886
1182,0.049730591248801886
1183,0.049730591248801886
1184,0.049730591248801886
1185,0.049730591248801886
1186,0.049730591248801886
1187,0.049730591248801886
1188,0.049730591248801886
1189,0.049730591248801886
1190,0.049730591248801886
1191,0.049730591248801886
1192,0.049730591248801886
1193,0.049730591248801886
1194,0.049730591248801886
1195,0.049730591248801886
1196,0.049730591248801886
1197,0.049730591248801886
1198,0.049730591248801886
1199,0.049730591248801886
1200,0.049730591248801886
1201,0.049730591248801886
1202,0.049730591248801886
1203,0.049730591248801886
1204,0.049730591248801886
1205,0.049730591248801886
1206,0.049730591248801886
1207,0.049730591248801886
1208,0.049730591248801886
1209,0.049730591248801886
1210,0.049730591248801886
1211,0.049730591248801886
1212,0.049730591248801886
1213,0.049730591248801886
1214,0.049730591248801886
1215,0.049730591248801886
1216,0.049730591248801886
1217,0.049730591248801886
1218,0.049730591248801886
1219,0.049730591248801886
1220,0.049730591248801886
1221,0.049730591248801886
1222,0.049730591248801886
1223,0.049730591248801886
1224,0.049730591248801886
1225,0.049730591248801886
1226,0.049730591248801886
1227,0.049730591248801886
1228,0.049730591248801886
1229,0.049730591248801886
1230,0.049730591248801886
1231,0.049730591248801886
1232,0.049730591248801886
1233,0.049730591248801886
1234,0.049730591248801886
1235,0.049730591248801886
1236,0.049730591248801886
1237,0.049730591248801886
1238,0.049730591248801886
1239,0.049730591248801886
1240,0.049730591248801886
1241,0.049730591248801886
1242,0.049730591248801886
1243,0.049730591248801886
1244,0.049730591248801886
1245,0.049730591248801886
1246,0.049730591248801886
1247,0.049730591248801886
1248,0.049730591248801886
