,so2
80,-0.00016137768398043686
81,-0.00016137768398043686
82,-0.00016137768398043686
83,-0.00016137768398043686
84,-0.00016137768398043686
85,-0.00016137768398043686
86,-0.00016137768398043686
87,-0.00016137768398043686
88,-0.00016137768398043686
89,-0.00016137768398043686
90,-0.00016137768398043686
91,-0.00016137768398043686
92,-0.00016137768398043686
93,-0.00016137768398043686
94,-0.00016137768398043686
95,-0.00016137768398043686
96,-0.00016137768398043686
97,-0.00016137768398043686
98,-0.00016137768398043686
99,-0.00016137768398043686
100,-0.00016137768398043686
101,-0.00016137768398043686
102,-0.00016137768398043686
103,-0.00016137768398043686
104,-0.00016137768398043686
105,-0.00016137768398043686
106,-0.00016137768398043686
107,-0.00016137768398043686
108,-0.00016137768398043686
109,-0.00016137768398043686
110,-0.00016137768398043686
111,-0.00016137768398043686
112,-0.00016137768398043686
113,-0.00016137768398043686
114,-0.00016137768398043686
115,-0.00016137768398043686
116,-0.00016137768398043686
117,-0.00016137768398043686
118,-0.00016137768398043686
119,-0.00016137768398043686
120,-0.00016137768398043686
121,-0.00016137768398043686
122,-0.00016137768398043686
123,-0.00016137768398043686
124,-0.00016137768398043686
125,-0.00016137768398043686
126,-0.00016137768398043686
127,-0.00016137768398043686
128,-0.00016137768398043686
129,-0.00016137768398043686
130,-0.00016137768398043686
131,-0.00016137768398043686
132,-0.00016137768398043686
133,-0.00016137768398043686
134,-0.00016137768398043686
135,-0.00016137768398043686
136,-0.00016137768398043686
137,-0.00016137768398043686
138,-0.00016137768398043686
139,-0.00016137768398043686
140,-0.00016137768398043686
141,-0.00016137768398043686
142,-0.00016137768398043686
143,-0.00016137768398043686
144,-0.00016137768398043686
145,-0.00016137768398043686
146,-0.00016137768398043686
147,-0.00016137768398043686
148,-0.00016137768398043686
149,-0.00016137768398043686
150,-0.00016137768398043686
151,-0.00016137768398043686
152,-0.00016137768398043686
153,-0.00016137768398043686
154,-0.00016137768398043686
155,-0.00016137768398043686
156,-0.00016137768398043686
157,-0.00016137768398043686
158,-0.00016137768398043686
159,-0.00016137768398043686
160,-0.00016137768398043686
161,-0.00016137768398043686
162,-0.00016137768398043686
163,-0.00016137768398043686
164,-0.00016137768398043686
165,-0.00016137768398043686
166,-0.00016137768398043686
167,-0.00016137768398043686
168,-0.00016137768398043686
169,-0.00016137768398043686
170,-0.00016137768398043686
171,-0.00016137768398043686
172,-0.00016137768398043686
173,-0.00016137768398043686
174,-0.00016137768398043686
175,-0.00016137768398043686
176,-0.00016137768398043686
177,-0.00016137768398043686
178,-0.00016137768398043686
179,-0.00016137768398043686
180,-0.00016137768398043686
181,-0.00016137768398043686
182,-0.00016137768398043686
183,-0.00016137768398043686
184,-0.00016137768398043686
185,-0.00016137768398043686
186,-0.00016137768398043686
187,-0.00016137768398043686
188,-0.00016137768398043686
189,-0.00016137768398043686
190,-0.00016137768398043686
191,-0.00016137768398043686
192,-0.00016137768398043686
193,-0.00016137768398043686
194,-0.00016137768398043686
195,-0.00016137768398043686
196,-0.00016137768398043686
197,-0.00016137768398043686
198,-0.00016137768398043686
199,-0.00016137768398043686
200,-0.00016137768398043686
201,-0.00016137768398043686
202,-0.00016137768398043686
203,-0.00016137768398043686
204,-0.00016137768398043686
205,-0.00016137768398043686
206,-0.00016137768398043686
207,-0.00016137768398043686
208,-0.00016137768398043686
209,-0.00016137768398043686
210,-0.00016137768398043686
211,-0.00016137768398043686
212,-0.00016137768398043686
213,-0.00016137768398043686
214,-0.00016137768398043686
215,-0.00016137768398043686
216,-0.00016137768398043686
217,-0.00016137768398043686
218,-0.00016137768398043686
219,-0.00016137768398043686
220,-0.00016137768398043686
221,-0.00016137768398043686
222,-0.00016137768398043686
223,-0.00016137768398043686
224,-0.00016137768398043686
225,-0.00016137768398043686
226,-0.00016137768398043686
227,-0.00016137768398043686
228,-0.00016137768398043686
229,-0.00016137768398043686
230,-0.00016137768398043686
231,-0.00016137768398043686
232,-0.00016137768398043686
233,-0.00016137768398043686
234,-0.00016137768398043686
235,-0.00016137768398043686
236,-0.00016137768398043686
237,-0.00016137768398043686
238,-0.00016137768398043686
239,-0.00016137768398043686
240,-0.00016137768398043686
241,-0.00016137768398043686
242,-0.00016137768398043686
243,-0.00016137768398043686
244,-0.00016137768398043686
245,-0.00016137768398043686
246,-0.00016137768398043686
247,-0.00016137768398043686
248,-0.00016137768398043686
249,-0.00016137768398043686
250,-0.00016137768398043686
251,-0.00016137768398043686
252,-0.00016137768398043686
253,-0.00016137768398043686
254,-0.00016137768398043686
255,-0.00016137768398043686
256,-0.00016137768398043686
257,-0.00016137768398043686
258,-0.00016137768398043686
259,-0.00016137768398043686
260,-0.00016137768398043686
261,-0.00016137768398043686
262,-0.00016137768398043686
263,-0.00016137768398043686
264,-0.00016137768398043686
265,-0.00016137768398043686
266,-0.00016137768398043686
267,-0.00016137768398043686
268,-0.00016137768398043686
269,-0.00016137768398043686
270,-0.00016137768398043686
271,-0.00016137768398043686
272,-0.00016137768398043686
273,-0.00016137768398043686
274,-0.00016137768398043686
275,-0.00016137768398043686
276,-0.00016137768398043686
277,-0.00016137768398043686
278,-0.00016137768398043686
279,-0.00016137768398043686
280,-0.00016137768398043686
281,-0.00016137768398043686
282,-0.00016137768398043686
283,-0.00016137768398038672
284,-0.00016137768398038672
285,-0.00016137768398038672
286,-0.00016137768398038672
287,-0.00016137768398038672
288,-0.00016137768398038672
289,-0.00016137768398038672
290,-0.00016137768398038672
291,-0.00016137768398038672
292,-0.00016137768398038672
293,-0.00016137768398038672
294,-0.00016137768398038672
295,-0.00016137768398038672
296,-0.00016137768398038672
297,-0.00016137768398038672
298,-0.00016137768398038672
299,-0.00016137768398038672
300,-0.00016137768398038672
301,-0.00016137768398038672
302,-0.00016137768398038672
303,-0.00016137768398038672
304,-0.00016137768398038672
305,-0.00016137768398038672
306,-0.00016137768398038672
307,-0.00016137768398038672
308,-0.00016137768398038672
309,-0.00016137768398038672
310,-0.00016137768398038672
311,-0.00016137768398038672
312,-0.00016137768398038672
313,-0.00016137768398038672
314,-0.00016137768398038672
315,-0.00016137768398038672
316,-0.00016137768398038672
317,-0.00016137768398038672
318,-0.00016137768398038672
319,-0.00016137768398038672
320,-0.00016137768398038672
321,-0.00016137768398038672
322,-0.00016137768398038672
323,-0.00016137768398038672
324,-0.00016137768398038672
325,-0.00016137768398038672
326,-0.00016137768398038672
327,-0.00016137768398038672
328,-0.00016137768398038672
329,-0.00016137768398038672
330,-0.00016137768398038672
331,-0.00016137768398038672
332,-0.00016137768398038672
333,-0.00016137768398038672
334,-0.00016137768398038672
335,-0.00016137768398038672
336,-0.00016137768398038672
337,-0.00016137768398038672
338,-0.00016137768398038672
339,-0.00016137768398038672
340,-0.00016137768398038672
341,-0.00016137768398038672
342,-0.00016137768398038672
343,-0.00016137768398038672
344,-0.00016137768398038672
345,-0.00016137768398038672
346,-0.00016137768398038672
347,-0.00016137768398038672
348,-0.00016137768398038672
349,-0.00016137768398038672
350,-0.00016137768398038672
351,-0.00016137768398038672
352,-0.00016137768398038672
353,-0.00016137768398038672
354,-0.00016137768398038672
355,-0.00016137768398038672
356,-0.00016137768398038672
357,-0.00016137768398038672
358,-0.00016137768398038672
359,-0.00016137768398038672
360,-0.00016137768398038672
361,-0.00016137768398038672
362,-0.00016137768398038672
363,-0.00016137768398038672
364,-0.00016137768398038672
365,-0.00016137768398038672
366,-0.00016137768398038672
367,-0.00016137768398038672
368,-0.00016137768398038672
369,-0.00016137768398038672
370,-0.00016137768398038672
371,-0.00016137768398038672
372,-0.00016137768398038672
373,-0.00016137768398038672
374,-0.00016137768398038672
375,-0.00016137768398038672
376,-0.00016137768398038672
377,-0.00016137768398038672
378,-0.00016137768398038672
379,-0.00016137768398038672
380,-0.00016137768398038672
381,-0.00016137768398038672
382,-0.00016137768398038672
383,-0.00016137768398038672
384,-0.00016137768398038672
385,-0.00016137768398038672
386,-0.00016137768398038672
387,-0.00016137768398038672
388,-0.00016137768398038672
389,-0.00016137768398038672
390,-0.00016137768398038672
391,-0.00016137768398038672
392,-0.00016137768398038672
393,-0.00016137768398038672
394,-0.00016137768398038672
395,-0.00016137768398038672
396,-0.00016137768398038672
397,-0.00016137768398038672
398,-0.00016137768398038672
399,-0.00016137768398038672
400,-0.00016137768398038672
401,-0.00016137768398038672
402,-0.00016137768398038672
403,-0.00016137768398038672
404,-0.00016137768398038672
405,-0.00016137768398038672
406,-0.00016137768398038672
407,-0.00016137768398038672
408,-0.00016137768398038672
409,-0.00016137768398038672
410,-0.00016137768398038672
411,-0.00016137768398038672
412,-0.00016137768398038672
413,-0.00016137768398038672
414,-0.00016137768398038672
415,-0.00016137768398038672
416,-0.00016137768398038672
417,-0.00016137768398038672
418,-0.00016137768398038672
419,-0.00016137768398038672
420,-0.00016137768398038672
421,-0.00016137768398038672
422,-0.00016137768398038672
423,-0.00016137768398038672
424,-0.00016137768398038672
425,-0.00016137768398038672
426,-0.00016137768398038672
427,-0.00016137768398038672
428,-0.00016137768398038672
429,-0.00016137768398038672
430,-0.00016137768398038672
431,-0.00016137768398038672
432,-0.00016137768398038672
433,-0.00016137768398038672
434,-0.00016137768398038672
435,-0.00016137768398038672
436,-0.00016137768398038672
437,-0.00016137768398038672
438,-0.00016137768398038672
439,-0.00016137768398038672
440,-0.00016137768398038672
441,-0.00016137768398038672
442,-0.00016137768398038672
443,-0.00016137768398038672
444,-0.00016137768398038672
445,-0.00016137768398038672
446,-0.00016137768398038672
447,-0.00016137768398038672
448,-0.00016137768398038672
449,-0.00016137768398038672
450,-0.00016137768398038672
451,-0.00016137768398038672
452,-0.00016137768398038672
453,-0.00016137768398038672
454,-0.00016137768398038672
455,-0.00016137768398038672
456,-0.00016137768398038672
457,-0.00016137768398038672
458,-0.00016137768398038672
459,-0.00016137768398038672
460,-0.00016137768398038672
461,-0.00016137768398038672
462,-0.00016137768398038672
463,-0.00016137768398038672
464,-0.00016137768398038672
465,-0.00016137768398038672
466,-0.00016137768398038672
467,-0.00016137768398038672
468,-0.00016137768398038672
469,-0.00016137768398038672
470,-0.00016137768398038672
471,-0.00016137768398038672
472,-0.00016137768398038672
473,-0.00016137768398038672
474,-0.00016137768398038672
475,-0.00016137768398038672
476,-0.00016137768398038672
477,-0.00016137768398038672
478,-0.00016137768398038672
479,-0.00016137768398038672
480,-0.00016137768398038672
481,-0.00016137768398038672
482,-0.00016137768398038672
483,-0.00016137768398038672
484,-0.00016137768398038672
485,-0.00016137768398038672
486,-0.00016137768398038672
487,-0.00016137768398038672
488,-0.00016137768398038672
489,-0.00016137768398038672
490,-0.00016137768398038672
491,-0.00016137768398038672
492,-0.00016137768398038672
493,-0.00016137768398038672
494,-0.00016137768398038672
495,-0.00016137768398038672
496,-0.00016137768398038672
497,-0.00016137768398038672
498,-0.00016137768398038672
499,-0.00016137768398038672
500,-0.00016137768398038672
501,-0.00016137768398038672
502,-0.00016137768398038672
503,-0.00016137768398038672
504,-0.00016137768398038672
505,-0.00016137768398038672
506,-0.00016137768398038672
507,-0.00016137768398038672
508,-0.00016137768398038672
509,-0.00016137768398038672
510,-0.00016137768398038672
511,-0.00016137768398038672
512,-0.00016137768398038672
513,-0.00016137768398038672
514,-0.00016137768398038672
515,-0.00016137768398038672
516,-0.00016137768398038672
517,-0.00016137768398038672
518,-0.00016137768398038672
519,-0.00016137768398032218
520,-0.00016137768398032218
521,-0.00016137768398032218
522,-0.00016137768398032218
523,-0.00016137768398032218
524,-0.00016137768398032218
525,-0.00016137768398032218
526,-0.00016137768398032218
527,-0.00016137768398032218
528,-0.00016137768398032218
529,-0.00016137768398032218
530,-0.00016137768398032218
531,-0.00016137768398032218
532,-0.00016137768398032218
533,-0.00016137768398032218
534,-0.00016137768398032218
535,-0.00016137768398032218
536,-0.00016137768398032218
537,-0.00016137768398032218
538,-0.00016137768398032218
539,-0.00016137768398032218
540,-0.00016137768398032218
541,-0.00016137768398032218
542,-0.00016137768398032218
543,-0.00016137768398032218
544,-0.00016137768398032218
545,-0.00016137768398032218
546,-0.00016137768398032218
547,-0.00016137768398032218
548,-0.00016137768398032218
549,-0.00016137768398032218
550,-0.00016137768398032218
551,-0.00016137768398032218
552,-0.00016137768398032218
553,-0.00016137768398032218
554,-0.00016137768398032218
555,-0.00016137768398032218
556,-0.00016137768398032218
557,-0.00016137768398032218
558,-0.00016137768398032218
559,-0.00016137768398032218
560,-0.00016137768398032218
561,-0.00016137768398032218
562,-0.00016137768398032218
563,-0.00016137768398032218
564,-0.00016137768398032218
565,-0.00016137768398032218
566,-0.00016137768398032218
567,-0.00016137768398032218
568,-0.00016137768398032218
569,-0.00016137768398032218
570,-0.00016137768398032218
571,-0.00016137768398032218
572,-0.00016137768398032218
573,-0.00016137768398032218
574,-0.00016137768398032218
575,-0.00016137768398032218
576,-0.00016137768398032218
577,-0.00016137768398032218
578,-0.00016137768398032218
579,-0.00016137768398032218
580,-0.00016137768398032218
581,-0.00016137768398032218
582,-0.00016137768398032218
583,-0.00016137768398032218
584,-0.00016137768398032218
585,-0.00016137768398032218
586,-0.00016137768398032218
587,-0.00016137768398032218
588,-0.00016137768398032218
589,-0.00016137768398032218
590,-0.00016137768398032218
591,-0.00016137768398032218
592,-0.00016137768398032218
593,-0.00016137768398032218
594,-0.00016137768398032218
595,-0.00016137768398032218
596,-0.00016137768398032218
597,-0.00016137768398032218
598,-0.00016137768398032218
599,-0.00016137768398032218
600,-0.00016137768398032218
601,-0.00016137768398032218
602,-0.00016137768398032218
603,-0.00016137768398032218
604,-0.00016137768398032218
605,-0.00016137768398032218
606,-0.00016137768398032218
607,-0.00016137768398032218
608,-0.00016137768398032218
609,-0.00016137768398032218
610,-0.00016137768398032218
611,-0.00016137768398032218
612,-0.00016137768398032218
613,-0.00016137768398032218
614,-0.00016137768398032218
615,-0.00016137768398032218
616,-0.00016137768398032218
617,-0.00016137768398032218
618,-0.00016137768398032218
619,-0.00016137768398032218
620,-0.00016137768398032218
621,-0.00016137768398032218
622,-0.00016137768398032218
623,-0.00016137768398032218
624,-0.00016137768398032218
625,-0.00016137768398032218
626,-0.00016137768398032218
627,-0.00016137768398032218
628,-0.00016137768398032218
629,-0.00016137768398032218
630,-0.00016137768398032218
631,-0.00016137768398032218
632,-0.00016137768398032218
633,-0.00016137768398032218
634,-0.00016137768398032218
635,-0.00016137768398032218
636,-0.00016137768398032218
637,-0.00016137768398032218
638,-0.00016137768398032218
639,-0.00016137768398032218
640,-0.00016137768398032218
641,-0.00016137768398032218
642,-0.00016137768398032218
643,-0.00016137768398032218
644,-0.00016137768398032218
645,-0.00016137768398032218
646,-0.00016137768398032218
647,-0.00016137768398032218
648,-0.00016137768398032218
649,-0.00016137768398032218
650,-0.00016137768398032218
651,-0.00016137768398032218
652,-0.00016137768398032218
653,-0.00016137768398032218
654,-0.00016137768398032218
655,-0.00016137768398032218
656,-0.00016137768398032218
657,-0.00016137768398032218
658,-0.00016137768398032218
659,-0.00016137768398032218
660,-0.00016137768398032218
661,-0.00016137768398032218
662,-0.00016137768398032218
663,-0.00016137768398032218
664,-0.00016137768398032218
665,-0.00016137768398032218
666,-0.00016137768398032218
667,-0.00016137768398032218
668,-0.00016137768398032218
669,-0.00016137768398032218
670,-0.00016137768398032218
671,-0.00016137768398032218
672,-0.00016137768398032218
673,-0.00016137768398032218
674,-0.00016137768398032218
675,-0.00016137768398032218
676,-0.00016137768398032218
677,-0.00016137768398032218
678,-0.00016137768398032218
679,-0.00016137768398032218
680,-0.00016137768398032218
681,-0.00016137768398032218
682,-0.00016137768398032218
683,-0.00016137768398032218
684,-0.00016137768398032218
685,-0.00016137768398032218
686,-0.00016137768398032218
687,-0.00016137768398032218
688,-0.00016137768398032218
689,-0.00016137768398032218
690,-0.00016137768398032218
691,-0.00016137768398032218
692,-0.00016137768398032218
693,-0.00016137768398032218
694,-0.00016137768398032218
695,-0.00016137768398032218
696,-0.00016137768398032218
697,-0.00016137768398032218
698,-0.00016137768398032218
699,-0.00016137768398032218
700,-0.00016137768398032218
701,-0.00016137768398032218
702,-0.00016137768398032218
703,-0.00016137768398032218
704,-0.00016137768398032218
705,-0.00016137768398032218
706,-0.00016137768398032218
707,-0.00016137768398032218
708,-0.00016137768398032218
709,-0.00016137768398032218
710,-0.00016137768398032218
711,-0.00016137768398032218
712,-0.00016137768398032218
713,-0.00016137768398032218
714,-0.00016137768398032218
715,-0.00016137768398032218
716,-0.00016137768398032218
717,-0.00016137768398032218
718,-0.00016137768398032218
719,-0.00016137768398032218
720,-0.00016137768398032218
721,-0.00016137768398032218
722,-0.00016137768398032218
723,-0.00016137768398032218
724,-0.00016137768398032218
725,-0.00016137768398032218
726,-0.00016137768398032218
727,-0.00016137768398032218
728,-0.00016137768398032218
729,-0.00016137768398032218
730,-0.00016137768398032218
731,-0.00016137768398032218
732,-0.00016137768398032218
733,-0.00016137768398032218
734,-0.00016137768398032218
735,-0.00016137768398032218
736,-0.00016137768398032218
737,-0.00016137768398032218
738,-0.00016137768398032218
739,-0.00016137768398032218
740,-0.00016137768398032218
741,-0.00016137768398032218
742,-0.00016137768398032218
743,-0.00016137768398032218
744,-0.00016137768398032218
745,-0.00016137768398032218
746,-0.00016137768398032218
747,-0.00016137768398032218
748,-0.00016137768398032218
749,-0.00016137768398032218
750,-0.00016137768398032218
751,-0.00016137768398032218
752,-0.00016137768398032218
753,-0.00016137768398032218
754,-0.00016137768398032218
755,-0.00016137768398032218
756,-0.00016137768398032218
757,-0.00016137768398032218
758,-0.00016137768398032218
759,-0.00016137768398032218
760,-0.00016137768398032218
761,-0.00016137768398032218
762,-0.00016137768398032218
763,-0.00016137768398032218
764,-0.00016137768398032218
765,-0.00016137768398032218
766,-0.00016137768398032218
767,-0.00016137768398032218
768,-0.00016137768398032218
769,-0.00016137768398032218
770,-0.00016137768398032218
771,-0.00016137768398032218
772,-0.00016137768398032218
773,-0.00016137768398032218
774,-0.00016137768398032218
775,-0.00016137768398032218
776,-0.00016137768398032218
777,-0.00016137768398032218
778,-0.00016137768398032218
779,-0.00016137768398032218
780,-0.00016137768398032218
781,-0.00016137768398032218
782,-0.00016137768398032218
783,-0.00016137768398032218
784,-0.00016137768398032218
785,-0.00016137768398032218
786,-0.00016137768398050137
787,-0.00016137768398050137
788,-0.00016137768398050137
789,-0.00016137768398050137
790,-0.00016137768398050137
791,-0.00016137768398050137
792,-0.00016137768398050137
793,-0.00016137768398050137
794,-0.00016137768398050137
795,-0.00016137768398050137
796,-0.00016137768398050137
797,-0.00016137768398050137
798,-0.00016137768398050137
799,-0.00016137768398050137
800,-0.00016137768398050137
801,-0.00016137768398050137
802,-0.00016137768398050137
803,-0.00016137768398050137
804,-0.00016137768398050137
805,-0.00016137768398050137
806,-0.00016137768398050137
807,-0.00016137768398050137
808,-0.00016137768398050137
809,-0.00016137768398050137
810,-0.00016137768398050137
811,-0.00016137768398050137
812,-0.00016137768398050137
813,-0.00016137768398050137
814,-0.00016137768398050137
815,-0.00016137768398050137
816,-0.00016137768398050137
817,-0.00016137768398050137
818,-0.00016137768398050137
819,-0.00016137768398050137
820,-0.00016137768398050137
821,-0.00016137768398050137
822,-0.00016137768398050137
823,-0.00016137768398050137
824,-0.00016137768398050137
825,-0.00016137768398050137
826,-0.00016137768398050137
827,-0.00016137768398050137
828,-0.00016137768398050137
829,-0.00016137768398050137
830,-0.00016137768398050137
831,-0.00016137768398050137
832,-0.00016137768398050137
833,-0.00016137768398050137
834,-0.00016137768398050137
835,-0.00016137768398050137
836,-0.00016137768398050137
837,-0.00016137768398050137
838,-0.00016137768398050137
839,-0.00016137768398050137
840,-0.00016137768398050137
841,-0.00016137768398050137
842,-0.00016137768398050137
843,-0.00016137768398050137
844,-0.00016137768398050137
845,-0.00016137768398050137
846,-0.00016137768398050137
847,-0.00016137768398050137
848,-0.00016137768398050137
849,-0.00016137768398050137
850,-0.00016137768398050137
851,-0.00016137768398050137
852,-0.00016137768398050137
853,-0.00016137768398050137
854,-0.00016137768398050137
855,-0.00016137768398050137
856,-0.00016137768398050137
857,-0.00016137768398050137
858,-0.00016137768398050137
859,-0.00016137768398050137
860,-0.00016137768398050137
861,-0.00016137768398050137
862,-0.00016137768398050137
863,-0.00016137768398050137
864,-0.00016137768398050137
865,-0.00016137768398050137
866,-0.00016137768398050137
867,-0.00016137768398050137
868,-0.00016137768398050137
869,-0.00016137768398050137
870,-0.00016137768398050137
871,-0.00016137768398050137
872,-0.00016137768398050137
873,-0.00016137768398050137
874,-0.00016137768398050137
875,-0.00016137768398050137
876,-0.00016137768398050137
877,-0.00016137768398050137
878,-0.00016137768398050137
879,-0.00016137768398050137
880,-0.00016137768398050137
881,-0.00016137768398050137
882,-0.00016137768398050137
883,-0.00016137768398050137
884,-0.00016137768398050137
885,-0.00016137768398050137
886,-0.00016137768398050137
887,-0.00016137768398050137
888,-0.00016137768398050137
889,-0.00016137768398050137
890,-0.00016137768398050137
891,-0.00016137768398050137
892,-0.00016137768398050137
893,-0.00016137768398050137
894,-0.00016137768398050137
895,-0.00016137768398050137
896,-0.00016137768398050137
897,-0.00016137768398050137
898,-0.00016137768398050137
899,-0.00016137768398050137
900,-0.00016137768398038672
901,-0.00016137768398038672
902,-0.00016137768398038672
903,-0.00016137768398038672
904,-0.00016137768398038672
905,-0.00016137768398038672
906,-0.00016137768398038672
907,-0.00016137768398038672
908,-0.00016137768398038672
909,-0.00016137768398038672
910,-0.00016137768398038672
911,-0.00016137768398038672
912,-0.00016137768398038672
913,-0.00016137768398038672
914,-0.00016137768398038672
915,-0.00016137768398038672
916,-0.00016137768398038672
917,-0.00016137768398038672
918,-0.00016137768398038672
919,-0.00016137768398038672
920,-0.00016137768398038672
921,-0.00016137768398050137
922,-0.00016137768398050137
923,-0.00016137768398050137
924,-0.00016137768398050137
925,-0.00016137768398050137
926,-0.00016137768398050137
927,-0.00016137768398050137
928,-0.00016137768398050137
929,-0.00016137768398050137
930,-0.00016137768398050137
931,-0.00016137768398050137
932,-0.00016137768398050137
933,-0.00016137768398050137
934,-0.00016137768398050137
935,-0.00016137768398050137
936,-0.00016137768398050137
937,-0.00016137768398050137
938,-0.00016137768398050137
939,-0.00016137768398050137
940,-0.00016137768398050137
941,-0.00016137768398050137
942,-0.00016137768398050137
943,-0.00016137768398050137
944,-0.00016137768398050137
945,-0.00016137768398050137
946,-0.00016137768398050137
947,-0.00016137768398050137
948,-0.00016137768398050137
949,-0.00016137768398050137
950,-0.00016137768398050137
951,-0.00016137768398050137
952,-0.00016137768398050137
953,-0.00016137768398050137
954,-0.00016137768398050137
955,-0.00016137768398050137
956,-0.00016137768398050137
957,-0.00016137768398050137
958,-0.00016137768398050137
959,-0.00016137768398050137
960,-0.00016137768398050137
961,-0.00016137768398050137
962,-0.00016137768398050137
963,-0.00016137768398050137
964,-0.00016137768398050137
965,-0.00016137768398050137
966,-0.00016137768398050137
967,-0.00016137768398050137
968,-0.00016137768398050137
969,-0.00016137768398050137
970,-0.00016137768398050137
971,-0.00016137768398050137
972,-0.00016137768398050137
973,-0.00016137768398050137
974,-0.00016137768398050137
975,-0.00016137768398050137
976,-0.00016137768398050137
977,-0.00016137768398050137
978,-0.00016137768398050137
979,-0.00016137768398050137
980,-0.00016137768398050137
981,-0.00016137768398050137
982,-0.00016137768398050137
983,-0.00016137768398050137
984,-0.00016137768398050137
985,-0.00016137768398050137
986,-0.00016137768398050137
987,-0.00016137768398050137
988,-0.00016137768398050137
989,-0.00016137768398050137
990,-0.00016137768398050137
991,-0.00016137768398050137
992,-0.00016137768398050137
993,-0.00016137768398050137
994,-0.00016137768398050137
995,-0.00016137768398050137
996,-0.00016137768398050137
997,-0.00016137768398050137
998,-0.00016137768398050137
999,-0.00016137768398050137
1000,-0.00016137768398050137
1001,-0.00016137768398050137
1002,-0.00016137768398050137
1003,-0.00016137768398050137
1004,-0.00016137768398050137
1005,-0.00016137768398050137
1006,-0.00016137768398050137
1007,-0.00016137768398050137
1008,-0.00016137768398050137
1009,-0.00016137768398050137
1010,-0.00016137768398050137
1011,-0.00016137768398050137
1012,-0.00016137768398050137
1013,-0.00016137768398050137
1014,-0.00016137768398050137
1015,-0.00016137768398050137
1016,-0.00016137768398050137
1017,-0.00016137768398050137
1018,-0.00016137768398050137
1019,-0.00016137768398050137
1020,-0.00016137768398050137
1021,-0.00016137768398050137
1022,-0.00016137768398050137
1023,-0.00016137768398050137
1024,-0.00016137768398050137
1025,-0.00016137768398050137
1026,-0.00016137768398050137
1027,-0.00016137768398050137
1028,-0.00016137768398050137
1029,-0.00016137768398050137
1030,-0.00016137768398050137
1031,-0.00016137768398050137
1032,-0.00016137768398050137
1033,-0.00016137768398050137
1034,-0.00016137768398050137
1035,-0.00016137768398050137
1036,-0.00016137768398050137
1037,-0.00016137768398050137
1038,-0.00016137768398050137
1039,-0.00016137768398050137
1040,-0.00016137768398050137
1041,-0.00016137768398050137
1042,-0.00016137768398037238
1043,-0.00016137768398037238
1044,-0.00016137768398037238
1045,-0.00016137768398050137
1046,-0.00016137768398050137
1047,-0.00016137768398050137
1048,-0.00016137768398050137
1049,-0.00016137768398050137
1050,-0.00016137768398050137
1051,-0.00016137768398050137
1052,-0.00016137768398050137
1053,-0.00016137768398050137
1054,-0.00016137768398050137
1055,-0.00016137768398050137
1056,-0.00016137768398050137
1057,-0.00016137768398050137
1058,-0.00016137768398050137
1059,-0.00016137768398050137
1060,-0.00016137768398050137
1061,-0.00016137768398050137
1062,-0.00016137768398050137
1063,-0.00016137768398050137
1064,-0.00016137768398050137
1065,-0.00016137768398050137
1066,-0.00016137768398050137
1067,-0.00016137768398050137
1068,-0.00016137768398050137
1069,-0.00016137768398050137
