,gndvi,blue,ndbi,swir22,ndsi,green,arvi,coastal,building_year,si,swir16,ndwi,ndvi,building_sd,nbr,albedo,ui,red,awei_sh,building_height,var,ibi,evi,awei_nsh,street_lane,nir08,savi,msavi,street_width,hcho,lwir11,o3,population_res1000,so2,aod_55,co,residence_1000_1,street_orientation_0,street_orientation_1,street_orientation_2,street_orientation_3,park_200_1,commercial_1000_1,manufacture_100_1,zonedist_level1_30_1,zonedist_level1_30_2,zonedist_level1_30_3,street_traffic_1,street_traffic_2,street_traffic_3,street_traffic_4,park_1000_1,residence_200_1,park_100_1,park_500_1,manufacture_1000_1,commercial_500_1,manufacture_200_1,manufacture_500_1,commercial_200_1,commercial_100_1,residence_100_1,residence_500_1,overlay_level1_0,overlay_level1_1,y_test,y_pred
5967,0.236719248360371,0.3818170274903181,0.6075671411575783,0.25550842686085345,0.6828934771983257,0.31908017402113087,0.09499607376672098,0.3979829857299671,0.9504950495049505,0.1854356457428529,0.31837627150869857,0.7632807515897927,0.15272023884223124,0.0047809526845049325,0.25577054800000687,0.3583617192538993,0.22886340362113727,0.34412977728897454,0.45086817206537033,0.06599325454545454,0.0010147349892473119,0.7495998313788733,0.10911406499822462,0.7626292178661984,0.5,0.35924948358962594,0.1101076130440436,0.08254836307610935,0.4386792452830188,0.4304896028007784,0.5339856718504266,0.11247083775309363,0.9430881569199637,0.8584707760066701,0.9938271604938271,5.799805080641818e-12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.994948226,0.99525285
9809,0.18869674792160046,0.470446320868516,0.6824967050708843,0.3513006268533464,0.660360489233373,0.4188315724052206,0.13896212306393765,0.4560236004390779,0.967079207920792,0.19168718228690718,0.4424850270938302,0.8113032520325327,0.1618875236700124,0.018629778960620885,0.19516450766679377,0.4567420909640015,0.3033141657887369,0.39505086609843293,0.38718961785305817,0.103993006993007,0.0019828000000000003,0.7262601533691571,0.1368619710807118,0.663098861940421,0.5,0.4308583887996329,0.12458811392843419,0.09547730953990032,0.35377358490566035,0.20815655355630866,0.4167394723047364,0.26069040327561765,0.5367377018199408,0.5012204988116105,0.4012345679012346,0.4713332798671157,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.002401022,1.0092337
4379,0.679267160621074,0.20925655513935598,0.3801344010439157,0.13306557561653093,0.31986305321661,0.14083281541329998,0.5946591271688159,0.23360318331503843,0.0,0.4054703546694127,0.29503755109801316,0.32073283933404806,0.6451327294727102,0.0,0.6371110053379296,0.31624888544271046,0.6007957616229627,0.1296123178443774,0.6570838492584854,0.0,0.0,0.7597070065644275,0.542810591621649,0.7513713475475723,0.375,0.5306403488638973,0.5543367749407333,0.46460604707340525,0.3962264150943396,0.22389430911396438,0.2582561593569819,0.20869270697346565,0.23305528382135168,0.4766650409315145,0.5308641975308643,0.11277401113839858,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.992423892,0.9901389
304,0.28040761592612984,0.3374388927687131,0.5565740816700556,0.20505987012499532,0.683369514136956,0.2747669359850837,0.15560980075472228,0.3469401756311743,0.9480198019801981,0.19471422940023833,0.27065310390721536,0.7195923840205368,0.21330847285663265,0.003187301789669955,0.32175206526872063,0.3127878508810745,0.24968943863395415,0.2863348913940062,0.4918192387307768,0.08448951048951049,0.0013424444444444443,0.7539621820711443,0.15810586203505145,0.8059491171436522,0.5,0.3404865733302732,0.16035780846096553,0.12143872470135639,0.4245283018867924,0.26718723892645546,0.5282194653153944,0.06564928350996979,0.15368738536199775,0.40911552341981783,0.691358024691358,0.03461617623761981,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.020431979,1.0213019
2189,0.2645360831122099,0.27217319535267603,0.5198729504639599,0.12323110994332044,0.745319025236101,0.18887507768800496,0.11360464600301147,0.28869374313940727,0.9896039603960396,0.1567582440006281,0.155480558988497,0.7354639168169189,0.1761363083574107,0.003187301789669955,0.343959768475013,0.2002764359836825,0.17755792509576324,0.21457244982128118,0.499229656795561,0.33034938461538466,0.004586404077669903,0.7562155158691547,0.10640121610979046,0.8997267166772954,0.625,0.21683497819600628,0.1130965079201345,0.08175819630076503,0.4858490566037736,0.6495868574367138,0.5435960160754851,0.12688982384423753,0.6540916195034298,0.528207112458008,0.666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.001198958,1.0055195
6720,0.32725218770847564,0.2673481048822297,0.617869873349821,0.15464884951766078,0.5559569474636998,0.19167184586699812,0.2602078748304492,0.2933589462129528,0.9841584158415841,0.262558277383356,0.2386158380074152,0.672747812220847,0.30021643564586176,0.003187301789669955,0.3306476685216887,0.22711635683995346,0.39438087844623737,0.18493263678856214,0.46439880147830265,0.1646993006993007,0.001962666666666667,0.7491239287225795,0.2035866347035038,0.8180704488026594,0.75,0.26210695432637143,0.20856863132764397,0.15554044192331024,0.5660377358490566,0.43048960280102777,0.43962956491350735,0.11247083778825129,0.7959124748039139,0.8584707760066872,0.9691358024691357,0.11277401114756103,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.988457082,0.98825026
7382,0.3887812850571706,0.23801663386451652,0.5097772010383509,0.11516084231072408,0.592772382644174,0.15599751398384065,0.2690262217619883,0.2527442371020854,0.0,0.24642409040052135,0.17720315619355453,0.6112187148591584,0.32836908269115206,0.0,0.41525676118068544,0.19628210587565603,0.3347789723405498,0.16563101457245,0.5132187113056133,0.0,0.0,0.7558751627442295,0.21033966466656806,0.8690234339901335,0.296875,0.2512049575395913,0.22370505944607533,0.1665584766983913,0.2688679245283019,0.26718723892645546,0.4993884326402247,0.06564928347485477,0.25206208096347055,0.40911552341981783,0.5432098765432101,0.11277401113839858,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.027764569,1.0323609
3077,0.3737057176488713,0.3147101771316104,0.5239452105105538,0.1679741751435757,0.5972885014096818,0.23735239279055312,0.2901325775603766,0.3395993413830955,0.0,0.2274057879159301,0.2741705485312292,0.6262942822961663,0.3273545952498145,0.0,0.42635664377198246,0.30440878580784836,0.3455961464783752,0.23436898542755033,0.5319148936170212,0.0,0.0,0.7560395201173593,0.26380444950554205,0.8049563557548383,0.4166666625,0.36946293321092505,0.2578123193165864,0.19965607655055723,0.29245283018867924,0.20815655355655796,0.4633933251791005,0.26069040334601823,0.4700395049461313,0.5012204988113586,0.40740740740740744,0.11277401114756103,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.006488039,0.99809074
592,0.1920617222228182,0.2808075677734747,0.6857523346201118,0.14034758455012936,0.6524808851929988,0.18489745183343673,0.11628834994654541,0.3014544456641051,0.9470297029702971,0.18409519878732175,0.18675729632094307,0.807938277710405,0.14199193762417034,0.003187301789669955,0.22498647293274465,0.18657380049644284,0.28519506196394534,0.1942810008248558,0.42821630102932967,0.06619580419580419,0.001526774193548387,0.7392646101447574,0.08141477871944361,0.865159773220864,0.3541666625,0.1712187284829011,0.08385557444780156,0.05927213071434832,0.29245283018867924,0.26718723892645546,0.5011357679538704,0.06564928347485477,0.1629570362785559,0.40911552341981783,0.3209876543209873,0.11277401113839858,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.021393631,1.0225248
4475,0.34187609697795385,0.25585677099866677,0.46349566803612885,0.10832926691940993,0.7067199094235832,0.1759477936606588,0.21210462606584007,0.2773737650933038,0.0,0.18639952062894097,0.156288620591311,0.658123902946072,0.27333772076308116,0.0,0.43185264378565114,0.20249692557001148,0.23430062033393495,0.18966180918339307,0.5340368819531744,0.0,0.0,0.7589319527014285,0.17637430185558278,0.9001672134524645,0.5,0.24931145283451922,0.18690995448773834,0.1384080031535116,0.5047169811320754,0.22389430911396438,0.41901100821247717,0.20869270697346565,0.23305528382135168,0.4766650409315145,0.5308641975308643,0.11277401113839858,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.995068433,0.9954495
967,0.23669446151648865,0.4510824709542248,0.6144045324466574,0.2943583198828873,0.6753013547776309,0.4009322560596644,0.12944348086495674,0.4457327113062569,0.9783828712871288,0.18798957035274078,0.41158855404506134,0.7633055384404337,0.17518995950017838,0.05594399592025371,0.2945654349679652,0.4525416202178298,0.25877960469275363,0.40588397030519674,0.46793387336124825,0.0509324027972028,0.0012557471724137933,0.7477688789397033,0.14732542989444125,0.7112817579546922,0.3333333375,0.4591462015148039,0.13996746962436546,0.10849246071114653,0.27358490566037735,0.2671872389267048,0.5500611567359783,0.06564928357239808,0.43917171209722855,0.4091155234193143,0.3209876543209873,0.11277401114756103,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.023917965,1.0245762
2619,0.9243208533550114,0.12957907434448585,0.13814937896226098,0.04560639615630044,0.11555542086126291,0.04574269732753264,1.0005296840626903,0.15937156970362237,0.0,0.5254315180104151,0.21385112653294042,0.07567914661280872,0.9664028882715818,0.0,0.9202516153866884,0.3023219340446454,0.9468679932796576,0.004784162771515187,0.855544108055994,0.0,1.0,0.7624279293066878,0.8608696631764139,0.8088222080503524,0.0,0.6604888684874916,0.8455258953373614,0.7980676989535278,0.0,0.22008526817018545,0.42652455006115786,0.22127801931358704,0.1989593215726558,0.48260824860728574,0.37037037037037024,0.11277401114169017,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.00480515,1.0094168
5817,0.4565809066458383,0.23744524157196342,0.5014501495475846,0.10851694756202833,0.5112607180529163,0.13219390926040997,0.39163542447894645,0.2649560922063666,0.9478547524752475,0.2505914469333224,0.17976994010837533,0.5434190932598798,0.4089592611340277,0.25262622830642717,0.4450108003195915,0.19456834289165426,0.41696939981728964,0.13643112455320316,0.5164087828577368,0.21346386013986013,0.005087555333333333,0.7557641427993895,0.2727992097570872,0.857647221254298,0.375,0.25958228138627504,0.2768944760946312,0.20810034405017597,0.2830188679245283,0.4304896028007784,0.39961558623099713,0.11247083775309363,0.47537306694119696,0.8584707760066701,0.9938271604938271,5.799805080641818e-12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.968502822,0.9704814
8253,0.2799969769249311,0.26430067932194756,0.5510714218715924,0.11061897075935588,0.6900456502171621,0.16724673710379118,0.19399101907429092,0.2816273326015368,0.0,0.16699610444319365,0.15315144025097444,0.7200030229971084,0.22498553188084003,0.0,0.3492016578068922,0.18145650290437565,0.25753480484191393,0.17701402254605458,0.48851101638042654,0.0,0.0,0.75420803604523,0.13815931756673708,0.8980677313101162,0.375,0.19784255221482677,0.1425017013090854,0.10303395914547779,0.32547169811320753,0.26718723892645546,0.28114625196575327,0.06564928350996979,0.0009588194512564364,0.40911552341981783,0.19753086419753085,3.256062086620659e-12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980523461,0.9791038
9935,0.2176752359230088,0.5819947939813345,0.6355717316488801,0.409819451221801,0.6759960512593143,0.5174642635177129,0.12830062025558944,0.587403951701427,0.9579207920792079,0.16392905770883223,0.537170833729442,0.7823247640380236,0.15446047695281945,0.027283303319574813,0.2482354885142845,0.5991092662364833,0.25500761626372553,0.5213087709650811,0.428376986114918,0.09034965034965034,0.0021533333333333335,0.7442409112437712,0.14608175755553643,0.6057422370661599,0.375,0.576773008951113,0.12698534888503696,0.10021845886249514,0.2830188679245283,0.22711450521483198,0.2323955967150113,0.3978473353443803,0.5875842086953939,0.5553742501688979,0.37037037037037024,0.11277401114756103,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.013339803,1.0114049
900,0.282936448045288,0.3105199669862231,0.5242000201262931,0.16256897263616232,0.716330465307384,0.25245494095711596,0.10839649770709381,0.3215559824368823,0.9519801980198019,0.19052299581168514,0.23096301929841223,0.7170635518977178,0.1877535541384036,0.003187301789669955,0.37639891387586666,0.2802995179190675,0.1939166094176139,0.2824855650261204,0.5201281699859163,0.05813986013986014,0.0007445373312128319,0.7558971481981019,0.1272261069282138,0.8509805984181562,0.5833333125,0.3129446867110396,0.1353237982642323,0.1011401216218853,0.5267295471698112,0.26718723892645546,0.45133671151493804,0.06564928350996979,0.43917171209722855,0.40911552341981783,0.691358024691358,0.0770610936597187,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.017066201,1.0167023
3063,0.23090425894965938,0.35413624531775756,0.6412873443983911,0.21410607709920804,0.6527955069248834,0.2801118707271595,0.13784330460840713,0.3708836443468716,0.9537128712871287,0.19504236734986777,0.293183762715087,0.7690957409960253,0.17630123873839215,0.05961277151827121,0.26674129904726906,0.30832512747310137,0.28312331096662396,0.2854550453670609,0.44446912483340717,0.05746376783216783,0.0013695531333333332,0.7452062519996164,0.1265200525076321,0.7878076628906667,0.375,0.3071494147349094,0.12518243036744098,0.0931514690689302,0.2830188679245283,0.20815655355655796,0.5214048575921719,0.26069040334601823,0.4700395049461313,0.5012204988113586,0.40740740740740744,0.11277401114756103,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.995549258,0.9981789
10870,0.49235402658575117,0.21541489429242563,0.41381058578795427,0.0906497503847452,0.5561169258923058,0.1387197016780609,0.39336151516049556,0.24842206366630076,0.0,0.2824758825245483,0.17016826694552717,0.507645973328057,0.45225756176066834,0.0,0.5481325626464877,0.20121718809761546,0.3941356927200337,0.13813582623040985,0.5736646596784407,0.0,0.0,0.7592997783442902,0.30200411063489047,0.8782913984786425,0.5,0.3013541427587791,0.3213146261714386,0.24609124803442728,0.49056603773584906,0.43048960280052906,0.49624322907565954,0.11247083772575195,0.5898741129449746,0.8584707760066567,0.716049382716049,0.11277401114169017,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.987976256,0.9891163
