feature,data_type,n_distinct,n_missing,n_negative,n_zeros,count,mean,std,min,25%,50%,75%,max
co_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0478900520881341,0.0005936396972022118,0.0470569402813013,0.047435902208926,0.0477314339390532,0.0483965494898938,0.0496271745480474
hcho_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00018362559976738797,5.412410207294546e-05,0.0001055269182814,0.000137827400129,0.0001718016659576,0.000229644317835,0.0003029198017294
red_mean_9x9,float64,4168 (37.12%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14366817353985323,0.03408283174776031,0.0328638888888888,0.1274421604938271,0.1469474691358024,0.1645770061728395,0.2719964197530864
blue_mean_9x9,float64,4161 (37.06%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.11221341497819244,0.026042316679751456,0.032550524691358,0.0992757098765432,0.1146115432098765,0.1280766975308642,0.218370061728395
green_mean_9x9,float64,4165 (37.09%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1357917203388712,0.0280105377336949,0.0457837962962962,0.1204833024691358,0.1377427777777778,0.1527421604938271,0.251232561728395
nir08_mean_9x9,float64,4163 (37.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.24114913034371976,0.04305773507105387,0.0784052469135802,0.2161717592592592,0.2372201234567901,0.2577571913580247,0.4266380864197531
swir16_mean_9x9,float64,4163 (37.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.21281837760527467,0.02824452456870469,0.0860977777777777,0.1954982098765432,0.2135246296296296,0.2307226543209876,0.2984531172839506
swir22_mean_9x9,float64,4167 (37.11%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.17531144734093485,0.03397262440488387,0.0590489814814814,0.1556500308641975,0.1771013888888889,0.1977022839506172,0.273896975308642
coastal_mean_9x9,float64,4151 (36.97%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10014375492964091,0.022674415224243266,0.0299322530864197,0.0891007098765432,0.1018685185185185,0.1142774691358024,0.195086049382716
lwir11_mean_9x9,float64,4168 (37.12%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,36.75621785895629,2.29731502313537,28.336100766666693,35.78400854444447,37.04302144222224,38.20506384666669,44.42328618222224
ndvi_mean_9x9,float64,4175 (37.18%),0 (0.00%),17 (0.15%),0 (0.00%),11229.0,0.2570169574071205,0.1503845282466676,-0.0215170061247515,0.1651367093409915,0.2140984000684537,0.3048817322658902,0.86563865328703
evi_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1898235175088437,0.11629570717307941,0.0086310690898518,0.1186277429020107,0.1569194980261054,0.2271180163882527,0.7097564600819918
savi_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.16489273759764606,0.10293266485597108,0.0066823435579897,0.1025704606549193,0.1347921567250054,0.1962660708855073,0.6140125852994496
gndvi_mean_9x9,float64,4175 (37.18%),0 (0.00%),22 (0.20%),0 (0.00%),11229.0,0.2777426533781933,0.1273978388128389,-0.0622710108961557,0.200813109557069,0.2443902312357704,0.3199550960228373,0.7953049814546785
arvi_mean_9x9,float64,4175 (37.18%),0 (0.00%),751 (6.69%),0 (0.00%),11229.0,0.16972349525292738,0.17411609010502221,-1.325106418193535,0.067770685919181,0.1198273576529114,0.2188973438344868,1.7438888685835536
msavi_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1531479621455655,0.10717111182152796,0.0070847927466728,0.0893745804599471,0.1197549090575327,0.1802543144384802,0.6663126214358354
ndwi_mean_9x9,float64,4175 (37.18%),0 (0.00%),11207 (99.80%),0 (0.00%),11229.0,-0.2777426534537914,0.1273978388418449,-0.7953049816258918,-0.3199550961229499,-0.2443902313104399,-0.2008131096106995,0.0622710110750326
awei_nsh_mean_9x9,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.8496283657065204,0.11742039534371207,-1.3060620910493828,-0.923932700617284,-0.8548197685185184,-0.7807982561728395,-0.2962549614197531
awei_sh_mean_9x9,float64,4174 (37.17%),0 (0.00%),620 (5.52%),0 (0.00%),11229.0,0.12935857743027032,0.12666651075893035,-0.2223946141975308,0.0536043827160493,0.0946836111111111,0.1643505324074074,0.7203189660493827
ndsi_mean_9x9,float64,4175 (37.18%),0 (0.00%),11214 (99.87%),0 (0.00%),11229.0,-0.2359885127761852,0.07339906174805227,-0.5696978464903134,-0.2559243283328375,-0.2188373257653744,-0.1960074255168578,0.0474811060135272
nbr_mean_9x9,float64,4175 (37.18%),0 (0.00%),336 (2.99%),0 (0.00%),11229.0,0.1584829570164266,0.12993396182617079,-0.1241462221336291,0.0745006733136865,0.1245265282835693,0.1986904186604746,0.6922607840341096
si_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.3310252582382252,0.08776170675535074,0.0316175451424589,0.2799625230161284,0.3064454767445151,0.3558412157030233,0.70083741943956
ndbi_mean_9x9,float64,4175 (37.18%),0 (0.00%),8819 (78.54%),0 (0.00%),11229.0,-0.05821722658801664,0.08583242589316144,-0.423351785373351,-0.0838523984466197,-0.0354171814947935,-0.0045667549902391,0.1691396235637145
ui_mean_9x9,float64,4175 (37.18%),0 (0.00%),5 (0.04%),0 (0.00%),11229.0,0.2194717939923905,0.10348153158105948,-0.0124748388529299,0.1604456561522202,0.1884900391608887,0.2427880709667761,0.7136003857580787
ibi_mean_9x9,float64,4175 (37.18%),0 (0.00%),8894 (79.21%),0 (0.00%),11229.0,-0.9549747060914966,9.263543881044729,-370.1004053922844,-1.6360756753096777,-0.8410580746598981,-0.1302868675855362,65.69604651487738
albedo_mean_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.15866063290717008,0.02098259359602283,0.0533855881816856,0.1455238138852435,0.1593212244519782,0.1731440702464275,0.2435815038094196
no2_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00020866467553710125,2.797352427068453e-05,0.0001622209650132,0.0001857993454944,0.0002014611782891,0.0002369302337481,0.0002607367467921
o3_july24_mean_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14814984174049603,0.00017467420720594252,0.147818306729392,0.1479944349984404,0.1481284186306441,0.1482429713790938,0.1486405564980556
population_res1000_mean_9x9,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,11809.829275863107,1607.0253199183785,6580.0501436044215,10873.916214669222,12305.175845432916,13012.335107574929,13871.859141765604
B01_mean_9x9,float64,8436 (75.13%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1199.7144639815995,367.16341100484743,202.03703703703704,992.6543209876544,1201.1604938271605,1432.4074074074074,2650.777777777778
B02_mean_9x9,float64,8661 (77.13%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1341.1040867506863,440.3504147609975,256.7407407407408,1073.1728395061727,1327.7530864197531,1609.5061728395062,3488.5925925925926
B03_mean_9x9,float64,8652 (77.05%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1502.5145440212675,430.46006882137914,417.283950617284,1230.617283950617,1485.382716049383,1765.1358024691358,3609.703703703704
B04_mean_9x9,float64,8686 (77.35%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1579.0985081617373,491.10680320283296,257.58024691358025,1298.382716049383,1587.6049382716049,1882.358024691358,3776.0
B05_mean_9x9,float64,8633 (76.88%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1778.04584359941,431.0988573724343,697.9382716049382,1494.8641975308642,1758.3333333333333,2037.5432098765432,3942.506172839506
B06_mean_9x9,float64,8642 (76.96%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2245.215875120527,387.9016357232886,993.0,1975.851851851852,2211.814814814815,2486.567901234568,3874.83950617284
B07_mean_9x9,float64,8687 (77.36%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2406.8315901617175,479.0139515657172,1044.20987654321,2078.2098765432097,2347.5308641975307,2653.1111111111118,4367.0
B08_mean_9x9,float64,8561 (76.24%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2489.7659323466905,524.0620133937474,1079.2962962962963,2133.567901234568,2418.9876543209875,2748.0,4662.024691358025
B8A_mean_9x9,float64,8708 (77.55%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2452.6940846507446,513.2202956651452,1033.7530864197531,2103.271604938272,2380.567901234568,2699.0246913580245,4611.320987654321
B09_mean_9x9,float64,8528 (75.95%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2502.4479417821362,490.73535367320864,875.641975308642,2181.4074074074074,2426.135802469136,2710.283950617284,4581.913580246914
B11_mean_9x9,float64,8658 (77.10%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2291.4752322304794,397.4394313627091,1122.5555555555557,1992.5925925925928,2238.320987654321,2538.3703703703704,4179.2962962962965
B12_mean_9x9,float64,8693 (77.42%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1995.0100357429892,482.57853358897614,893.7407407407408,1679.9135802469136,1956.037037037037,2300.135802469136,4103.716049382716
sentinel_2_ndvi_mean_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.23518039847241998,0.17377291566771874,0.0080417549639625,0.1195632522423967,0.1832608662684601,0.291479143506038,0.8773226168860502
sentinel_2_evi_mean_9x9,float64,8991 (80.07%),0 (0.00%),1000 (8.91%),0 (0.00%),11229.0,873482353.1678998,14796185245.504902,-95.79531101962898,0.4899056647947286,0.9008935919448168,1.4303832564361254,364197530865.6334
sentinel_2_savi_mean_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.35272162685062025,0.26062808257472175,0.0120607288817293,0.1793182835275237,0.2748589070457437,0.4371566667864895,1.315839392445708
sentinel_2_gndvi_mean_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.2553006139539034,0.14762418514559864,0.0367006284760913,0.1563251730621253,0.2137116917060941,0.3059223003733424,0.8079967819997634
sentinel_2_arvi_mean_9x9,float64,8991 (80.07%),0 (0.00%),1040 (9.26%),0 (0.00%),11229.0,0.17012670734265253,0.18542016291057672,-0.0884861025903706,0.0485631565357966,0.1140262444299836,0.2261216493793442,0.8828563549957568
sentinel_2_msavi_mean_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.32679677773607624,0.18904206566606627,0.0151143848751456,0.1964398628894944,0.2813007518652879,0.4074548102441053,0.9326114246722188
sentinel_2_ndwi_mean_9x9,float64,8991 (80.07%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.25530061395391057,0.147624185145602,-0.8079967819997814,-0.3059223003733504,-0.2137116917061002,-0.1563251730621292,-0.0367006284760923
sentinel_2_awei_nsh_mean_9x9,float64,8971 (79.89%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-9264.561834216738,1560.2654108877618,-16495.87962962963,-10181.969135802468,-9173.685185185184,-8176.533950617284,-4668.0462962962965
sentinel_2_awei_sh_mean_9x9,float64,8953 (79.73%),0 (0.00%),2554 (22.74%),0 (0.00%),11229.0,961.9254512401202,1449.037553525605,-2862.305555555556,46.40432098765432,574.4753086419753,1401.1049382716049,7195.697530864198
sentinel_2_ndsi_mean_9x9,float64,8991 (80.07%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.2451836805784525,0.09016507837557915,-0.6345701228336056,-0.2746258364871868,-0.2250770942349091,-0.1896685766763028,-0.0259912506138914
sentinel_2_nbr_mean_9x9,float64,8991 (80.07%),0 (0.00%),2819 (25.10%),0 (0.00%),11229.0,0.09748337444450414,0.1471550759323012,-0.1661042250743682,-0.0002469686591676,0.0570047948833496,0.1461540645348188,0.6384551079242736
sentinel_2_si_mean_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.30924799852924345,0.11452676859164622,0.0583053128826108,0.2361713312726863,0.2805551410586198,0.345486887916648,0.7609230595740064
sentinel_2_ndbi_mean_9x9,float64,8991 (80.07%),0 (0.00%),5489 (48.88%),0 (0.00%),11229.0,-0.02374048256020378,0.09519976936326906,-0.3841091382873461,-0.0543144967757395,0.0015203477141992,0.0385879737769248,0.1652066504743267
sentinel_2_ui_mean_9x9,float64,8991 (80.07%),0 (0.00%),2 (0.02%),0 (0.00%),11229.0,0.23074235175979702,0.12448462311172634,-0.0082790947805054,0.1559490134718831,0.1967368525977874,0.2627684333529739,0.7623528394471945
sentinel_2_ibi_mean_9x9,float64,8991 (80.07%),0 (0.00%),7630 (67.95%),0 (0.00%),11229.0,-0.8250738492306982,67.69101995901421,-858.1539940913555,-3.610325709210617,-1.7306344212980849,1.0189905047282124,2998.549455359911
sentinel_2_albedo_mean_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1919.0912116364875,339.87118533654643,898.684152328181,1684.0098060659086,1863.9612010304263,2109.7065592495383,3608.061995722757
aod55_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.021486526736022454,0.0025236217176403944,0.0174399900824834,0.0199775316646022,0.0207790952767824,0.0222973133304402,0.0276254971236886
canopy_heigth_res10_std_dev_9x9,int64,8 (0.07%),0 (0.00%),0 (0.00%),5729 (51.02%),11229.0,1.1669783596045953,1.5363982993393368,0.0,0.0,0.0,2.0,7.0
canopy_heigth_count_res10_std_dev_9x9,int64,25 (0.22%),0 (0.00%),0 (0.00%),4135 (36.82%),11229.0,13.43271885296999,12.916259085410038,0.0,0.0,12.0,24.0,40.0
canopy_heigth_res30_std_dev_9x9,int64,7 (0.06%),0 (0.00%),0 (0.00%),3979 (35.44%),11229.0,1.2440110428355151,1.280259319182084,0.0,0.0,1.0,2.0,6.0
canopy_heigth_count_res30_std_dev_9x9,int64,8 (0.07%),0 (0.00%),0 (0.00%),7956 (70.85%),11229.0,0.6817169828123608,1.3371209578993737,0.0,0.0,0.0,1.0,7.0
canopy_heigth_res5_std_dev_9x9,int64,10 (0.09%),0 (0.00%),0 (0.00%),7519 (66.96%),11229.0,0.8550182563006501,1.505777074911236,0.0,0.0,0.0,1.0,9.0
canopy_heigth_count_res5_std_dev_9x9,int64,8 (0.07%),0 (0.00%),0 (0.00%),4891 (43.56%),11229.0,2.6593641464066256,2.777204844659268,0.0,0.0,2.0,5.0,7.0
co_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0015091205699551823,0.0005924930931613888,0.0003085871157513,0.0010262840440285,0.0015034810243288,0.0019793108627237,0.0027884901516774
hcho_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,8.23801065760187e-05,4.156770315063822e-05,2.245270684804956e-05,4.650344444776308e-05,7.496732812288069e-05,0.0001173310824984,0.0001511189678317
red_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.05345265709527984,0.01740255355616168,0.0095380511687622,0.0425176219784656,0.0514851759595624,0.061426617829893,0.1380251406505433
blue_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04340409756913588,0.014795874414338559,0.0067206944251499,0.0343282031912709,0.0420540399202385,0.0504495722955181,0.1116540979808922
green_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04701324250108446,0.015903123687976573,0.0074131012920808,0.0374385244122178,0.0449997948074882,0.0541257165417686,0.1268427040153233
nir08_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0585663261914654,0.017018656382115662,0.0295251186252874,0.0467599884940283,0.0551522991838078,0.0653157806714217,0.1575507526675402
swir16_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.05380467771752911,0.0172812056740141,0.0132736381177319,0.0431159402658327,0.0505029190413273,0.060616795151093,0.1369963390099392
swir22_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.05342308817010044,0.016979297408662674,0.0111665249584945,0.0425234481594108,0.0510171747115824,0.0614445166779417,0.14282830553033
coastal_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.03917079791664548,0.013465337148930116,0.0059672982765747,0.0307563810490806,0.0382155188131079,0.0457432609521093,0.0991497193199681
lwir11_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.3059217067071578,0.7377955656408086,0.2486916573094042,0.8391481239559071,1.155441828586607,1.5591889985595115,9.13965078507394
ndvi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14930144013462626,0.06408993845997829,0.0253697199577412,0.0964632139861813,0.1364362272080673,0.1916011797634743,0.394069948591255
evi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10886992957687579,0.0498797959242659,0.0167216858271832,0.0700166509275315,0.0972303253559423,0.1376905900558853,0.288966607878694
savi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.09572860099991917,0.04492515855895209,0.0149563429632517,0.0594266899167379,0.0858494600809244,0.123345052049434,0.2488689796751768
gndvi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.13322555140059966,0.05532671627189506,0.0345254429485554,0.0888766358288074,0.1212127496382612,0.1667146789800358,0.5025879448897868
arvi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.17696370378443535,0.39309600344808693,0.0312034545716448,0.1081691883460528,0.1491085690023808,0.2096374558971872,14.773535635061153
msavi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0944483698938294,0.05076520996756818,0.0125831919885638,0.0540210290689631,0.0810004256451171,0.1238278547578572,0.2807842272498964
ndwi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1332255514415642,0.055326716295228534,0.0345254429597796,0.0888766358492812,0.1212127496721252,0.1667146790256127,0.5025879458235071
awei_nsh_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.21246327786183136,0.07455125661600279,0.0618948353729005,0.1693978258853271,0.1996004443194907,0.2358458826722382,0.7538796203773118
awei_sh_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1308578243511678,0.05130309536069412,0.0451234984536781,0.0901709033737022,0.1198474888929827,0.1630285066206682,0.3439178631767141
ndsi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.08633956969011827,0.04174579304044127,0.0287801678913695,0.0590045407185303,0.0744034292140645,0.1025885519000588,0.3764987219114042
nbr_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.13342711515788788,0.048157149499155866,0.0476148330416239,0.095372526469154,0.1221487169683991,0.16348412341171,0.3060211367921534
si_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10954454878721186,0.07984083585041907,0.0372927098866968,0.0725067514970472,0.0937121871826987,0.127809364793317,1.5178537394873417
ndbi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.09308233193582835,0.031661537079006645,0.0367352596281409,0.0679415356692983,0.0860747903194529,0.1122911057281585,0.2254487624635285
ui_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10886997688723703,0.04993061403523782,0.033932562022092,0.0717270590116044,0.0937155189539153,0.1335302648318171,0.3380463603590438
ibi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,9.512493110277571,92.86352753947335,0.1559841789806744,1.4877134044649456,2.1566784179766705,3.9112964255457694,3339.444389168006
albedo_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04301746722386948,0.01466638694209875,0.0094646905210381,0.0334001889799035,0.0407223470387799,0.0495592721271478,0.1216004656926643
no2_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,3.066881483079461e-05,7.1868740280204e-06,1.488597432052405e-05,2.6408762161818475e-05,3.0239938410162493e-05,3.625923465204756e-05,4.283834436302528e-05
o3_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00044154083135015737,0.000134909011058505,8.73406865023556e-05,0.0003593115468468,0.0004544212792128,0.0005385389457087,0.0006833931272519
population_res1000_std_dev_9x9,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,9965.000487534087,1119.4414299184784,7226.705624920663,9093.13278875251,10168.349535843112,10858.233589123902,11981.17363931145
B01_std_dev_9x9,float64,8989 (80.05%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,167.58124074629558,100.4418386098482,1.5484848118790278,96.64456963278472,147.83238571476133,220.42114572218676,722.8077451351596
B02_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,656.1687850846821,295.16671231981616,84.34505919626544,439.3269293949921,619.8326757709381,829.4529757544783,2145.723672055085
B03_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,657.408179257224,293.5976942782761,88.12413304985617,452.2814594016856,619.2931301899304,825.6300964968674,2166.8608960109045
B04_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,708.3112520091952,292.98405738889653,124.81671610816971,504.584122839587,667.3343035558205,872.9557374546237,2260.5191470556383
B05_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,526.9503160663689,252.09116877249744,71.17487067867135,359.57962466979563,488.3484501968166,650.0192104368145,2252.7138592025794
B06_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,512.6154567259018,206.38626210781754,76.0082259965553,376.3221816377864,471.9239981409488,600.8109086095915,2073.861201450981
B07_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,549.276098960836,201.03326119044027,149.30298964203425,416.62736312112895,511.69605282834624,644.1165641001232,2032.002362068337
B08_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,732.4895986331063,230.58481816896457,146.97461539494603,578.4540581530135,699.5229502112676,840.1801263531486,2189.5823307453707
B8A_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,549.029689070013,200.6632859870271,122.66339879546082,415.1621165164252,512.9701575760852,642.4446368489215,1959.7595618631324
B09_std_dev_9x9,float64,8989 (80.05%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,255.44751633924687,135.81093039388463,9.429900849208895,158.581763084506,228.7397092665287,325.5657301649339,872.776455892382
B11_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,470.0832555464902,225.91446799859972,65.75069188001605,317.1508122450052,434.8371342621664,577.1168420806996,1902.4517020375529
B12_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,478.78816838904885,239.86285507502583,52.37897264057284,314.1770756639205,439.7154523238246,598.6577739539517,1999.7765245517185
sentinel_2_ndvi_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.15897180379812068,0.06710527476347167,0.0178691980680089,0.1094951152740998,0.1530123428497327,0.2059225185928509,0.3574306874757361
sentinel_2_evi_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,7163865134.630592,124554817978.69081,0.1262702357624589,0.902358261627451,1.8623035144681217,4.293159119213477,3257481744999.6294
sentinel_2_savi_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.23842519958068384,0.10064685591856809,0.0267995566064603,0.1642181911221722,0.2294881115572418,0.3088431825010113,0.5360742247085648
sentinel_2_gndvi_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14133842383576758,0.05313494366072402,0.0208751713645714,0.102126172287794,0.1367944364870016,0.1779526093392757,0.3026362622025879
sentinel_2_arvi_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.16936431162727217,0.07212095456961284,0.0181207420362198,0.1162650187995073,0.1616309131858396,0.2165809312883451,0.3905869261083862
sentinel_2_msavi_std_dev_9x9,float64,8991 (80.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.19166510473768922,0.06205763985173784,0.0331414148632662,0.1502736268656559,0.1939336826629162,0.2352146598559916,0.3719915332099164
