feature,data_type,n_distinct,n_missing,n_negative,n_zeros,count,unique,top,freq,mean,std,min,25%,50%,75%,max
building_height_std_res30,float64,1327 (11.82%),0 (0.00%),3519 (31.34%),3814 (33.97%),11229.0,,,,6.006355294703357,18.71785424948393,-1.0,-1.0,0.0,2.9531999,312.745
building_year_res30,float64,487 (4.34%),0 (0.00%),0 (0.00%),3519 (31.34%),11229.0,,,,1331.328494906047,899.8262800132354,0.0,0.0,1920.0,1942.0,2020.0
building_area_res30,float64,2834 (25.24%),0 (0.00%),0 (0.00%),3519 (31.34%),11229.0,,,,1123.895513936298,1463.379847574697,0.0,0.0,433.87613,1892.8047,7302.432
var_res100,float64,1225 (10.91%),11 (0.10%),0 (0.00%),871 (7.76%),11218.0,,,,1.7239682275860226,1.4553483436421435,0.0,0.9370196,1.4256881,2.1626086,18.747013
building_area_per_pixel_res100,float64,1234 (10.99%),0 (0.00%),0 (0.00%),872 (7.77%),11229.0,,,,0.20177068943871,0.12189852799310645,0.0,0.109489456,0.2116485,0.29046687,0.61972266
var_res30,float64,2339 (20.83%),862 (7.68%),0 (0.00%),3328 (29.64%),10367.0,,,,1.3085376610292274,1.6227952428155308,0.0,0.0,0.96428573,1.8998333,14.925
building_area_per_pixel_res30,float64,2834 (25.24%),0 (0.00%),0 (0.00%),3519 (31.34%),11229.0,,,,0.11601382772726344,0.15105701129994162,0.0,0.0,0.04478675,0.19538428,0.7537917
Unnamed: 4,float64,1 (0.01%),0 (0.00%),0 (0.00%),11229 (100.00%),11229.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canopy_heigth,int64,27 (0.24%),0 (0.00%),0 (0.00%),9730 (86.65%),11229.0,,,,0.6148365838454003,2.3021490599796315,0.0,0.0,0.0,0.0,28.0
canopy_heigth_res10,int64,24 (0.21%),0 (0.00%),0 (0.00%),9352 (83.28%),11229.0,,,,0.633538160121115,2.0927251451237794,0.0,0.0,0.0,0.0,26.0
canopy_heigth_count_res10,int64,2 (0.02%),0 (0.00%),0 (0.00%),10703 (95.32%),11229.0,,,,3.7942826609671387,17.11626141383852,0.0,0.0,0.0,0.0,81.0
canopy_heigth_res30,int64,17 (0.15%),0 (0.00%),0 (0.00%),8150 (72.58%),11229.0,,,,0.7645382491762401,1.7690245141425132,0.0,0.0,0.0,1.0,17.0
canopy_heigth_count_res30,int64,2 (0.02%),0 (0.00%),0 (0.00%),11187 (99.63%),11229.0,,,,0.059845044082286934,0.9767416427915598,0.0,0.0,0.0,0.0,16.0
canopy_heigth_res5,int64,26 (0.23%),0 (0.00%),0 (0.00%),9637 (85.82%),11229.0,,,,0.6142131979695431,2.2272635335017967,0.0,0.0,0.0,0.0,28.0
canopy_heigth_count_res5,int64,2 (0.02%),0 (0.00%),0 (0.00%),10183 (90.68%),11229.0,,,,1.4904265740493365,4.650524684503327,0.0,0.0,0.0,0.0,16.0
co_july24,float64,30 (0.27%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.04740206665644869,0.0006911463057485652,0.0467937812208931,0.0469161500505187,0.0474413186311521,0.047441318631171,0.0525356840203273
hcho_july24,float64,27 (0.24%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.0001688385993203773,4.77870380508478e-05,3.409722194190558e-05,0.0001412674173479,0.000141267417348,0.0002067688474198,0.0004352024387801
red,float64,2828 (25.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.13830928577789647,0.05218265079997691,0.0215124999999999,0.1064875,0.1362975,0.1662725,0.5216000000000001
blue,float64,2635 (23.47%),0 (0.00%),2 (0.02%),0 (0.00%),11229.0,,,,0.1074071912013536,0.041744442183354324,-0.0271075,0.0809675,0.10437,0.1285974999999999,0.406045
green,float64,2711 (24.14%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.13004375166978355,0.04513023541775292,0.0292125,0.1015099999999999,0.1261775,0.152935,0.4716875
nir08,float64,2962 (26.38%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.22446881356309556,0.05947213222930496,0.0531375,0.18324,0.216735,0.25793,0.5324074999999999
swir16,float64,2749 (24.48%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.2007977593730519,0.05034467086123116,0.054485,0.1673724999999999,0.1921225,0.2264425,0.63303
swir22,float64,2832 (25.22%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.16778835515183896,0.05441093307720668,0.04596,0.1312924999999999,0.160855,0.1952025,0.7785875
coastal,float64,2534 (22.57%),0 (0.00%),15 (0.13%),0 (0.00%),11229.0,,,,0.09562132647608865,0.03747697612598635,-0.0361275,0.0719475,0.09271,0.114435,0.3647125
lwir11,float64,1999 (17.80%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,36.88896153812986,2.4717023088649355,27.70237454000005,35.66294312000002,37.15661785999998,38.43837536000001,47.57816084000001
ndvi,float64,3706 (33.00%),0 (0.00%),42 (0.37%),0 (0.00%),11229.0,,,,0.24157473502352528,0.20329705789699723,-0.0316853960365439,0.1007730513172761,0.1731545006666171,0.311295268435419,0.9188628196125408
evi,float64,3708 (33.02%),0 (0.00%),42 (0.37%),0 (0.00%),11229.0,,,,0.17390991900748992,0.1502054231780541,-0.0161585619557059,0.0733291955258348,0.123900384081041,0.2201182399092381,0.8018804111990584
savi,float64,3706 (33.00%),0 (0.00%),42 (0.37%),0 (0.00%),11229.0,,,,0.15187800482801594,0.1332777927161357,-0.0136869012294982,0.0626098744568041,0.1068565349700231,0.1893375916567256,0.6954240774141537
gndvi,float64,3708 (33.02%),0 (0.00%),12 (0.11%),0 (0.00%),11229.0,,,,0.2661342624210364,0.17508050439680728,-0.07647186610778,0.1455303117291335,0.2130010246727362,0.328862607689508,0.8477104358678049
arvi,float64,3708 (33.02%),0 (0.00%),2998 (26.70%),3 (0.03%),11229.0,,,,0.15117288841556512,0.2256636027754888,-0.1497933151884271,-0.0047415496237756,0.0755919703059854,0.2238531499797599,0.922136186214324
msavi,float64,3706 (33.00%),0 (0.00%),42 (0.37%),0 (0.00%),11229.0,,,,0.13905256952282338,0.1349634198557535,-0.0106221858463438,0.0532361039966394,0.091907314947259,0.1655381009255699,0.7813810800772377
ndwi,float64,3708 (33.02%),0 (0.00%),11217 (99.89%),0 (0.00%),11229.0,,,,-0.26613426249753297,0.17508050444139017,-0.8477104360363945,-0.3288626077764196,-0.2130010247229125,-0.1455303117808561,0.0764718661742339
awei_nsh,float64,3683 (32.80%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,,,,-0.8141527288716716,0.21402178321776794,-3.363059375,-0.921746875,-0.7845699999999999,-0.6740062499999999,-0.1671124999999999
awei_sh,float64,3676 (32.74%),0 (0.00%),2294 (20.43%),0 (0.00%),11229.0,,,,0.11467010714444739,0.16488183429923112,-0.6645149999999997,0.010630625,0.071419375,0.1662668750000001,0.8417150000000002
ndsi,float64,3706 (33.00%),0 (0.00%),11219 (99.91%),0 (0.00%),11229.0,,,,-0.22841261955117792,0.10197578120419934,-0.6609813055325543,-0.2613120053564834,-0.2053759403961365,-0.1661789065503419,0.0558966236988816
nbr,float64,3708 (33.02%),0 (0.00%),1908 (16.99%),4 (0.04%),11229.0,,,,0.14531036441746498,0.17751903588965234,-0.2890247375822998,0.0246589380554084,0.0965625864216095,0.2114120573160753,0.7489908827244364
si,float64,3708 (33.02%),0 (0.00%),1 (0.01%),0 (0.00%),11229.0,,,,0.32167158741707047,0.12400078241687269,-0.0332875828662129,0.2420292466952008,0.2907488986157817,0.3662288756584182,0.9638199867223576
ndbi,float64,3708 (33.02%),0 (0.00%),6779 (60.37%),2 (0.02%),11229.0,,,,-0.05131375888504353,0.11996480394238246,-0.4788953266183764,-0.0994343712005074,-0.0207483618102762,0.0286104296176053,0.3067134399469278
ui,float64,3708 (33.02%),0 (0.00%),103 (0.92%),0 (0.00%),11229.0,,,,0.2069525488191251,0.13971967315521833,-0.105849117095678,0.1231313990561596,0.170414698284308,0.2409536659222699,0.8122278453957047
ibi,float64,3708 (33.02%),0 (0.00%),7293 (64.95%),0 (0.00%),11229.0,,,,-1.040440949715355,4.3194834008581875,-162.71446742822985,-1.6779545568511245,-0.6006987923711743,0.4282603404958269,52.12998774369613
albedo,float64,3707 (33.01%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.15140552036241928,0.04168344851761201,0.0279559867125984,0.1248790871062992,0.1456252386811023,0.1699744045275591,0.438819466043307
no2_july24,float64,29 (0.26%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.00021860131240279216,3.584519813276573e-05,0.0001543010730528,0.0002023973211179,0.0002023973211181,0.0002539715205784,0.0002773678719541
overlay_level2_res30,float64,6 (0.05%),0 (0.00%),8848 (78.80%),0 (0.00%),11229.0,,,,0.030991183542612877,2.2656103588645684,-1.0,-1.0,-1.0,-1.0,8.0
overlay_level1_res30,float64,3 (0.03%),0 (0.00%),8848 (78.80%),1601 (14.26%),11229.0,,,,-0.7184967494879331,0.5841365873218056,-1.0,-1.0,-1.0,-1.0,1.0
sd_level1_res30,float64,16 (0.14%),0 (0.00%),8683 (77.33%),271 (2.41%),11229.0,,,,1.4983524801852346,5.669115350432467,-1.0,-1.0,-1.0,-1.0,23.0
sd_level2_res30,float64,20 (0.18%),0 (0.00%),8683 (77.33%),271 (2.41%),11229.0,,,,2.0216403954047557,7.210903337935443,-1.0,-1.0,-1.0,-1.0,33.0
zonedist_level1_res100,float64,4 (0.04%),0 (0.00%),0 (0.00%),1852 (16.49%),11229.0,,,,2.023955828657939,1.1653681805624596,0.0,1.0,3.0,3.0,3.0
zonedist_level2_res100,float64,22 (0.20%),0 (0.00%),0 (0.00%),587 (5.23%),11229.0,,,,15.112743788405023,11.758749618336836,0.0,7.0,10.0,30.0,39.0
zonedist_level3_res100,float64,58 (0.52%),0 (0.00%),0 (0.00%),10 (0.09%),11229.0,,,,76.33155223083088,36.295121213825844,0.0,52.0,88.0,111.0,122.0
has_residence_res100,float64,2 (0.02%),0 (0.00%),0 (0.00%),2215 (19.73%),11229.0,,,,0.8027428978537715,0.3979457760092182,0.0,1.0,1.0,1.0,1.0
has_manufacture_res100,float64,2 (0.02%),0 (0.00%),0 (0.00%),8808 (78.44%),11229.0,,,,0.21560245792145338,0.41125794852997616,0.0,0.0,0.0,0.0,1.0
has_commercial_res100,float64,2 (0.02%),0 (0.00%),0 (0.00%),8440 (75.16%),11229.0,,,,0.24837474396651527,0.4320895245650057,0.0,0.0,0.0,0.0,1.0
has_park_res100,float64,2 (0.02%),0 (0.00%),0 (0.00%),8364 (74.49%),11229.0,,,,0.2551429334758215,0.4359609420157793,0.0,0.0,0.0,1.0,1.0
zonedist_level1_res1000,float64,4 (0.04%),0 (0.00%),0 (0.00%),709 (6.31%),11229.0,,,,2.3162347493098228,0.9533120786173295,0.0,2.0,3.0,3.0,3.0
zonedist_level2_res1000,float64,12 (0.11%),0 (0.00%),0 (0.00%),436 (3.88%),11229.0,,,,13.991628818238489,11.243274572501427,0.0,7.0,10.0,10.0,39.0
zonedist_level3_res1000,float64,17 (0.15%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,87.5474218541277,24.47802064391617,5.0,88.0,88.0,88.0,122.0
has_residence_res1000,float64,2 (0.02%),0 (0.00%),0 (0.00%),372 (3.31%),11229.0,,,,0.9668714934544483,0.17898005860750604,0.0,1.0,1.0,1.0,1.0
has_manufacture_res1000,float64,2 (0.02%),0 (0.00%),0 (0.00%),4744 (42.25%),11229.0,,,,0.5775224864190934,0.49397570245722977,0.0,0.0,1.0,1.0,1.0
has_commercial_res1000,float64,2 (0.02%),0 (0.00%),0 (0.00%),2096 (18.67%),11229.0,,,,0.8133404577433432,0.389655333461165,0.0,1.0,1.0,1.0,1.0
has_park_res1000,float64,2 (0.02%),0 (0.00%),0 (0.00%),1045 (9.31%),11229.0,,,,0.9069373942470389,0.2905330863425399,0.0,1.0,1.0,1.0,1.0
zonedist_level1_res200,float64,4 (0.04%),0 (0.00%),0 (0.00%),1574 (14.02%),11229.0,,,,2.054323626324695,1.1236701988152715,0.0,1.0,3.0,3.0,3.0
zonedist_level2_res200,float64,21 (0.19%),0 (0.00%),0 (0.00%),493 (4.39%),11229.0,,,,14.998397007747796,11.94822420092575,0.0,7.0,10.0,30.0,37.0
zonedist_level3_res200,float64,47 (0.42%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,77.37901861252115,35.52151901114843,3.0,54.0,88.0,111.0,120.0
has_residence_res200,float64,2 (0.02%),0 (0.00%),0 (0.00%),1594 (14.20%),11229.0,,,,0.8580461305548134,0.34901836132129077,0.0,1.0,1.0,1.0,1.0
has_manufacture_res200,float64,2 (0.02%),0 (0.00%),0 (0.00%),8272 (73.67%),11229.0,,,,0.263336004987087,0.44046274623463255,0.0,0.0,0.0,1.0,1.0
has_commercial_res200,float64,2 (0.02%),0 (0.00%),0 (0.00%),7541 (67.16%),11229.0,,,,0.32843530145159855,0.46966498534002366,0.0,0.0,0.0,1.0,1.0
has_park_res200,float64,2 (0.02%),0 (0.00%),0 (0.00%),6966 (62.04%),11229.0,,,,0.37964199839700774,0.48531940723870975,0.0,0.0,0.0,1.0,1.0
zonedist_level1_res30,float64,4 (0.04%),0 (0.00%),0 (0.00%),2011 (17.91%),11229.0,,,,2.015228426395939,1.1934536712406485,0.0,1.0,3.0,3.0,3.0
zonedist_level2_res30,float64,25 (0.22%),0 (0.00%),0 (0.00%),472 (4.20%),11229.0,,,,17.620447056728114,12.261135438031939,0.0,7.0,12.0,30.0,40.0
zonedist_level3_res30,float64,62 (0.55%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,82.23474930982277,35.623770300240324,3.0,54.0,90.0,111.0,123.0
has_residence_res30,float64,2 (0.02%),0 (0.00%),0 (0.00%),3272 (29.14%),11229.0,,,,0.708611630599341,0.4544222457411051,0.0,0.0,1.0,1.0,1.0
has_manufacture_res30,float64,2 (0.02%),0 (0.00%),0 (0.00%),9158 (81.56%),11229.0,,,,0.1844331641285956,0.38785431381751334,0.0,0.0,0.0,0.0,1.0
has_commercial_res30,float64,2 (0.02%),0 (0.00%),0 (0.00%),9135 (81.35%),11229.0,,,,0.18648143200641196,0.38951202668582324,0.0,0.0,0.0,0.0,1.0
has_park_res30,float64,2 (0.02%),0 (0.00%),0 (0.00%),9540 (84.96%),11229.0,,,,0.1504141063318194,0.35749277515744526,0.0,0.0,0.0,0.0,1.0
zonedist_level1_res500,float64,4 (0.04%),0 (0.00%),0 (0.00%),1357 (12.08%),11229.0,,,,2.1186214266631045,1.0751921419525725,0.0,1.0,3.0,3.0,3.0
zonedist_level2_res500,float64,19 (0.17%),0 (0.00%),0 (0.00%),344 (3.06%),11229.0,,,,14.206162614658474,11.657602294944958,0.0,7.0,10.0,28.0,39.0
zonedist_level3_res500,float64,32 (0.28%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,80.01246771751714,33.19875461559247,4.0,54.0,88.0,112.0,122.0
has_residence_res500,float64,2 (0.02%),0 (0.00%),0 (0.00%),703 (6.26%),11229.0,,,,0.937394247038917,0.2422632853654979,0.0,1.0,1.0,1.0,1.0
has_manufacture_res500,float64,2 (0.02%),0 (0.00%),0 (0.00%),6260 (55.75%),11229.0,,,,0.442514916733458,0.4967065901052952,0.0,0.0,0.0,1.0,1.0
has_commercial_res500,float64,2 (0.02%),0 (0.00%),0 (0.00%),5224 (46.52%),11229.0,,,,0.5347760263603171,0.4988113732107356,0.0,0.0,1.0,1.0,1.0
has_park_res500,float64,2 (0.02%),0 (0.00%),0 (0.00%),3074 (27.38%),11229.0,,,,0.7262445453735863,0.4459048246187876,0.0,0.0,1.0,1.0,1.0
o3_july24,float64,32 (0.28%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.14804580885963212,0.00020966397611367192,0.1478179425705308,0.1479284465312923,0.1480072587728466,0.1480111147091512,0.1495011895894372
population_res1000,float64,84 (0.75%),0 (0.00%),0 (0.00%),40 (0.36%),11229.0,,,,17176.866272988234,10137.109348381991,0.0,9967.45101292928,16282.47876550808,26053.54858104388,44340.11022673713
B01,float64,1098 (9.78%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1196.3647697925016,401.9317464154014,169.0,960.0,1190.0,1447.0,2817.0
B02,float64,1572 (14.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1165.5456407516253,534.0660366619229,124.0,838.0,1112.0,1396.0,5504.0
B03,float64,1499 (13.35%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1323.7336361207588,535.3079891432745,157.0,994.0,1258.0,1544.0,5624.0
B04,float64,1677 (14.93%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1398.7867129753317,604.8342478884084,99.0,1030.0,1354.0,1686.0,5800.0
B05,float64,1869 (16.64%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1656.0683943360941,531.3233417990754,387.0,1307.0,1591.0,1912.0,5406.0
B06,float64,1872 (16.67%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2109.941045507169,518.3689923890188,379.0,1756.0,2058.0,2409.0,5204.0
B07,float64,2070 (18.43%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2268.949951019681,612.0616353620371,256.0,1838.0,2184.0,2620.0,5167.0
B08,float64,1477 (13.15%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2278.7015762757146,705.6562949783058,288.0,1788.0,2164.0,2670.0,5860.0
B8A,float64,2111 (18.80%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2310.9934099207408,633.338239466955,449.0,1865.0,2217.0,2673.0,5649.0
B09,float64,1202 (10.70%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2473.6753940689287,546.3270643984326,848.0,2099.0,2399.0,2738.0,4895.0
B11,float64,1750 (15.58%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,2160.845578413038,493.50170430779633,774.0,1833.0,2057.0,2384.0,5300.0
B12,float64,1938 (17.26%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1879.8895716448483,561.1243148454698,766.0,1503.0,1811.0,2159.0,5215.0
sentinel_2_ndvi,float64,8138 (72.47%),0 (0.00%),192 (1.71%),6 (0.05%),11229.0,,,,0.24005158316859143,0.21750121722579324,-0.1611823759063023,0.0738805970149253,0.1617283950617284,0.3532934131736527,0.9173824130879346
sentinel_2_evi,float64,8299 (73.91%),0 (0.00%),495 (4.41%),6 (0.05%),11229.0,,,,1.132017721299606,22.393555238676413,-712.500000035625,0.3923160173159961,0.8815739689745833,1.6444701795019314,1467.499999926625
sentinel_2_savi,float64,8251 (73.48%),0 (0.00%),192 (1.71%),6 (0.05%),11229.0,,,,0.36002554906035605,0.32620819996985845,-0.2417398578000769,0.1108105587165355,0.2425551612405418,0.529840972871823,1.3759329311931014
sentinel_2_gndvi,float64,8238 (73.36%),0 (0.00%),58 (0.52%),4 (0.04%),11229.0,,,,0.26228113062377867,0.18709422507708892,-0.0686243217363538,0.1189979123173252,0.2018111254851163,0.3671066714234617,0.8507726269315485
sentinel_2_arvi,float64,8241 (73.39%),0 (0.00%),2892 (25.75%),34 (0.30%),11229.0,,,,0.1708440669530217,0.23426335238166351,-0.3466550825369169,-0.0023656640757011,0.0871679760568633,0.2853304674905887,0.9429429429429252
sentinel_2_msavi,float64,8251 (73.48%),0 (0.00%),192 (1.71%),6 (0.05%),11229.0,,,,0.34362533014211516,0.25141918789830625,-0.3841317523420002,0.1375749395283492,0.2783738358546088,0.5220548911554488,0.9569068647488166
sentinel_2_ndwi,float64,8136 (72.46%),0 (0.00%),11167 (99.45%),4 (0.04%),11229.0,,,,-0.26228113062378633,0.18709422507709372,-0.8507726269315673,-0.3671066714234748,-0.2018111254851229,-0.1189979123173277,0.0686243217363549
sentinel_2_awei_nsh,float64,7315 (65.14%),0 (0.00%),11228 (99.99%),0 (0.00%),11229.0,,,,-9087.819485261376,2664.8783121904644,-26015.25,-10320.5,-8621.5,-7322.0,1381.0
sentinel_2_awei_sh,float64,6624 (58.99%),0 (0.00%),4417 (39.34%),1 (0.01%),11229.0,,,,667.9984415353103,1960.1993521033614,-8278.5,-578.0,411.0,1636.25,8959.5
sentinel_2_ndsi,float64,8270 (73.65%),0 (0.00%),10925 (97.29%),0 (0.00%),11229.0,,,,-0.2578867796626731,0.14402186269391268,-0.7515822784809532,-0.3507960965587994,-0.2493554327808379,-0.1576317761678701,0.2574312955692617
sentinel_2_nbr,float64,8275 (73.69%),0 (0.00%),3936 (35.05%),2 (0.02%),11229.0,,,,0.08765153576042219,0.18952031471477712,-0.6356275303643403,-0.0378197997775295,0.0586353944562884,0.1840839527765591,0.7076065455853137
sentinel_2_si,float64,8284 (73.77%),0 (0.00%),169 (1.51%),1 (0.01%),11229.0,,,,0.32225052379617913,0.16468170240585273,-0.2676767676767628,0.20687460216422,0.3052631578947264,0.4258025439127672,0.8493339457969292
sentinel_2_ndbi,float64,8227 (73.27%),0 (0.00%),5711 (50.86%),17 (0.15%),11229.0,,,,-0.014121496961252809,0.1416442967692743,-0.4636251541307028,-0.0960307298335467,-0.0024903780846728,0.0790524354538195,0.6246089676746611
sentinel_2_ui,float64,8256 (73.52%),0 (0.00%),538 (4.79%),4 (0.04%),11229.0,,,,0.23931403300972268,0.1724160466657656,-0.2796517954298112,0.1180498493563375,0.214259190493865,0.3379867744305533,0.8408779149519505
sentinel_2_ibi,float64,8315 (74.05%),0 (0.00%),8027 (71.48%),0 (0.00%),11229.0,,,,-0.03621917267236426,101.00092920415058,-1591.6613265656083,-3.2393170432256877,-1.9177541696138576,0.5024339797699124,8354.999321156194
sentinel_2_albedo,float64,8298 (73.90%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,1737.9312323511326,446.7271442292569,324.7578740157481,1483.4694881889766,1669.2037401574803,1898.3553149606296,5493.070866141732
street_width_res100,float64,715 (6.37%),0 (0.00%),0 (0.00%),11 (0.10%),11229.0,,,,40.503794962329685,9.250974891387674,0.0,33.1,39.2,46.357143,71.0
street_traffic_res100,float64,5 (0.04%),0 (0.00%),11 (0.10%),0 (0.00%),11229.0,,,,2.594621070442604,1.169950744529643,-1.0,1.0,3.0,4.0,4.0
street_lanes_res100,float64,269 (2.40%),0 (0.00%),0 (0.00%),11 (0.10%),11229.0,,,,3.5680432699617057,0.9927266438784261,0.0,3.0,3.5,4.0,6.5
street_orientation_res100,float64,5 (0.04%),0 (0.00%),11 (0.10%),1848 (16.46%),11229.0,,,,1.840591326030813,1.003496668698678,-1.0,1.0,2.0,3.0,3.0
street_width_res30,float64,535 (4.76%),0 (0.00%),0 (0.00%),862 (7.68%),11229.0,,,,39.126429760174545,16.345607720736943,0.0,30.0,38.0,50.0,106.0
street_traffic_res30,float64,5 (0.04%),0 (0.00%),862 (7.68%),0 (0.00%),11229.0,,,,2.4009261733012734,1.4859222529839395,-1.0,1.0,3.0,4.0,4.0
street_lanes_res30,float64,135 (1.20%),0 (0.00%),0 (0.00%),862 (7.68%),11229.0,,,,3.4695149511888856,1.559054029338767,0.0,3.0,3.5,4.0,8.0
street_orientation_res30,float64,5 (0.04%),0 (0.00%),862 (7.68%),1441 (12.83%),11229.0,,,,1.6475198147653398,1.1886862543568282,-1.0,1.0,2.0,2.0,3.0
has_residence_res30_distance,float64,197 (1.75%),0 (0.00%),0 (0.00%),7957 (70.86%),11229.0,,,,1.9966308595778788,5.083485152821306,0.0,0.0,0.0,1.0,35.112698
has_manufacture_res30_distance,float64,1063 (9.47%),0 (0.00%),0 (0.00%),2071 (18.44%),11229.0,,,,20.594224609154868,21.716110414515043,0.0,3.0,13.313708,30.142136,92.92388
has_commercial_res30_distance,float64,531 (4.73%),0 (0.00%),0 (0.00%),2094 (18.65%),11229.0,,,,11.182932695921275,10.539950833138972,0.0,2.0,9.0,17.142136,48.526913
has_park_res30_distance,float64,264 (2.35%),0 (0.00%),0 (0.00%),1689 (15.04%),11229.0,,,,7.054161370496036,6.369307498951547,0.0,2.0,5.656854,10.828427,29.79899
aod47_mean_3x3,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.265533389075245,0.019728921251522744,0.2368333333333333,0.2507222222222223,0.2593333333333333,0.283,0.3079444444444444
aod55_mean_3x3,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,,,,0.19149389477642215,0.01437261388704601,0.1704444444444444,0.1808888888888889,0.1870555555555555,0.2042777777777777,0.2225555555555555
building_height_res100_mean_3x3,float64,1320 (11.76%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,65.99663641214711,42.845125059796075,0.0,40.66715,58.156357,84.43575,330.60373
building_height_std_res100_mean_3x3,float64,1299 (11.57%),0 (0.00%),542 (4.83%),0 (0.00%),11229.0,,,,25.726118380270776,23.85624625579841,-1.0,11.532061,17.922525,33.57607,204.62955
building_year_res100_mean_3x3,float64,1318 (11.74%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,1725.7261492813252,437.19408957983626,0.0,1718.0638,1926.9852,1941.3197,1994.6111
building_area_res100_mean_3x3,float64,1324 (11.79%),0 (0.00%),0 (0.00%),288 (2.56%),11229.0,,,,22997.72303859845,9516.601803225318,0.0,17859.54,23472.28,29770.795,52629.336
building_height_res30_mean_3x3,float64,3722 (33.15%),0 (0.00%),0 (0.00%),957 (8.52%),11229.0,,,,56.830116578386324,51.342561663886585,0.0,24.184074,46.75138,69.972404,466.90744
