,building_height,building_sd,building_year,building_area
447,129.63416,0.0,2012.0,22.64767
448,129.63416,0.0,2012.0,22.64767
449,129.63416,0.0,2012.0,22.64767
450,129.63416,0.0,2012.0,22.64767
451,47.335,0.81882536,1915.0,2219.1953
452,47.335,0.81882536,1915.0,2219.1953
453,47.335,0.81882536,1915.0,2219.1953
454,47.335,0.81882536,1915.0,2219.1953
455,47.335,0.81882536,1915.0,2219.1953
456,47.11,0.49,1915.0,112.329575
457,47.11,0.49,1915.0,112.329575
458,46.886665,1.1830281,1915.0,5464.808
459,46.83,0.0,1915.0,187.68779
460,46.83,0.0,1915.0,187.68779
461,46.83,0.0,1915.0,187.68779
462,58.43,0.0,1931.0,147.40474
463,58.43,0.0,1931.0,147.40474
464,37.12,21.31,1931.0,1419.9752
465,33.895,18.085,1931.0,1462.9343
466,33.895,18.085,1931.0,1462.9343
467,60.99,9.01,1974.0,5437.185
468,81.34,11.34,1968.5,2619.655
469,81.34,11.34,1968.5,2619.655
470,92.68,0.0,1920.0,191.62631
471,92.68,0.0,1920.0,191.62631
472,92.68,0.0,1920.0,191.62631
473,92.68,0.0,1920.0,2767.5178
474,92.68,0.0,1920.0,2767.5178
475,92.68,0.0,1920.0,2767.5178
476,0.0,-1.0,0.0,0.0
477,0.0,-1.0,0.0,0.0
478,0.0,-1.0,0.0,0.0
479,0.0,-1.0,0.0,0.0
480,33.116665,4.6759977,1930.0,2441.8037
481,33.116665,4.6759977,1930.0,2441.8037
482,92.68,0.0,1920.0,1162.5527
483,92.68,0.0,1920.0,1162.5527
484,92.68,0.0,1920.0,1162.5527
485,23.556667,6.849118,1936.0,704.6406
486,92.68,0.0,1920.0,1335.3671
487,92.68,0.0,1920.0,1335.3671
488,92.68,0.0,1920.0,1335.3671
489,46.025,0.015,1910.0,111.85281
490,46.025,0.015,1910.0,111.85281
491,46.025,0.015,1910.0,111.85281
492,46.025,0.015,1910.0,111.85281
493,46.025,0.015,1910.0,111.85281
494,46.025,0.015,1910.0,111.85281
495,0.0,-1.0,0.0,0.0
496,0.0,-1.0,0.0,0.0
497,0.0,-1.0,0.0,0.0
498,0.0,-1.0,0.0,0.0
499,0.0,-1.0,0.0,0.0
500,13.11,0.0,1930.0,6.896431
501,0.0,-1.0,0.0,0.0
502,30.986666,14.562336,1930.6666,1636.0454
503,30.986666,14.562336,1930.6666,1636.0454
504,0.0,-1.0,0.0,0.0
505,0.0,-1.0,0.0,0.0
506,0.0,-1.0,0.0,0.0
507,56.0,0.0,2017.0,6.7590857
508,0.0,-1.0,0.0,0.0
509,0.0,-1.0,0.0,0.0
510,0.0,-1.0,0.0,0.0
511,56.0,0.0,2017.0,159.22963
512,56.0,0.0,2017.0,159.22963
513,0.0,-1.0,0.0,0.0
514,0.0,-1.0,0.0,0.0
515,0.0,-1.0,0.0,0.0
516,0.0,-1.0,0.0,0.0
517,21.06,0.0,1965.0,279.035
518,0.0,-1.0,0.0,0.0
519,0.0,-1.0,0.0,0.0
520,0.0,-1.0,0.0,0.0
521,0.0,-1.0,0.0,0.0
522,0.0,-1.0,0.0,0.0
523,32.76,0.0,1931.0,1204.6606
524,0.0,-1.0,0.0,0.0
525,0.0,-1.0,0.0,0.0
526,32.76,0.0,1931.0,180.85272
527,32.76,0.0,1931.0,180.85272
528,32.76,0.0,1931.0,180.85272
529,0.0,-1.0,0.0,0.0
530,0.0,-1.0,0.0,0.0
531,0.0,-1.0,0.0,0.0
532,0.0,-1.0,0.0,0.0
533,0.0,-1.0,0.0,0.0
534,0.0,-1.0,0.0,0.0
535,0.0,-1.0,0.0,0.0
536,32.76,0.0,1931.0,866.7935
537,32.76,0.0,1931.0,866.7935
538,32.76,0.0,1931.0,1014.0861
539,32.76,0.0,1931.0,1014.0861
540,32.76,0.0,1931.0,1014.0861
541,0.0,-1.0,0.0,0.0
542,0.0,-1.0,0.0,0.0
543,0.0,-1.0,0.0,0.0
544,0.0,-1.0,0.0,0.0
545,0.0,-1.0,0.0,0.0
546,0.0,-1.0,0.0,0.0
547,0.0,-1.0,0.0,0.0
548,0.0,-1.0,0.0,0.0
549,0.0,-1.0,0.0,0.0
550,0.0,-1.0,0.0,0.0
551,0.0,-1.0,0.0,0.0
552,0.0,-1.0,0.0,0.0
553,0.0,-1.0,0.0,0.0
554,0.0,-1.0,0.0,0.0
555,0.0,-1.0,0.0,0.0
556,0.0,-1.0,0.0,0.0
557,0.0,-1.0,0.0,0.0
558,0.0,-1.0,0.0,0.0
559,0.0,-1.0,0.0,0.0
560,0.0,-1.0,0.0,0.0
561,0.0,-1.0,0.0,0.0
562,0.0,-1.0,0.0,0.0
563,0.0,-1.0,0.0,0.0
564,0.0,-1.0,0.0,0.0
565,0.0,-1.0,0.0,0.0
566,0.0,-1.0,0.0,0.0
567,0.0,-1.0,0.0,0.0
568,0.0,-1.0,0.0,0.0
569,0.0,-1.0,0.0,0.0
570,0.0,-1.0,0.0,0.0
571,0.0,-1.0,0.0,0.0
572,0.0,-1.0,0.0,0.0
573,0.0,-1.0,0.0,0.0
574,0.0,-1.0,0.0,0.0
575,0.0,-1.0,0.0,0.0
576,0.0,-1.0,0.0,0.0
577,0.0,-1.0,0.0,0.0
578,0.0,-1.0,0.0,0.0
579,0.0,-1.0,0.0,0.0
580,0.0,-1.0,0.0,0.0
581,0.0,-1.0,0.0,0.0
582,0.0,-1.0,0.0,0.0
583,0.0,-1.0,0.0,0.0
584,0.0,-1.0,0.0,0.0
585,0.0,-1.0,0.0,0.0
586,45.79,0.0,1925.0,2021.8627
587,45.79,0.0,1925.0,2021.8627
588,45.79,0.0,1925.0,767.8728
589,45.79,0.0,1925.0,767.8728
590,45.79,0.0,1925.0,767.8728
591,47.33,0.0,1913.0,88.961685
592,47.33,0.0,1913.0,88.961685
593,47.33,0.0,1913.0,925.3667
594,47.33,0.0,1913.0,925.3667
595,0.0,-1.0,0.0,0.0
596,0.0,-1.0,0.0,0.0
597,0.0,-1.0,0.0,0.0
598,0.0,-1.0,0.0,0.0
599,47.33,0.0,1913.0,1758.1958
600,47.33,0.0,1913.0,1758.1958
601,95.215,44.585,1927.0,745.88245
602,95.215,44.585,1927.0,745.88245
603,95.215,44.585,1927.0,745.88245
604,95.215,44.585,1927.0,745.88245
605,139.8,0.0,1923.0,4034.4836
606,139.8,0.0,1923.0,4034.4836
607,139.8,0.0,1923.0,4034.4836
608,139.8,0.0,1923.0,4034.4836
609,139.8,0.0,1923.0,4034.4836
610,139.8,0.0,1923.0,4034.4836
611,139.8,0.0,1923.0,4034.4836
612,139.8,0.0,1923.0,4034.4836
613,139.8,0.0,1923.0,4034.4836
614,139.8,0.0,1923.0,13.913045
615,139.8,0.0,1923.0,13.913045
616,139.8,0.0,1923.0,13.913045
617,139.8,0.0,1923.0,13.913045
618,0.0,-1.0,0.0,0.0
619,0.0,-1.0,0.0,0.0
620,0.0,-1.0,0.0,0.0
621,0.0,-1.0,0.0,0.0
622,0.0,-1.0,0.0,0.0
623,0.0,-1.0,0.0,0.0
624,0.0,-1.0,0.0,0.0
625,0.0,-1.0,0.0,0.0
626,0.0,-1.0,0.0,0.0
627,0.0,-1.0,0.0,0.0
628,0.0,-1.0,0.0,0.0
629,21.75,6.24,1936.5,3440.5583
630,21.75,6.24,1936.5,3440.5583
631,21.75,6.24,1936.5,3440.5583
632,21.75,6.24,1936.5,3440.5583
633,55.396667,39.318817,1955.6666,1811.5254
634,55.396667,39.318817,1955.6666,1811.5254
635,55.396667,39.318817,1955.6666,1811.5254
636,69.1,41.9,1971.5,1919.3276
637,69.1,41.9,1971.5,1919.3276
638,69.1,41.9,1971.5,1919.3276
639,69.1,41.9,1971.5,1919.3276
640,69.1,41.9,1971.5,1919.3276
641,111.0,0.0,2017.0,2327.5728
642,28.0,0.0,1993.0,2523.8064
643,28.0,0.0,1993.0,2523.8064
644,0.0,-1.0,0.0,0.0
645,0.0,-1.0,0.0,0.0
646,0.0,-1.0,0.0,0.0
647,0.0,-1.0,0.0,0.0
648,0.0,-1.0,0.0,0.0
649,0.0,-1.0,0.0,0.0
650,0.0,-1.0,0.0,0.0
651,25.555,9.545,1922.0,2267.3457
652,25.555,9.545,1922.0,2267.3457
653,25.555,9.545,1922.0,2267.3457
654,25.555,9.545,1922.0,1755.7291
655,25.555,9.545,1922.0,1755.7291
656,25.555,9.545,1922.0,1755.7291
657,35.1,0.0,1913.0,167.87416
658,23.23,0.0,1951.0,2660.6433
659,23.23,0.0,1951.0,2660.6433
660,23.23,0.0,1951.0,2660.6433
661,23.23,0.0,1951.0,946.22534
662,23.23,0.0,1951.0,946.22534
663,23.23,0.0,1951.0,946.22534
664,23.23,0.0,1951.0,946.22534
665,0.0,-1.0,0.0,0.0
666,0.0,-1.0,0.0,0.0
667,0.0,-1.0,0.0,0.0
668,0.0,-1.0,0.0,0.0
669,0.0,-1.0,0.0,0.0
670,19.075,4.155,1941.0,2628.1592
671,19.075,4.155,1941.0,2628.1592
672,19.075,4.155,1941.0,2628.1592
673,19.075,4.155,1941.0,2628.1592
674,14.92,0.0,1931.0,273.93384
675,14.92,0.0,1931.0,273.93384
676,14.92,0.0,1931.0,273.93384
677,14.92,0.0,1931.0,273.93384
678,0.0,-1.0,0.0,0.0
679,0.0,-1.0,0.0,0.0
680,0.0,-1.0,0.0,0.0
681,0.0,-1.0,0.0,0.0
682,16.13,0.0,1931.0,87.72677
683,16.25,0.0,1950.0,120.99791
684,16.25,0.0,1950.0,120.99791
685,16.25,0.0,1950.0,120.99791
686,16.25,0.0,1950.0,120.99791
687,31.202,11.833925,1921.6,1600.7603
688,31.202,11.833925,1921.6,1600.7603
689,31.202,11.833925,1921.6,1600.7603
690,41.416668,1.6563984,1919.1666,743.07153
691,41.416668,1.6563984,1919.1666,743.07153
692,59.275,15.275,1970.0,1054.941
693,59.275,15.275,1970.0,1054.941
694,35.11,5.374393,1942.0,4123.4424
