,aod_47,aod_55
286,0.28200000000000003,0.203
287,0.28200000000000003,0.203
288,0.28200000000000003,0.203
289,0.28200000000000003,0.203
290,0.28200000000000003,0.203
291,0.28200000000000003,0.203
292,0.28200000000000003,0.203
293,0.28200000000000003,0.203
294,0.28200000000000003,0.203
295,0.28200000000000003,0.203
296,0.28200000000000003,0.203
297,0.28200000000000003,0.203
298,0.28200000000000003,0.203
299,0.28200000000000003,0.203
300,0.28200000000000003,0.203
301,0.28200000000000003,0.203
302,0.28200000000000003,0.203
303,0.28200000000000003,0.203
304,0.28200000000000003,0.203
305,0.28200000000000003,0.203
306,0.28200000000000003,0.203
307,0.28200000000000003,0.203
308,0.28200000000000003,0.203
309,0.28200000000000003,0.203
310,0.28200000000000003,0.203
311,0.28200000000000003,0.203
312,0.28200000000000003,0.203
313,0.28200000000000003,0.203
314,0.28200000000000003,0.203
315,0.28200000000000003,0.203
316,0.28200000000000003,0.203
317,0.28200000000000003,0.203
318,0.28200000000000003,0.203
319,0.28200000000000003,0.203
320,0.28200000000000003,0.203
321,0.28200000000000003,0.203
322,0.28200000000000003,0.203
323,0.28200000000000003,0.203
324,0.28200000000000003,0.203
325,0.28200000000000003,0.203
326,0.28200000000000003,0.203
327,0.28200000000000003,0.203
328,0.28200000000000003,0.203
329,0.28200000000000003,0.203
330,0.28200000000000003,0.203
331,0.28200000000000003,0.203
332,0.28200000000000003,0.203
333,0.28200000000000003,0.203
334,0.28200000000000003,0.203
335,0.28200000000000003,0.203
336,0.28200000000000003,0.203
337,0.28200000000000003,0.203
338,0.28200000000000003,0.203
339,0.28200000000000003,0.203
340,0.28200000000000003,0.203
341,0.28200000000000003,0.203
342,0.28200000000000003,0.203
343,0.28200000000000003,0.203
344,0.28200000000000003,0.203
345,0.28200000000000003,0.203
346,0.28200000000000003,0.203
347,0.28200000000000003,0.203
348,0.28200000000000003,0.203
349,0.28200000000000003,0.203
350,0.28200000000000003,0.203
351,0.28200000000000003,0.203
352,0.28200000000000003,0.203
353,0.28200000000000003,0.203
354,0.28200000000000003,0.203
355,0.28200000000000003,0.203
356,0.28200000000000003,0.203
357,0.28200000000000003,0.203
358,0.28200000000000003,0.203
359,0.28200000000000003,0.203
360,0.28200000000000003,0.203
361,0.28200000000000003,0.203
362,0.28200000000000003,0.203
363,0.28200000000000003,0.203
364,0.28200000000000003,0.203
365,0.28200000000000003,0.203
366,0.28200000000000003,0.203
367,0.28200000000000003,0.203
368,0.28200000000000003,0.203
369,0.28200000000000003,0.203
370,0.28200000000000003,0.203
371,0.28200000000000003,0.203
372,0.28200000000000003,0.203
373,0.28200000000000003,0.203
374,0.28200000000000003,0.203
375,0.28200000000000003,0.203
376,0.28200000000000003,0.203
377,0.28200000000000003,0.203
378,0.28200000000000003,0.203
379,0.28200000000000003,0.203
380,0.28200000000000003,0.203
381,0.28200000000000003,0.203
382,0.28200000000000003,0.203
383,0.28200000000000003,0.203
384,0.28200000000000003,0.203
385,0.28200000000000003,0.203
386,0.28200000000000003,0.203
387,0.28200000000000003,0.203
388,0.28200000000000003,0.203
389,0.28200000000000003,0.203
390,0.28200000000000003,0.203
391,0.28200000000000003,0.203
392,0.28200000000000003,0.203
393,0.28200000000000003,0.203
394,0.28200000000000003,0.203
395,0.28200000000000003,0.203
396,0.28200000000000003,0.203
397,0.28200000000000003,0.203
398,0.28200000000000003,0.203
399,0.28200000000000003,0.203
400,0.28200000000000003,0.203
401,0.28200000000000003,0.203
402,0.28200000000000003,0.203
403,0.28200000000000003,0.203
404,0.28200000000000003,0.203
405,0.28200000000000003,0.203
406,0.28200000000000003,0.203
407,0.28200000000000003,0.203
408,0.28200000000000003,0.203
409,0.28200000000000003,0.203
410,0.28200000000000003,0.203
411,0.28200000000000003,0.203
412,0.28200000000000003,0.203
413,0.28200000000000003,0.203
414,0.28200000000000003,0.203
415,0.28200000000000003,0.203
416,0.28200000000000003,0.203
417,0.28200000000000003,0.203
418,0.28200000000000003,0.203
419,0.28200000000000003,0.203
420,0.28200000000000003,0.203
421,0.28200000000000003,0.203
422,0.28200000000000003,0.203
423,0.28200000000000003,0.203
424,0.28200000000000003,0.203
425,0.28200000000000003,0.203
426,0.28200000000000003,0.203
427,0.28200000000000003,0.203
428,0.28200000000000003,0.203
429,0.28200000000000003,0.203
430,0.28200000000000003,0.203
431,0.28200000000000003,0.203
432,0.28200000000000003,0.203
433,0.28200000000000003,0.203
434,0.28200000000000003,0.203
435,0.28200000000000003,0.203
436,0.28200000000000003,0.203
437,0.28200000000000003,0.203
438,0.28200000000000003,0.203
439,0.28200000000000003,0.203
440,0.28200000000000003,0.203
441,0.28200000000000003,0.203
442,0.28200000000000003,0.203
443,0.28200000000000003,0.203
444,0.28200000000000003,0.203
445,0.28200000000000003,0.203
446,0.28200000000000003,0.203
447,0.28200000000000003,0.203
448,0.28200000000000003,0.203
449,0.28200000000000003,0.203
450,0.28200000000000003,0.203
451,0.28200000000000003,0.203
452,0.28200000000000003,0.203
453,0.28200000000000003,0.203
454,0.28200000000000003,0.203
455,0.28200000000000003,0.203
456,0.28200000000000003,0.203
457,0.28200000000000003,0.203
458,0.28200000000000003,0.203
459,0.28200000000000003,0.203
460,0.28200000000000003,0.203
461,0.28200000000000003,0.203
462,0.28200000000000003,0.203
463,0.28200000000000003,0.203
464,0.28200000000000003,0.203
465,0.28200000000000003,0.203
466,0.28200000000000003,0.203
467,0.28200000000000003,0.203
468,0.28200000000000003,0.203
469,0.28200000000000003,0.203
470,0.28200000000000003,0.203
471,0.28200000000000003,0.203
472,0.28200000000000003,0.203
473,0.28200000000000003,0.203
474,0.28200000000000003,0.203
475,0.28200000000000003,0.203
476,0.28200000000000003,0.203
477,0.28200000000000003,0.203
478,0.28200000000000003,0.203
479,0.28200000000000003,0.203
480,0.28200000000000003,0.203
481,0.28200000000000003,0.203
482,0.28200000000000003,0.203
483,0.28200000000000003,0.203
484,0.28200000000000003,0.203
485,0.28200000000000003,0.203
486,0.28200000000000003,0.203
487,0.28200000000000003,0.203
488,0.28200000000000003,0.203
489,0.28200000000000003,0.203
490,0.28200000000000003,0.203
491,0.28200000000000003,0.203
492,0.28200000000000003,0.203
493,0.28200000000000003,0.203
494,0.28200000000000003,0.203
495,0.28200000000000003,0.203
496,0.28200000000000003,0.203
497,0.28200000000000003,0.203
498,0.28200000000000003,0.203
499,0.28200000000000003,0.203
500,0.28200000000000003,0.203
501,0.28200000000000003,0.203
502,0.28200000000000003,0.203
503,0.28200000000000003,0.203
504,0.28200000000000003,0.203
505,0.28200000000000003,0.203
506,0.28200000000000003,0.203
507,0.28200000000000003,0.203
508,0.28200000000000003,0.203
509,0.28200000000000003,0.203
510,0.28200000000000003,0.203
511,0.28200000000000003,0.203
512,0.28200000000000003,0.203
513,0.28200000000000003,0.203
514,0.28200000000000003,0.203
515,0.28200000000000003,0.203
516,0.28200000000000003,0.203
517,0.28200000000000003,0.203
518,0.28200000000000003,0.203
519,0.24,0.17300000000000001
520,0.24,0.17300000000000001
521,0.24,0.17300000000000001
522,0.24,0.17300000000000001
523,0.24,0.17300000000000001
524,0.24,0.17300000000000001
525,0.24,0.17300000000000001
526,0.24,0.17300000000000001
527,0.24,0.17300000000000001
528,0.24,0.17300000000000001
529,0.24,0.17300000000000001
530,0.24,0.17300000000000001
531,0.24,0.17300000000000001
532,0.24,0.17300000000000001
533,0.24,0.17300000000000001
534,0.24,0.17300000000000001
535,0.24,0.17300000000000001
536,0.24,0.17300000000000001
537,0.24,0.17300000000000001
538,0.24,0.17300000000000001
539,0.24,0.17300000000000001
540,0.24,0.17300000000000001
541,0.24,0.17300000000000001
542,0.24,0.17300000000000001
543,0.24,0.17300000000000001
544,0.24,0.17300000000000001
545,0.24,0.17300000000000001
546,0.24,0.17300000000000001
547,0.24,0.17300000000000001
548,0.24,0.17300000000000001
549,0.24,0.17300000000000001
550,0.24,0.17300000000000001
551,0.24,0.17300000000000001
552,0.24,0.17300000000000001
553,0.24,0.17300000000000001
554,0.24,0.17300000000000001
555,0.24,0.17300000000000001
556,0.24,0.17300000000000001
557,0.24,0.17300000000000001
558,0.24,0.17300000000000001
559,0.24,0.17300000000000001
560,0.24,0.17300000000000001
561,0.24,0.17300000000000001
562,0.24,0.17300000000000001
563,0.24,0.17300000000000001
564,0.24,0.17300000000000001
565,0.24,0.17300000000000001
566,0.24,0.17300000000000001
567,0.24,0.17300000000000001
568,0.24,0.17300000000000001
569,0.24,0.17300000000000001
570,0.24,0.17300000000000001
571,0.24,0.17300000000000001
572,0.24,0.17300000000000001
573,0.24,0.17300000000000001
574,0.24,0.17300000000000001
575,0.24,0.17300000000000001
576,0.24,0.17300000000000001
577,0.24,0.17300000000000001
578,0.24,0.17300000000000001
579,0.24,0.17300000000000001
580,0.24,0.17300000000000001
581,0.24,0.17300000000000001
582,0.24,0.17300000000000001
583,0.24,0.17300000000000001
584,0.24,0.17300000000000001
585,0.24,0.17300000000000001
586,0.24,0.17300000000000001
587,0.24,0.17300000000000001
588,0.24,0.17300000000000001
589,0.24,0.17300000000000001
590,0.24,0.17300000000000001
591,0.24,0.17300000000000001
592,0.24,0.17300000000000001
593,0.24,0.17300000000000001
594,0.24,0.17300000000000001
595,0.24,0.17300000000000001
596,0.24,0.17300000000000001
597,0.24,0.17300000000000001
598,0.24,0.17300000000000001
599,0.24,0.17300000000000001
600,0.24,0.17300000000000001
601,0.24,0.17300000000000001
602,0.24,0.17300000000000001
603,0.24,0.17300000000000001
604,0.24,0.17300000000000001
605,0.24,0.17300000000000001
606,0.24,0.17300000000000001
607,0.24,0.17300000000000001
608,0.24,0.17300000000000001
609,0.24,0.17300000000000001
610,0.24,0.17300000000000001
611,0.24,0.17300000000000001
612,0.24,0.17300000000000001
613,0.24,0.17300000000000001
614,0.24,0.17300000000000001
615,0.24,0.17300000000000001
616,0.24,0.17300000000000001
617,0.24,0.17300000000000001
618,0.24,0.17300000000000001
619,0.24,0.17300000000000001
620,0.24,0.17300000000000001
621,0.24,0.17300000000000001
622,0.24,0.17300000000000001
623,0.24,0.17300000000000001
624,0.24,0.17300000000000001
625,0.24,0.17300000000000001
626,0.24,0.17300000000000001
627,0.24,0.17300000000000001
628,0.24,0.17300000000000001
629,0.24,0.17300000000000001
630,0.24,0.17300000000000001
631,0.24,0.17300000000000001
632,0.24,0.17300000000000001
633,0.24,0.17300000000000001
634,0.24,0.17300000000000001
635,0.24,0.17300000000000001
636,0.24,0.17300000000000001
637,0.24,0.17300000000000001
638,0.24,0.17300000000000001
639,0.24,0.17300000000000001
640,0.24,0.17300000000000001
641,0.24,0.17300000000000001
642,0.24,0.17300000000000001
643,0.24,0.17300000000000001
644,0.24,0.17300000000000001
645,0.24,0.17300000000000001
646,0.24,0.17300000000000001
647,0.24,0.17300000000000001
648,0.24,0.17300000000000001
649,0.24,0.17300000000000001
650,0.24,0.17300000000000001
651,0.2485,0.179
652,0.2485,0.179
653,0.2485,0.179
654,0.2485,0.179
655,0.2485,0.179
656,0.2485,0.179
657,0.2485,0.179
658,0.2485,0.179
659,0.2485,0.179
660,0.2485,0.179
661,0.2485,0.179
662,0.2485,0.179
663,0.2485,0.179
664,0.2485,0.179
665,0.2485,0.179
666,0.2485,0.179
667,0.2485,0.179
668,0.2485,0.179
669,0.2485,0.179
670,0.2485,0.179
671,0.2485,0.179
672,0.2485,0.179
673,0.2485,0.179
674,0.2485,0.179
675,0.2485,0.179
676,0.2485,0.179
677,0.2485,0.179
678,0.2485,0.179
679,0.2485,0.179
680,0.2485,0.179
681,0.2485,0.179
682,0.2485,0.179
683,0.2485,0.179
684,0.2485,0.179
685,0.2485,0.179
686,0.2485,0.179
687,0.2485,0.179
688,0.2485,0.179
689,0.2485,0.179
690,0.2485,0.179
691,0.2485,0.179
692,0.2485,0.179
693,0.2485,0.179
694,0.2485,0.179
695,0.2485,0.179
696,0.2485,0.179
697,0.2485,0.179
698,0.2485,0.179
699,0.2485,0.179
700,0.2485,0.179
701,0.2485,0.179
702,0.2485,0.179
703,0.2485,0.179
704,0.2485,0.179
705,0.2485,0.179
706,0.2485,0.179
707,0.2485,0.179
708,0.2485,0.179
709,0.2485,0.179
710,0.2485,0.179
711,0.2485,0.179
712,0.2485,0.179
713,0.2485,0.179
714,0.2485,0.179
715,0.2485,0.179
716,0.2485,0.179
717,0.2485,0.179
718,0.2485,0.179
719,0.2485,0.179
720,0.2485,0.179
721,0.2485,0.179
722,0.2485,0.179
723,0.2485,0.179
724,0.2485,0.179
725,0.2485,0.179
726,0.2485,0.179
727,0.2485,0.179
728,0.2485,0.179
729,0.2485,0.179
730,0.2485,0.179
731,0.2485,0.179
732,0.2485,0.179
733,0.2485,0.179
734,0.2485,0.179
735,0.2485,0.179
736,0.2485,0.179
737,0.2485,0.179
738,0.2485,0.179
739,0.2485,0.179
740,0.2485,0.179
741,0.2485,0.179
742,0.2485,0.179
743,0.2485,0.179
744,0.2485,0.179
745,0.2485,0.179
746,0.2485,0.179
747,0.2485,0.179
748,0.2485,0.179
749,0.2485,0.179
750,0.2485,0.179
751,0.2485,0.179
752,0.2485,0.179
753,0.2485,0.179
754,0.2485,0.179
755,0.2485,0.179
756,0.2485,0.179
757,0.2485,0.179
758,0.2485,0.179
759,0.2485,0.179
760,0.2485,0.179
761,0.2485,0.179
762,0.2485,0.179
763,0.2485,0.179
764,0.2485,0.179
765,0.2485,0.179
766,0.2485,0.179
767,0.2485,0.179
768,0.2485,0.179
769,0.2485,0.179
770,0.2485,0.179
771,0.2485,0.179
772,0.2485,0.179
773,0.2485,0.179
774,0.2485,0.179
775,0.2485,0.179
776,0.2485,0.179
777,0.2485,0.179
778,0.2485,0.179
779,0.2485,0.179
780,0.2485,0.179
781,0.2485,0.179
782,0.2485,0.179
783,0.2485,0.179
784,0.2485,0.179
785,0.2485,0.179
786,0.2585,0.186
787,0.2585,0.186
788,0.2585,0.186
789,0.2585,0.186
790,0.2585,0.186
791,0.2585,0.186
792,0.2585,0.186
793,0.2585,0.186
794,0.2585,0.186
795,0.2585,0.186
796,0.2585,0.186
797,0.2585,0.186
798,0.2585,0.186
799,0.2585,0.186
800,0.2585,0.186
801,0.2585,0.186
802,0.2585,0.186
803,0.2585,0.186
804,0.2585,0.186
805,0.2585,0.186
806,0.2585,0.186
807,0.2585,0.186
808,0.2585,0.186
809,0.2585,0.186
810,0.2585,0.186
811,0.2585,0.186
812,0.2585,0.186
813,0.2585,0.186
814,0.2585,0.186
815,0.2585,0.186
816,0.2585,0.186
817,0.2585,0.186
818,0.2585,0.186
819,0.2585,0.186
820,0.2585,0.186
821,0.2585,0.186
822,0.2585,0.186
823,0.2585,0.186
824,0.2585,0.186
825,0.2585,0.186
826,0.2585,0.186
827,0.2585,0.186
828,0.2585,0.186
829,0.2585,0.186
830,0.2585,0.186
831,0.2585,0.186
832,0.2585,0.186
833,0.2585,0.186
834,0.2585,0.186
835,0.2585,0.186
836,0.2585,0.186
837,0.2585,0.186
838,0.2585,0.186
839,0.2585,0.186
840,0.2585,0.186
841,0.2585,0.186
842,0.2585,0.186
843,0.2585,0.186
844,0.2585,0.186
845,0.2585,0.186
846,0.2585,0.186
847,0.2585,0.186
848,0.2585,0.186
849,0.2585,0.186
850,0.2585,0.186
851,0.2585,0.186
852,0.2585,0.186
853,0.2585,0.186
854,0.2585,0.186
855,0.2585,0.186
856,0.2585,0.186
857,0.2585,0.186
858,0.2585,0.186
859,0.2585,0.186
860,0.2585,0.186
861,0.2585,0.186
862,0.2585,0.186
863,0.2585,0.186
864,0.2585,0.186
865,0.2585,0.186
866,0.2585,0.186
867,0.2585,0.186
868,0.2585,0.186
869,0.2585,0.186
870,0.2585,0.186
871,0.2585,0.186
872,0.2585,0.186
873,0.2585,0.186
874,0.2585,0.186
875,0.24,0.17300000000000001
876,0.24,0.17300000000000001
877,0.24,0.17300000000000001
878,0.24,0.17300000000000001
879,0.24,0.17300000000000001
880,0.24,0.17300000000000001
881,0.24,0.17300000000000001
882,0.24,0.17300000000000001
883,0.24,0.17300000000000001
884,0.24,0.17300000000000001
885,0.24,0.17300000000000001
886,0.24,0.17300000000000001
887,0.24,0.17300000000000001
888,0.24,0.17300000000000001
889,0.24,0.17300000000000001
890,0.24,0.17300000000000001
891,0.24,0.17300000000000001
892,0.24,0.17300000000000001
893,0.24,0.17300000000000001
894,0.24,0.17300000000000001
895,0.24,0.17300000000000001
896,0.24,0.17300000000000001
897,0.24,0.17300000000000001
898,0.24,0.17300000000000001
899,0.24,0.17300000000000001
900,0.28200000000000003,0.203
901,0.28200000000000003,0.203
902,0.28200000000000003,0.203
903,0.28200000000000003,0.203
904,0.28200000000000003,0.203
905,0.28200000000000003,0.203
906,0.28200000000000003,0.203
907,0.28200000000000003,0.203
908,0.28200000000000003,0.203
909,0.28200000000000003,0.203
910,0.28200000000000003,0.203
911,0.28200000000000003,0.203
912,0.28200000000000003,0.203
913,0.28200000000000003,0.203
914,0.28200000000000003,0.203
915,0.28200000000000003,0.203
916,0.28200000000000003,0.203
917,0.28200000000000003,0.203
918,0.28200000000000003,0.203
919,0.28200000000000003,0.203
920,0.28200000000000003,0.203
921,0.24,0.17300000000000001
922,0.24,0.17300000000000001
923,0.24,0.17300000000000001
924,0.24,0.17300000000000001
925,0.24,0.17300000000000001
926,0.24,0.17300000000000001
927,0.24,0.17300000000000001
928,0.24,0.17300000000000001
929,0.24,0.17300000000000001
930,0.24,0.17300000000000001
931,0.24,0.17300000000000001
932,0.24,0.17300000000000001
933,0.24,0.17300000000000001
934,0.24,0.17300000000000001
935,0.24,0.17300000000000001
936,0.24,0.17300000000000001
937,0.24,0.17300000000000001
938,0.24,0.17300000000000001
939,0.24,0.17300000000000001
940,0.24,0.17300000000000001
941,0.24,0.17300000000000001
942,0.24,0.17300000000000001
943,0.24,0.17300000000000001
944,0.24,0.17300000000000001
945,0.24,0.17300000000000001
946,0.24,0.17300000000000001
947,0.24,0.17300000000000001
948,0.24,0.17300000000000001
949,0.24,0.17300000000000001
950,0.24,0.17300000000000001
951,0.24,0.17300000000000001
952,0.24,0.17300000000000001
953,0.24,0.17300000000000001
954,0.24,0.17300000000000001
955,0.24,0.17300000000000001
956,0.24,0.17300000000000001
957,0.24,0.17300000000000001
958,0.24,0.17300000000000001
959,0.24,0.17300000000000001
960,0.24,0.17300000000000001
961,0.24,0.17300000000000001
962,0.24,0.17300000000000001
963,0.24,0.17300000000000001
964,0.24,0.17300000000000001
965,0.24,0.17300000000000001
966,0.24,0.17300000000000001
967,0.24,0.17300000000000001
968,0.24,0.17300000000000001
969,0.24,0.17300000000000001
970,0.24,0.17300000000000001
971,0.24,0.17300000000000001
972,0.24,0.17300000000000001
973,0.24,0.17300000000000001
974,0.24,0.17300000000000001
975,0.24,0.17300000000000001
976,0.24,0.17300000000000001
977,0.24,0.17300000000000001
978,0.24,0.17300000000000001
979,0.24,0.17300000000000001
980,0.24,0.17300000000000001
981,0.24,0.17300000000000001
982,0.24,0.17300000000000001
983,0.24,0.17300000000000001
984,0.24,0.17300000000000001
985,0.24,0.17300000000000001
986,0.24,0.17300000000000001
987,0.24,0.17300000000000001
988,0.24,0.17300000000000001
989,0.24,0.17300000000000001
990,0.24,0.17300000000000001
991,0.24,0.17300000000000001
992,0.24,0.17300000000000001
993,0.24,0.17300000000000001
994,0.24,0.17300000000000001
995,0.24,0.17300000000000001
996,0.24,0.17300000000000001
997,0.24,0.17300000000000001
998,0.24,0.17300000000000001
999,0.24,0.17300000000000001
1000,0.24,0.17300000000000001
1001,0.24,0.17300000000000001
1002,0.24,0.17300000000000001
1003,0.24,0.17300000000000001
1004,0.24,0.17300000000000001
1005,0.24,0.17300000000000001
1006,0.24,0.17300000000000001
1007,0.24,0.17300000000000001
1008,0.24,0.17300000000000001
1009,0.24,0.17300000000000001
1010,0.24,0.17300000000000001
1011,0.24,0.17300000000000001
1012,0.24,0.17300000000000001
1013,0.24,0.17300000000000001
1014,0.24,0.17300000000000001
1015,0.24,0.17300000000000001
1016,0.24,0.17300000000000001
1017,0.24,0.17300000000000001
1018,0.24,0.17300000000000001
1019,0.24,0.17300000000000001
1020,0.24,0.17300000000000001
1021,0.24,0.17300000000000001
1022,0.24,0.17300000000000001
1023,0.24,0.17300000000000001
1024,0.24,0.17300000000000001
1025,0.24,0.17300000000000001
1026,0.24,0.17300000000000001
1027,0.24,0.17300000000000001
1028,0.24,0.17300000000000001
1029,0.24,0.17300000000000001
1030,0.24,0.17300000000000001
1031,0.24,0.17300000000000001
1032,0.24,0.17300000000000001
1033,0.24,0.17300000000000001
1034,0.24,0.17300000000000001
1035,0.24,0.17300000000000001
1036,0.24,0.17300000000000001
1037,0.24,0.17300000000000001
1038,0.24,0.17300000000000001
1039,0.24,0.17300000000000001
1040,0.24,0.17300000000000001
1041,0.24,0.17300000000000001
1042,0.232,0.167
1043,0.232,0.167
1044,0.232,0.167
1045,0.24,0.17300000000000001
1046,0.24,0.17300000000000001
1047,0.24,0.17300000000000001
1048,0.24,0.17300000000000001
1049,0.24,0.17300000000000001
1050,0.24,0.17300000000000001
1051,0.24,0.17300000000000001
1052,0.24,0.17300000000000001
1053,0.24,0.17300000000000001
1054,0.24,0.17300000000000001
1055,0.24,0.17300000000000001
1056,0.24,0.17300000000000001
1057,0.24,0.17300000000000001
1058,0.24,0.17300000000000001
1059,0.24,0.17300000000000001
1060,0.24,0.17300000000000001
1061,0.24,0.17300000000000001
1062,0.24,0.17300000000000001
1063,0.24,0.17300000000000001
1064,0.24,0.17300000000000001
1065,0.24,0.17300000000000001
