,hcho
251,0.00014126741734803063
252,0.00014126741734803063
253,0.00014126741734803063
254,0.00014126741734803063
255,0.00014126741734803063
256,0.00014126741734803063
257,0.00014126741734803063
258,0.00014126741734803063
259,0.00014126741734803063
260,0.00014126741734803063
261,0.00014126741734803063
262,0.00014126741734803063
263,0.00014126741734803063
264,0.00014126741734803063
265,0.00014126741734803063
266,0.00014126741734803063
267,0.00014126741734803063
268,0.00014126741734803063
269,0.00014126741734803063
270,0.00014126741734803063
271,0.00014126741734803063
272,0.00014126741734803063
273,0.00014126741734803063
274,0.00014126741734803063
275,0.00014126741734803063
276,0.00014126741734803063
277,0.00014126741734803063
278,0.00014126741734803063
279,0.00014126741734803063
280,0.00014126741734803063
281,0.00014126741734803063
282,0.00014126741734803063
283,0.00014126741734798672
284,0.00014126741734798672
285,0.00014126741734798672
286,0.00014126741734798672
287,0.00014126741734798672
288,0.00014126741734798672
289,0.00014126741734798672
290,0.00014126741734798672
291,0.00014126741734798672
292,0.00014126741734798672
293,0.00014126741734798672
294,0.00014126741734798672
295,0.00014126741734798672
296,0.00014126741734798672
297,0.00014126741734798672
298,0.00014126741734798672
299,0.00014126741734798672
300,0.00014126741734798672
301,0.00014126741734798672
302,0.00014126741734798672
303,0.00014126741734798672
304,0.00014126741734798672
305,0.00014126741734798672
306,0.00014126741734798672
307,0.00014126741734798672
308,0.00014126741734798672
309,0.00014126741734798672
310,0.00014126741734798672
311,0.00014126741734798672
312,0.00014126741734798672
313,0.00014126741734798672
314,0.00014126741734798672
315,0.00014126741734798672
316,0.00014126741734798672
317,0.00014126741734798672
318,0.00014126741734798672
319,0.00014126741734798672
320,0.00014126741734798672
321,0.00014126741734798672
322,0.00014126741734798672
323,0.00014126741734798672
324,0.00014126741734798672
325,0.00014126741734798672
326,0.00014126741734798672
327,0.00014126741734798672
328,0.00014126741734798672
329,0.00014126741734798672
330,0.00014126741734798672
331,0.00014126741734798672
332,0.00014126741734798672
333,0.00014126741734798672
334,0.00014126741734798672
335,0.00014126741734798672
336,0.00014126741734798672
337,0.00014126741734798672
338,0.00014126741734798672
339,0.00014126741734798672
340,0.00014126741734798672
341,0.00014126741734798672
342,0.00014126741734798672
343,0.00014126741734798672
344,0.00014126741734798672
345,0.00014126741734798672
346,0.00014126741734798672
347,0.00014126741734798672
348,0.00014126741734798672
349,0.00014126741734798672
350,0.00014126741734798672
351,0.00014126741734798672
352,0.00014126741734798672
353,0.00014126741734798672
354,0.00014126741734798672
355,0.00014126741734798672
356,0.00014126741734798672
357,0.00014126741734798672
358,0.00014126741734798672
359,0.00014126741734798672
360,0.00014126741734798672
361,0.00014126741734798672
362,0.00014126741734798672
363,0.00014126741734798672
364,0.00014126741734798672
365,0.00014126741734798672
366,0.00014126741734798672
367,0.00014126741734798672
368,0.00014126741734798672
369,0.00014126741734798672
370,0.00014126741734798672
371,0.00014126741734798672
372,0.00014126741734798672
373,0.00014126741734798672
374,0.00014126741734798672
375,0.00014126741734798672
376,0.00014126741734798672
377,0.00014126741734798672
378,0.00014126741734798672
379,0.00014126741734798672
380,0.00014126741734798672
381,0.00014126741734798672
382,0.00014126741734798672
383,0.00014126741734798672
384,0.00014126741734798672
385,0.00014126741734798672
386,0.00014126741734798672
387,0.00014126741734798672
388,0.00014126741734798672
389,0.00014126741734798672
390,0.00014126741734798672
391,0.00014126741734798672
392,0.00014126741734798672
393,0.00014126741734798672
394,0.00014126741734798672
395,0.00014126741734798672
396,0.00014126741734798672
397,0.00014126741734798672
398,0.00014126741734798672
399,0.00014126741734798672
400,0.00014126741734798672
401,0.00014126741734798672
402,0.00014126741734798672
403,0.00014126741734798672
404,0.00014126741734798672
405,0.00014126741734798672
406,0.00014126741734798672
407,0.00014126741734798672
408,0.00014126741734798672
409,0.00014126741734798672
410,0.00014126741734798672
411,0.00014126741734798672
412,0.00014126741734798672
413,0.00014126741734798672
414,0.00014126741734798672
415,0.00014126741734798672
416,0.00014126741734798672
417,0.00014126741734798672
418,0.00014126741734798672
419,0.00014126741734798672
420,0.00014126741734798672
421,0.00014126741734798672
422,0.00014126741734798672
423,0.00014126741734798672
424,0.00014126741734798672
425,0.00014126741734798672
426,0.00014126741734798672
427,0.00014126741734798672
428,0.00014126741734798672
429,0.00014126741734798672
430,0.00014126741734798672
431,0.00014126741734798672
432,0.00014126741734798672
433,0.00014126741734798672
434,0.00014126741734798672
435,0.00014126741734798672
436,0.00014126741734798672
437,0.00014126741734798672
438,0.00014126741734798672
439,0.00014126741734798672
440,0.00014126741734798672
441,0.00014126741734798672
442,0.00014126741734798672
443,0.00014126741734798672
444,0.00014126741734798672
445,0.00014126741734798672
446,0.00014126741734798672
447,0.00014126741734798672
448,0.00014126741734798672
449,0.00014126741734798672
450,0.00014126741734798672
451,0.00014126741734798672
452,0.00014126741734798672
453,0.00014126741734798672
454,0.00014126741734798672
455,0.00014126741734798672
456,0.00014126741734798672
457,0.00014126741734798672
458,0.00014126741734798672
459,0.00014126741734798672
460,0.00014126741734798672
461,0.00014126741734798672
462,0.00014126741734798672
463,0.00014126741734798672
464,0.00014126741734798672
465,0.00014126741734798672
466,0.00014126741734798672
467,0.00014126741734798672
468,0.00014126741734798672
469,0.00014126741734798672
470,0.00014126741734798672
471,0.00014126741734798672
472,0.00014126741734798672
473,0.00014126741734798672
474,0.00014126741734798672
475,0.00014126741734798672
476,0.00014126741734798672
477,0.00014126741734798672
478,0.00014126741734798672
479,0.00014126741734798672
480,0.00014126741734798672
481,0.00014126741734798672
482,0.00014126741734798672
483,0.00014126741734798672
484,0.00014126741734798672
485,0.00014126741734798672
486,0.00014126741734798672
487,0.00014126741734798672
488,0.00014126741734798672
489,0.00014126741734798672
490,0.00014126741734798672
491,0.00014126741734798672
492,0.00014126741734798672
493,0.00014126741734798672
494,0.00014126741734798672
495,0.00014126741734798672
496,0.00014126741734798672
497,0.00014126741734798672
498,0.00014126741734798672
499,0.00014126741734798672
500,0.00014126741734798672
501,0.00014126741734798672
502,0.00014126741734798672
503,0.00014126741734798672
504,0.00014126741734798672
505,0.00014126741734798672
506,0.00014126741734798672
507,0.00014126741734798672
508,0.00014126741734798672
509,0.00014126741734798672
510,0.00014126741734798672
511,0.00014126741734798672
512,0.00014126741734798672
513,0.00014126741734798672
514,0.00014126741734798672
515,0.00014126741734798672
516,0.00014126741734798672
517,0.00014126741734798672
518,0.00014126741734798672
519,0.00014126741734793024
520,0.00014126741734793024
521,0.00014126741734793024
522,0.00014126741734793024
523,0.00014126741734793024
524,0.00014126741734793024
525,0.00014126741734793024
526,0.00014126741734793024
527,0.00014126741734793024
528,0.00014126741734793024
529,0.00014126741734793024
530,0.00014126741734793024
531,0.00014126741734793024
532,0.00014126741734793024
533,0.00014126741734793024
534,0.00014126741734793024
535,0.00014126741734793024
536,0.00014126741734793024
537,0.00014126741734793024
538,0.00014126741734793024
539,0.00014126741734793024
540,0.00014126741734793024
541,0.00014126741734793024
542,0.00014126741734793024
543,0.00014126741734793024
544,0.00014126741734793024
545,0.00014126741734793024
546,0.00014126741734793024
547,0.00014126741734793024
548,0.00014126741734793024
549,0.00014126741734793024
550,0.00014126741734793024
551,0.00014126741734793024
552,0.00014126741734793024
553,0.00014126741734793024
554,0.00014126741734793024
555,0.00014126741734793024
556,0.00014126741734793024
557,0.00014126741734793024
558,0.00014126741734793024
559,0.00014126741734793024
560,0.00014126741734793024
561,0.00014126741734793024
562,0.00014126741734793024
563,0.00014126741734793024
564,0.00014126741734793024
565,0.00014126741734793024
566,0.00014126741734793024
567,0.00014126741734793024
568,0.00014126741734793024
569,0.00014126741734793024
570,0.00014126741734793024
571,0.00014126741734793024
572,0.00014126741734793024
573,0.00014126741734793024
574,0.00014126741734793024
575,0.00014126741734793024
576,0.00014126741734793024
577,0.00014126741734793024
578,0.00014126741734793024
579,0.00014126741734793024
580,0.00014126741734793024
581,0.00014126741734793024
582,0.00014126741734793024
583,0.00014126741734793024
584,0.00014126741734793024
585,0.00014126741734793024
586,0.00014126741734793024
587,0.00014126741734793024
588,0.00014126741734793024
589,0.00014126741734793024
590,0.00014126741734793024
591,0.00014126741734793024
592,0.00014126741734793024
593,0.00014126741734793024
594,0.00014126741734793024
595,0.00014126741734793024
596,0.00014126741734793024
597,0.00014126741734793024
598,0.00014126741734793024
599,0.00014126741734793024
600,0.00014126741734793024
601,0.00014126741734793024
602,0.00014126741734793024
603,0.00014126741734793024
604,0.00014126741734793024
605,0.00014126741734793024
606,0.00014126741734793024
607,0.00014126741734793024
608,0.00014126741734793024
609,0.00014126741734793024
610,0.00014126741734793024
611,0.00014126741734793024
612,0.00014126741734793024
613,0.00014126741734793024
614,0.00014126741734793024
615,0.00014126741734793024
616,0.00014126741734793024
617,0.00014126741734793024
618,0.00014126741734793024
619,0.00014126741734793024
620,0.00014126741734793024
621,0.00014126741734793024
622,0.00014126741734793024
623,0.00014126741734793024
624,0.00014126741734793024
625,0.00014126741734793024
626,0.00014126741734793024
627,0.00014126741734793024
628,0.00014126741734793024
629,0.00014126741734793024
630,0.00014126741734793024
631,0.00014126741734793024
632,0.00014126741734793024
633,0.00014126741734793024
634,0.00014126741734793024
635,0.00014126741734793024
636,0.00014126741734793024
637,0.00014126741734793024
638,0.00014126741734793024
639,0.00014126741734793024
640,0.00014126741734793024
641,0.00014126741734793024
642,0.00014126741734793024
643,0.00014126741734793024
644,0.00014126741734793024
645,0.00014126741734793024
646,0.00014126741734793024
647,0.00014126741734793024
648,0.00014126741734793024
649,0.00014126741734793024
650,0.00014126741734793024
651,0.00014126741734793024
652,0.00014126741734793024
653,0.00014126741734793024
654,0.00014126741734793024
655,0.00014126741734793024
656,0.00014126741734793024
657,0.00014126741734793024
658,0.00014126741734793024
659,0.00014126741734793024
660,0.00014126741734793024
661,0.00014126741734793024
662,0.00014126741734793024
663,0.00014126741734793024
664,0.00014126741734793024
665,0.00014126741734793024
666,0.00014126741734793024
667,0.00014126741734793024
668,0.00014126741734793024
669,0.00014126741734793024
670,0.00014126741734793024
671,0.00014126741734793024
672,0.00014126741734793024
673,0.00014126741734793024
674,0.00014126741734793024
675,0.00014126741734793024
676,0.00014126741734793024
677,0.00014126741734793024
678,0.00014126741734793024
679,0.00014126741734793024
680,0.00014126741734793024
681,0.00014126741734793024
682,0.00014126741734793024
683,0.00014126741734793024
684,0.00014126741734793024
685,0.00014126741734793024
686,0.00014126741734793024
687,0.00014126741734793024
688,0.00014126741734793024
689,0.00014126741734793024
690,0.00014126741734793024
691,0.00014126741734793024
692,0.00014126741734793024
693,0.00014126741734793024
694,0.00014126741734793024
695,0.00014126741734793024
696,0.00014126741734793024
697,0.00014126741734793024
698,0.00014126741734793024
699,0.00014126741734793024
700,0.00014126741734793024
701,0.00014126741734793024
702,0.00014126741734793024
703,0.00014126741734793024
704,0.00014126741734793024
705,0.00014126741734793024
706,0.00014126741734793024
707,0.00014126741734793024
708,0.00014126741734793024
709,0.00014126741734793024
710,0.00014126741734793024
711,0.00014126741734793024
712,0.00014126741734793024
713,0.00014126741734793024
714,0.00014126741734793024
715,0.00014126741734793024
716,0.00014126741734793024
717,0.00014126741734793024
718,0.00014126741734793024
719,0.00014126741734793024
720,0.00014126741734793024
721,0.00014126741734793024
722,0.00014126741734793024
723,0.00014126741734793024
724,0.00014126741734793024
725,0.00014126741734793024
726,0.00014126741734793024
727,0.00014126741734793024
728,0.00014126741734793024
729,0.00014126741734793024
730,0.00014126741734793024
731,0.00014126741734793024
732,0.00014126741734793024
733,0.00014126741734793024
734,0.00014126741734793024
735,0.00014126741734793024
736,0.00014126741734793024
737,0.00014126741734793024
738,0.00014126741734793024
739,0.00014126741734793024
740,0.00014126741734793024
741,0.00014126741734793024
742,0.00014126741734793024
743,0.00014126741734793024
744,0.00014126741734793024
745,0.00014126741734793024
746,0.00014126741734793024
747,0.00014126741734793024
748,0.00014126741734793024
749,0.00014126741734793024
750,0.00014126741734793024
751,0.00014126741734793024
752,0.00014126741734793024
753,0.00014126741734793024
754,0.00014126741734793024
755,0.00014126741734793024
756,0.00014126741734793024
757,0.00014126741734793024
758,0.00014126741734793024
759,0.00014126741734793024
760,0.00014126741734793024
761,0.00014126741734793024
762,0.00014126741734793024
763,0.00014126741734793024
764,0.00014126741734793024
765,0.00014126741734793024
766,0.00014126741734793024
767,0.00014126741734793024
768,0.00014126741734793024
769,0.00014126741734793024
770,0.00014126741734793024
771,0.00014126741734793024
772,0.00014126741734793024
773,0.00014126741734793024
774,0.00014126741734793024
775,0.00014126741734793024
776,0.00014126741734793024
777,0.00014126741734793024
778,0.00014126741734793024
779,0.00014126741734793024
780,0.00014126741734793024
781,0.00014126741734793024
782,0.00014126741734793024
783,0.00014126741734793024
784,0.00014126741734793024
785,0.00014126741734793024
786,0.0001412674173480871
787,0.0001412674173480871
788,0.0001412674173480871
789,0.0001412674173480871
790,0.0001412674173480871
791,0.0001412674173480871
792,0.0001412674173480871
793,0.0001412674173480871
794,0.0001412674173480871
795,0.0001412674173480871
796,0.0001412674173480871
797,0.0001412674173480871
798,0.0001412674173480871
799,0.0001412674173480871
800,0.0001412674173480871
801,0.0001412674173480871
802,0.0001412674173480871
803,0.0001412674173480871
804,0.0001412674173480871
805,0.0001412674173480871
806,0.0001412674173480871
807,0.0001412674173480871
808,0.0001412674173480871
809,0.0001412674173480871
810,0.0001412674173480871
811,0.0001412674173480871
812,0.0001412674173480871
813,0.0001412674173480871
814,0.0001412674173480871
815,0.0001412674173480871
816,0.0001412674173480871
817,0.0001412674173480871
818,0.0001412674173480871
819,0.0001412674173480871
820,0.0001412674173480871
821,0.0001412674173480871
822,0.0001412674173480871
823,0.0001412674173480871
824,0.0001412674173480871
825,0.0001412674173480871
826,0.0001412674173480871
827,0.0001412674173480871
828,0.0001412674173480871
829,0.0001412674173480871
830,0.0001412674173480871
831,0.0001412674173480871
832,0.0001412674173480871
833,0.0001412674173480871
834,0.0001412674173480871
835,0.0001412674173480871
836,0.0001412674173480871
837,0.0001412674173480871
838,0.0001412674173480871
839,0.0001412674173480871
840,0.0001412674173480871
841,0.0001412674173480871
842,0.0001412674173480871
843,0.0001412674173480871
844,0.0001412674173480871
845,0.0001412674173480871
846,0.0001412674173480871
847,0.0001412674173480871
848,0.0001412674173480871
849,0.0001412674173480871
850,0.0001412674173480871
851,0.0001412674173480871
852,0.0001412674173480871
853,0.0001412674173480871
854,0.0001412674173480871
855,0.0001412674173480871
856,0.0001412674173480871
857,0.0001412674173480871
858,0.0001412674173480871
859,0.0001412674173480871
860,0.0001412674173480871
861,0.0001412674173480871
862,0.0001412674173480871
863,0.0001412674173480871
864,0.0001412674173480871
865,0.0001412674173480871
866,0.0001412674173480871
867,0.0001412674173480871
868,0.0001412674173480871
869,0.0001412674173480871
870,0.0001412674173480871
871,0.0001412674173480871
872,0.0001412674173480871
873,0.0001412674173480871
874,0.0001412674173480871
875,0.0001412674173480871
876,0.0001412674173480871
877,0.0001412674173480871
878,0.0001412674173480871
879,0.0001412674173480871
880,0.0001412674173480871
881,0.0001412674173480871
882,0.0001412674173480871
883,0.0001412674173480871
884,0.0001412674173480871
885,0.0001412674173480871
886,0.0001412674173480871
887,0.0001412674173480871
888,0.0001412674173480871
889,0.0001412674173480871
890,0.0001412674173480871
891,0.0001412674173480871
892,0.0001412674173480871
893,0.0001412674173480871
894,0.0001412674173480871
895,0.0001412674173480871
896,0.0001412674173480871
897,0.0001412674173480871
898,0.0001412674173480871
899,0.0001412674173480871
900,0.00014126741734798672
901,0.00014126741734798672
902,0.00014126741734798672
903,0.00014126741734798672
904,0.00014126741734798672
905,0.00014126741734798672
906,0.00014126741734798672
907,0.00014126741734798672
908,0.00014126741734798672
909,0.00014126741734798672
910,0.00014126741734798672
911,0.00014126741734798672
912,0.00014126741734798672
913,0.00014126741734798672
914,0.00014126741734798672
915,0.00014126741734798672
916,0.00014126741734798672
917,0.00014126741734798672
918,0.00014126741734798672
919,0.00014126741734798672
920,0.00014126741734798672
921,0.0001412674173480871
922,0.0001412674173480871
923,0.0001412674173480871
924,0.0001412674173480871
925,0.0001412674173480871
926,0.0001412674173480871
927,0.0001412674173480871
928,0.0001412674173480871
929,0.0001412674173480871
930,0.0001412674173480871
931,0.0001412674173480871
932,0.0001412674173480871
933,0.0001412674173480871
934,0.0001412674173480871
935,0.0001412674173480871
936,0.0001412674173480871
937,0.0001412674173480871
938,0.0001412674173480871
939,0.0001412674173480871
940,0.0001412674173480871
941,0.0001412674173480871
942,0.0001412674173480871
943,0.0001412674173480871
944,0.0001412674173480871
945,0.0001412674173480871
946,0.0001412674173480871
947,0.0001412674173480871
948,0.0001412674173480871
949,0.0001412674173480871
950,0.0001412674173480871
951,0.0001412674173480871
952,0.0001412674173480871
953,0.0001412674173480871
954,0.0001412674173480871
955,0.0001412674173480871
956,0.0001412674173480871
957,0.0001412674173480871
958,0.0001412674173480871
959,0.0001412674173480871
960,0.0001412674173480871
961,0.0001412674173480871
962,0.0001412674173480871
963,0.0001412674173480871
964,0.0001412674173480871
965,0.0001412674173480871
966,0.0001412674173480871
967,0.0001412674173480871
968,0.0001412674173480871
969,0.0001412674173480871
970,0.0001412674173480871
971,0.0001412674173480871
972,0.0001412674173480871
973,0.0001412674173480871
974,0.0001412674173480871
975,0.0001412674173480871
976,0.0001412674173480871
977,0.0001412674173480871
978,0.0001412674173480871
979,0.0001412674173480871
980,0.0001412674173480871
981,0.0001412674173480871
982,0.0001412674173480871
983,0.0001412674173480871
984,0.0001412674173480871
985,0.0001412674173480871
986,0.0001412674173480871
987,0.0001412674173480871
988,0.0001412674173480871
989,0.0001412674173480871
990,0.0001412674173480871
991,0.0001412674173480871
992,0.0001412674173480871
993,0.0001412674173480871
994,0.0001412674173480871
995,0.0001412674173480871
996,0.0001412674173480871
997,0.0001412674173480871
998,0.0001412674173480871
999,0.0001412674173480871
1000,0.0001412674173480871
1001,0.0001412674173480871
1002,0.0001412674173480871
1003,0.0001412674173480871
1004,0.0001412674173480871
1005,0.0001412674173480871
1006,0.0001412674173480871
1007,0.0001412674173480871
1008,0.0001412674173480871
1009,0.0001412674173480871
1010,0.0001412674173480871
1011,0.0001412674173480871
1012,0.0001412674173480871
1013,0.0001412674173480871
1014,0.0001412674173480871
1015,0.0001412674173480871
1016,0.0001412674173480871
1017,0.0001412674173480871
1018,0.0001412674173480871
1019,0.0001412674173480871
1020,0.0001412674173480871
1021,0.0001412674173480871
1022,0.0001412674173480871
1023,0.0001412674173480871
1024,0.0001412674173480871
1025,0.0001412674173480871
1026,0.0001412674173480871
1027,0.0001412674173480871
1028,0.0001412674173480871
1029,0.0001412674173480871
1030,0.0001412674173480871
1031,0.0001412674173480871
1032,0.0001412674173480871
1033,0.0001412674173480871
1034,0.0001412674173480871
1035,0.0001412674173480871
1036,0.0001412674173480871
1037,0.0001412674173480871
1038,0.0001412674173480871
1039,0.0001412674173480871
1040,0.0001412674173480871
1041,0.0001412674173480871
1042,0.00014126741734797417
1043,0.00014126741734797417
1044,0.00014126741734797417
1045,0.0001412674173480871
1046,0.0001412674173480871
1047,0.0001412674173480871
1048,0.0001412674173480871
1049,0.0001412674173480871
1050,0.0001412674173480871
1051,0.0001412674173480871
1052,0.0001412674173480871
1053,0.0001412674173480871
1054,0.0001412674173480871
1055,0.0001412674173480871
1056,0.0001412674173480871
1057,0.0001412674173480871
1058,0.0001412674173480871
1059,0.0001412674173480871
1060,0.0001412674173480871
1061,0.0001412674173480871
1062,0.0001412674173480871
1063,0.0001412674173480871
1064,0.0001412674173480871
1065,0.0001412674173480871
1066,0.0001412674173480871
1067,0.0001412674173480871
1068,0.0001412674173480871
1069,0.0001412674173480871
1070,0.0001412674173480871
1071,0.0001412674173480871
1072,0.0001412674173480871
1073,0.0001412674173480871
1074,0.0001412674173480871
1075,0.0001412674173480871
1076,0.0001412674173480871
1077,0.0001412674173480871
1078,0.0001412674173480871
1079,0.0001412674173480871
1080,0.0001412674173480871
1081,0.0001412674173480871
1082,0.0001412674173480871
1083,0.0001412674173480871
1084,0.0001412674173480871
1085,0.0001412674173480871
1086,0.0001412674173480871
1087,0.0001412674173480871
1088,0.0001412674173480871
1089,0.0001412674173480871
1090,0.0001412674173480871
1091,0.0001412674173480871
1092,0.0001412674173480871
1093,0.0001412674173480871
1094,0.0001412674173480871
1095,0.0001412674173480871
1096,0.0001412674173480871
1097,0.0001412674173480871
1098,0.0001412674173480871
1099,0.0001412674173480871
1100,0.0001412674173480871
1101,0.0001412674173480871
1102,0.0001412674173480871
1103,0.0001412674173480871
1104,0.0001412674173480871
1105,0.0001412674173480871
1106,0.0001412674173480871
1107,0.0001412674173480871
1108,0.0001412674173480871
1109,0.0001412674173480871
1110,0.0001412674173480871
1111,0.0001412674173480871
1112,0.0001412674173480871
1113,0.0001412674173480871
1114,0.0001412674173480871
1115,0.0001412674173480871
1116,0.0001412674173480871
1117,0.0001412674173480871
1118,0.0001412674173480871
1119,0.0001412674173480871
1120,0.0001412674173480871
1121,0.0001412674173480871
1122,0.0001412674173480871
1123,0.0001412674173480871
1124,0.0001412674173480871
1125,0.0001412674173480871
1126,0.0001412674173480871
1127,0.0001412674173480871
1128,0.0001412674173480871
1129,0.00014126741734798672
1130,0.00014126741734798672
1131,0.00014126741734798672
1132,0.00014126741734798672
1133,0.00014126741734798672
1134,0.00014126741734798672
1135,0.00014126741734798672
1136,0.00014126741734798672
1137,0.00014126741734798672
1138,0.00014126741734798672
1139,0.00014126741734798672
1140,0.00014126741734798672
1141,0.00014126741734798672
1142,0.00014126741734798672
1143,0.00014126741734798672
1144,0.00014126741734798672
1145,0.00014126741734798672
1146,0.00014126741734798672
1147,0.00014126741734798672
1148,0.00014126741734798672
1149,0.00014126741734798672
1150,0.00014126741734798672
1151,0.00014126741734798672
1152,0.00020676884741985718
