,Longitude,Latitude,datetime,UHI Index,red,blue,green,nir08,swir16,swir22,coastal,lwir11,building_height,building_sd,building_year,building_area,street_width,street_traffic,street_lane,street_orientation
14,-73.90949333,40.81209333,24-07-2021 15:53,1.010815469,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002,63.78,0.0,1927.0,2716.2603,36.0,1.0,3.0,1.0
15,-73.90952167,40.81203167,24-07-2021 15:53,1.010815469,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002,63.78,0.0,1927.0,2716.2603,36.0,1.0,3.0,1.0
16,-73.90953,40.81198167,24-07-2021 15:53,1.010815469,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002,63.78,0.0,1927.0,2716.2603,36.0,1.0,3.0,1.0
17,-73.90954833,40.81194,24-07-2021 15:54,1.010815469,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002,63.78,0.0,1927.0,2716.2603,36.0,1.0,3.0,1.0
18,-73.90956333,40.8119,24-07-2021 15:54,1.010815469,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044,63.78,0.0,1927.0,155.46951,34.0,1.0,3.142857,1.0
19,-73.90958167,40.81186333,24-07-2021 15:54,1.010815469,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044,63.78,0.0,1927.0,155.46951,34.0,1.0,3.142857,1.0
20,-73.9096,40.81181167,24-07-2021 15:54,1.012979184,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044,63.78,0.0,1927.0,155.46951,34.0,1.0,3.142857,1.0
21,-73.909615,40.81175333,24-07-2021 15:54,1.012979184,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044,63.78,0.0,1927.0,155.46951,34.0,1.0,3.142857,1.0
22,-73.90963167,40.8117,24-07-2021 15:54,1.012979184,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044,63.78,0.0,1927.0,155.46951,34.0,1.0,3.142857,1.0
23,-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,0.168555,0.11880750000000001,0.1487275,0.21596500000000002,0.20958500000000002,0.18684250000000002,0.1081375,37.443731540000044,63.78,0.0,1927.0,155.46951,34.0,1.0,3.142857,1.0
24,-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986,34.45,0.0,1965.0,2029.9222,36.0,1.0,3.0,1.0
25,-73.909675,40.81151,24-07-2021 15:54,1.012979184,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986,34.45,0.0,1965.0,2029.9222,36.0,1.0,3.0,1.0
26,-73.90969333,40.81144167,24-07-2021 15:54,1.012979184,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986,34.45,0.0,1965.0,2029.9222,36.0,1.0,3.0,1.0
27,-73.909705,40.81137667,24-07-2021 15:54,1.012979184,0.10181249999999997,0.08723750000000002,0.10351749999999998,0.22053,0.20276500000000003,0.16729,0.07780500000000001,37.495001839999986,34.45,0.0,1965.0,2029.9222,36.0,1.0,3.0,1.0
28,-73.90971333,40.81132,24-07-2021 15:54,1.012979184,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994,34.45,0.0,1965.0,4740.7573,0.0,-1.0,0.0,-1.0
29,-73.909745,40.81123,24-07-2021 15:54,1.012979184,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994,0.0,-1.0,0.0,0.0,36.0,1.0,3.0,1.0
30,-73.909755,40.81120333,24-07-2021 15:54,1.012979184,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994,0.0,-1.0,0.0,0.0,36.0,1.0,3.0,1.0
31,-73.90977,40.81116167,24-07-2021 15:54,1.015142899,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994,0.0,-1.0,0.0,0.0,36.0,1.0,3.0,1.0
32,-73.90978667,40.81111833,24-07-2021 15:54,1.015263105,0.10761500000000002,0.08660499999999999,0.10150999999999999,0.18260749999999998,0.2033975,0.174935,0.08187499999999998,37.334354899999994,0.0,-1.0,0.0,0.0,36.0,1.0,3.0,1.0
33,-73.90980833,40.81106,24-07-2021 15:54,1.015263105,0.1140775,0.08929999999999999,0.10558000000000001,0.18964750000000002,0.212445,0.18799749999999998,0.0832775,37.327518860000055,34.45,0.0,1965.0,359.12274,36.0,1.0,3.0,1.0
34,-73.909875,40.810865,24-07-2021 15:54,1.019590535,0.1474625,0.10918250000000002,0.1348125,0.20961249999999998,0.2082925,0.1490575,0.09909000000000001,37.29333866000002,34.45,0.0,1965.0,359.12274,36.0,1.0,3.0,1.0
35,-73.9099,40.81081,24-07-2021 15:54,1.019590535,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024,34.45,0.0,1965.0,1992.0013,36.0,1.0,3.0,1.0
36,-73.90992833,40.81075333,24-07-2021 15:54,1.02175425,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024,34.45,0.0,1965.0,1992.0013,36.0,1.0,3.0,1.0
37,-73.909965,40.810705,24-07-2021 15:54,1.02175425,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024,34.45,0.0,1965.0,1992.0013,36.0,1.0,3.0,1.0
38,-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024,34.45,0.0,1965.0,1992.0013,36.0,1.0,3.0,1.0
39,-73.90991333,40.8106,24-07-2021 15:54,1.02175425,0.10709249999999998,0.0922425,0.103105,0.21558,0.1854675,0.1393775,0.08756750000000002,37.183962020000024,34.45,0.0,1965.0,1992.0013,36.0,1.0,3.0,1.0
40,-73.90974333,40.810515,24-07-2021 15:54,1.02175425,0.12491249999999998,0.09282000000000001,0.11787249999999999,0.279215,0.194515,0.12370249999999999,0.08962999999999999,36.98913488000005,46.05,0.0,1928.0,2564.1267,30.0,3.0,4.0,0.0
41,-73.90966667,40.810495,24-07-2021 15:54,1.019590535,0.12491249999999998,0.09282000000000001,0.11787249999999999,0.279215,0.194515,0.12370249999999999,0.08962999999999999,36.98913488000005,40.25,5.8,1946.5,244.01218,30.0,3.0,4.0,0.0
42,-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,0.12491249999999998,0.09282000000000001,0.11787249999999999,0.279215,0.194515,0.12370249999999999,0.08962999999999999,36.98913488000005,40.25,5.8,1946.5,244.01218,30.0,3.0,4.0,0.0
43,-73.90951833,40.810445,24-07-2021 15:54,1.019590535,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002,40.25,5.8,1946.5,244.01218,30.0,3.0,4.0,0.0
44,-73.90944,40.81042333,24-07-2021 15:54,1.019590535,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002,34.45,0.0,1965.0,1126.3705,30.0,3.0,4.0,0.0
45,-73.909385,40.8104,24-07-2021 15:54,1.019590535,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002,34.45,0.0,1965.0,1126.3705,30.0,3.0,4.0,0.0
46,-73.909345,40.81038,24-07-2021 15:54,1.019590535,0.103215,0.08644000000000002,0.10247250000000002,0.2573525,0.18621,0.1377,0.08008749999999998,37.77869750000002,34.45,0.0,1965.0,1126.3705,30.0,3.0,4.0,0.0
47,-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,0.11141000000000001,0.09768749999999998,0.10954000000000003,0.169765,0.180875,0.1553,0.09086749999999999,38.899808060000055,34.45,0.0,1965.0,1126.3705,30.0,3.0,4.0,0.0
48,-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,0.11141000000000001,0.09768749999999998,0.10954000000000003,0.169765,0.180875,0.1553,0.09086749999999999,38.899808060000055,34.45,0.0,1965.0,1126.3705,30.0,3.0,4.0,0.0
49,-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,0.11141000000000001,0.09768749999999998,0.10954000000000003,0.169765,0.180875,0.1553,0.09086749999999999,38.899808060000055,17.86,0.0,1931.0,933.4305,32.0,3.0,4.0,0.0
50,-73.90911833,40.81028,24-07-2021 15:55,1.019590535,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998,24.92,0.0,1901.0,30.522844,34.0,3.0,4.0,1.0
51,-73.909055,40.81026167,24-07-2021 15:55,1.019590535,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998,24.92,0.0,1901.0,30.522844,34.0,3.0,4.0,1.0
52,-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998,24.92,0.0,1901.0,30.522844,34.0,3.0,4.0,1.0
53,-73.908895,40.81021833,24-07-2021 15:55,1.019590535,0.15494249999999998,0.1245,0.14226499999999997,0.2169275,0.2149475,0.19041750000000002,0.11795499999999998,38.53749793999998,16.31,0.0,1931.0,1036.9839,30.0,3.0,4.0,0.0
54,-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,0.281855,0.24255749999999998,0.2723675,0.3143875,0.38192750000000003,0.3632825,0.21514,39.24502808,16.31,0.0,1931.0,1036.9839,30.0,3.0,4.0,0.0
55,-73.90862167,40.810155,24-07-2021 15:55,1.02175425,0.281855,0.24255749999999998,0.2723675,0.3143875,0.38192750000000003,0.3632825,0.21514,39.24502808,16.31,0.0,1931.0,2986.7195,30.0,3.0,4.0,0.0
56,-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,0.281855,0.24255749999999998,0.2723675,0.3143875,0.38192750000000003,0.3632825,0.21514,39.24502808,16.31,0.0,1931.0,2986.7195,30.0,3.0,4.0,0.0
57,-73.90847,40.81012667,24-07-2021 15:55,1.023917965,0.1589025,0.12296000000000001,0.14787499999999998,0.19061,0.21879749999999998,0.207165,0.11380249999999997,39.836345540000025,16.31,0.0,1931.0,2986.7195,30.0,3.0,4.0,0.0
58,-73.90843167,40.810125,24-07-2021 15:55,1.023917965,0.1589025,0.12296000000000001,0.14787499999999998,0.19061,0.21879749999999998,0.207165,0.11380249999999997,39.836345540000025,16.31,0.0,1931.0,2986.7195,30.0,3.0,4.0,0.0
59,-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998,29.655,13.345,1923.0,169.46596,31.5,3.0,4.0,0.0
60,-73.9081,40.81007833,24-07-2021 15:55,1.015263105,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998,51.46,8.46,1923.0,2521.437,30.0,3.0,4.0,0.0
61,-73.90800833,40.81006,24-07-2021 15:55,1.01309939,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998,51.46,8.46,1923.0,2521.437,30.0,3.0,4.0,0.0
62,-73.90791833,40.81004,24-07-2021 15:55,1.01309939,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998,51.46,8.46,1923.0,2521.437,30.0,3.0,4.0,0.0
63,-73.90782333,40.810025,24-07-2021 15:55,1.01309939,0.19176500000000002,0.1377275,0.1695175,0.22550750000000003,0.270305,0.2649975,0.12301499999999999,39.81583741999998,59.92,0.0,1931.0,4558.1553,30.0,3.0,4.0,0.0
64,-73.907525,40.80997833,24-07-2021 15:55,1.010935675,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034,24.63,0.0,1931.0,1015.8728,30.666666,3.0,3.0,0.0
65,-73.90740667,40.809905,24-07-2021 15:55,1.03269303,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034,24.63,0.0,1931.0,1015.8728,30.666666,3.0,3.0,0.0
66,-73.90739667,40.80987,24-07-2021 15:55,1.030529316,0.12991750000000002,0.09534999999999999,0.11847750000000001,0.14339249999999998,0.16558499999999998,0.14336500000000002,0.08553250000000001,40.215745760000004,24.63,0.0,1931.0,1015.8728,30.666666,3.0,3.0,0.0
67,-73.90739833,40.80982833,24-07-2021 15:55,1.030529316,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034,24.63,0.0,1931.0,1015.8728,30.666666,3.0,3.0,0.0
68,-73.90741167,40.80977667,24-07-2021 15:55,1.026201886,0.15257749999999998,0.1341525,0.14460250000000002,0.1692975,0.2117575,0.19028,0.12106250000000002,40.704522620000034,24.63,0.0,1931.0,1015.8728,30.666666,3.0,3.0,0.0
69,-73.907465,40.80964333,24-07-2021 15:55,1.026201886,0.1659425,0.1136375,0.1399825,0.1816175,0.200895,0.20917249999999998,0.10472749999999997,40.78997312000001,20.903334,4.811163,1931.0,1260.9371,60.0,3.0,6.0,1.0
70,-73.90749167,40.80957167,24-07-2021 15:55,1.026201886,0.1659425,0.1136375,0.1399825,0.1816175,0.200895,0.20917249999999998,0.10472749999999997,40.78997312000001,20.903334,4.811163,1931.0,1260.9371,60.0,3.0,6.0,1.0
71,-73.90751833,40.80950167,24-07-2021 15:55,1.028365601,0.1659425,0.1136375,0.1399825,0.1816175,0.200895,0.20917249999999998,0.10472749999999997,40.78997312000001,20.903334,4.811163,1931.0,1260.9371,60.0,3.0,6.0,1.0
72,-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,0.1279925,0.09856749999999997,0.11938500000000002,0.15156000000000003,0.17969249999999998,0.164925,0.08622000000000002,41.08050481999999,0.0,-1.0,0.0,0.0,60.0,3.0,6.0,1.0
73,-73.90755,40.80939833,24-07-2021 15:55,1.028365601,0.1279925,0.09856749999999997,0.11938500000000002,0.15156000000000003,0.17969249999999998,0.164925,0.08622000000000002,41.08050481999999,0.0,-1.0,0.0,0.0,60.0,3.0,6.0,1.0
74,-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,0.1259575,0.0864125,0.11259249999999998,0.16321999999999998,0.16915999999999998,0.14977249999999998,0.07109500000000002,41.67865832000001,13.6,0.0,1931.0,271.79474,47.0,3.0,5.0,0.0
75,-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,0.1259575,0.0864125,0.11259249999999998,0.16321999999999998,0.16915999999999998,0.14977249999999998,0.07109500000000002,41.67865832000001,13.6,0.0,1931.0,271.79474,47.0,3.0,5.0,0.0
76,-73.90766,40.80906667,24-07-2021 15:55,1.03702046,0.1259575,0.0864125,0.11259249999999998,0.16321999999999998,0.16915999999999998,0.14977249999999998,0.07109500000000002,41.67865832000001,13.6,0.0,1931.0,271.79474,47.0,3.0,5.0,0.0
77,-73.90768,40.80899,24-07-2021 15:55,1.03702046,0.08773249999999999,0.06259749999999997,0.08467999999999998,0.21442499999999998,0.16674,0.14295249999999998,0.05508999999999997,41.757272779999994,13.6,0.0,1931.0,271.79474,47.0,3.0,5.0,0.0
78,-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,0.10613,0.07054500000000002,0.09265499999999999,0.12488500000000002,0.1560975,0.14650000000000002,0.06169000000000002,42.07856665999998,57.97,0.0,1910.0,719.85455,60.0,3.0,6.0,1.0
79,-73.90772667,40.808825,24-07-2021 15:55,1.039184175,0.10613,0.07054500000000002,0.09265499999999999,0.12488500000000002,0.1560975,0.14650000000000002,0.06169000000000002,42.07856665999998,57.97,0.0,1910.0,719.85455,60.0,3.0,6.0,1.0
80,-73.90775667,40.808735,24-07-2021 15:55,1.026201886,0.10613,0.07054500000000002,0.09265499999999999,0.12488500000000002,0.1560975,0.14650000000000002,0.06169000000000002,42.07856665999998,57.97,0.0,1910.0,719.85455,60.0,3.0,6.0,1.0
81,-73.907785,40.80864333,24-07-2021 15:55,1.026201886,0.11993500000000001,0.09083999999999998,0.10505750000000003,0.14718750000000003,0.16209250000000003,0.1487,0.08286500000000002,41.70942050000002,38.94,0.0,1946.0,0.019724332,60.0,3.0,6.0,1.0
82,-73.90781833,40.80855,24-07-2021 15:55,1.024038171,0.11993500000000001,0.09083999999999998,0.10505750000000003,0.14718750000000003,0.16209250000000003,0.1487,0.08286500000000002,41.70942050000002,38.94,0.0,1946.0,0.019724332,60.0,3.0,6.0,1.0
83,-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,0.11993500000000001,0.09083999999999998,0.10505750000000003,0.14718750000000003,0.16209250000000003,0.1487,0.08286500000000002,41.70942050000002,57.97,0.0,1910.0,5630.4834,0.0,-1.0,0.0,-1.0
84,-73.90789333,40.80836,24-07-2021 15:55,1.024038171,0.2367825,0.17529250000000002,0.21503,0.2606525,0.2590025,0.1997675,0.1457025,40.42766300000005,69.365,11.395,1909.5,1267.162,51.0,3.0,5.0,1.0
85,-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,0.2367825,0.17529250000000002,0.21503,0.2606525,0.2590025,0.1997675,0.1457025,40.42766300000005,69.365,11.395,1909.5,1267.162,51.0,3.0,5.0,1.0
86,-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,0.26035,0.18997750000000002,0.230925,0.2817175,0.2680775,0.22152,0.168885,39.022856779999984,80.76,0.0,1909.0,627.7342,60.0,3.0,6.0,1.0
87,-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,0.26035,0.18997750000000002,0.230925,0.2817175,0.2680775,0.22152,0.168885,39.022856779999984,80.76,0.0,1909.0,627.7342,60.0,3.0,6.0,1.0
88,-73.90804667,40.807885,24-07-2021 15:55,1.015383311,0.26035,0.18997750000000002,0.230925,0.2817175,0.2680775,0.22152,0.168885,39.022856779999984,80.76,0.0,1909.0,627.7342,60.0,3.0,6.0,1.0
89,-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,0.17776750000000002,0.132035,0.16253250000000002,0.19459749999999998,0.21239000000000002,0.19127,0.1173225,38.25038426000003,0.0,-1.0,0.0,0.0,60.0,3.0,6.0,1.0
90,-73.90813,40.80769167,24-07-2021 15:55,1.006728452,0.17776750000000002,0.132035,0.16253250000000002,0.19459749999999998,0.21239000000000002,0.19127,0.1173225,38.25038426000003,51.31,29.45,1909.0,5243.0903,0.0,-1.0,0.0,-1.0
91,-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,0.13349250000000001,0.10255500000000001,0.12461,0.194955,0.18706250000000002,0.164595,0.09185749999999998,37.89491018000001,41.14,19.28,1912.0,853.7483,60.0,3.0,6.0,1.0
92,-73.90821333,40.8075,24-07-2021 15:55,1.004564737,0.17070000000000002,0.15065250000000002,0.1756775,0.27421,0.2511925,0.223005,0.1251875,38.164933760000054,41.14,19.28,1912.0,853.7483,60.0,3.0,6.0,1.0
93,-73.908245,40.80741333,24-07-2021 15:55,1.004564737,0.17070000000000002,0.15065250000000002,0.1756775,0.27421,0.2511925,0.223005,0.1251875,38.164933760000054,41.14,19.28,1912.0,853.7483,60.0,3.0,6.0,1.0
94,-73.90827,40.80732833,24-07-2021 15:55,1.004564737,0.090675,0.07005,0.09064749999999999,0.2752,0.16734500000000002,0.11295,0.06705250000000001,38.08290127999999,60.42,0.0,1915.0,160.84802,51.333332,3.0,4.8333335,1.0
95,-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,0.090675,0.07005,0.09064749999999999,0.2752,0.16734500000000002,0.11295,0.06705250000000001,38.08290127999999,60.42,0.0,1915.0,160.84802,51.333332,3.0,4.8333335,1.0
96,-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,0.08017000000000002,0.06350499999999998,0.085285,0.280535,0.1634675,0.10912749999999999,0.055584999999999996,38.20253198,0.0,-1.0,0.0,0.0,56.0,4.0,4.3333335,1.0
97,-73.90839667,40.806955,24-07-2021 15:56,1.000357514,0.08017000000000002,0.06350499999999998,0.085285,0.280535,0.1634675,0.10912749999999999,0.055584999999999996,38.20253198,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0
98,-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,0.08017000000000002,0.06350499999999998,0.085285,0.280535,0.1634675,0.10912749999999999,0.055584999999999996,38.20253198,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0
99,-73.908455,40.80679667,24-07-2021 15:56,1.004684943,0.08017000000000002,0.06350499999999998,0.085285,0.280535,0.1634675,0.10912749999999999,0.055584999999999996,38.20253198,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0
100,-73.90848,40.80674,24-07-2021 15:56,1.004684943,0.07511000000000001,0.05712499999999998,0.07904250000000002,0.24588500000000002,0.14815,0.09898000000000001,0.0507725,38.60244032000003,0.0,-1.0,0.0,0.0,71.0,4.0,6.0,1.0
101,-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,0.07511000000000001,0.05712499999999998,0.07904250000000002,0.24588500000000002,0.14815,0.09898000000000001,0.0507725,38.60244032000003,0.0,-1.0,0.0,0.0,71.0,4.0,6.0,1.0
102,-73.90853,40.80663333,24-07-2021 15:56,1.006848658,0.07511000000000001,0.05712499999999998,0.07904250000000002,0.24588500000000002,0.14815,0.09898000000000001,0.0507725,38.60244032000003,0.0,-1.0,0.0,0.0,71.0,4.0,6.0,1.0
103,-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,0.07511000000000001,0.05712499999999998,0.07904250000000002,0.24588500000000002,0.14815,0.09898000000000001,0.0507725,38.60244032000003,0.0,-1.0,0.0,0.0,71.0,4.0,6.0,1.0
104,-73.90863333,40.80648333,24-07-2021 15:56,1.004684943,0.13228250000000003,0.11369249999999997,0.1261775,0.16685,0.14875500000000003,0.12747000000000003,0.10508499999999998,39.06387302000002,0.0,-1.0,0.0,0.0,39.88889,1.0,3.1111112,0.0
105,-73.908675,40.80643,24-07-2021 15:56,1.004684943,0.13228250000000003,0.11369249999999997,0.1261775,0.16685,0.14875500000000003,0.12747000000000003,0.10508499999999998,39.06387302000002,0.0,-1.0,0.0,0.0,41.5,1.0,3.0,2.0
106,-73.90871333,40.80638833,24-07-2021 15:56,1.004684943,0.13228250000000003,0.11369249999999997,0.1261775,0.16685,0.14875500000000003,0.12747000000000003,0.10508499999999998,39.06387302000002,0.0,-1.0,0.0,0.0,41.5,1.0,3.0,2.0
107,-73.90875333,40.80634667,24-07-2021 15:56,1.004684943,0.13228250000000003,0.11369249999999997,0.1261775,0.16685,0.14875500000000003,0.12747000000000003,0.10508499999999998,39.06387302000002,0.0,-1.0,0.0,0.0,41.5,1.0,3.0,2.0
108,-73.9088,40.80631167,24-07-2021 15:56,1.004684943,0.13228250000000003,0.11369249999999997,0.1261775,0.16685,0.14875500000000003,0.12747000000000003,0.10508499999999998,39.06387302000002,0.0,-1.0,0.0,0.0,41.5,1.0,3.0,2.0
109,-73.90885167,40.80628333,24-07-2021 15:56,1.004684943,0.13228250000000003,0.11369249999999997,0.1261775,0.16685,0.14875500000000003,0.12747000000000003,0.10508499999999998,39.06387302000002,0.0,-1.0,0.0,0.0,41.5,1.0,3.0,2.0
