,savi,blue,swir22,hcho,swir16,ndsi,red,aod_55,co,si,msavi,ui,coastal,nbr,green,so2,gndvi,mndwi,albedo,arvi,population_res1000,ndbi,ndvi,street_width,awei_sh,lwir11,ibi,awei_nsh,no2,nir08,ndwi,street_lane,evi,o3,residence_500_1,street_traffic_1,street_traffic_2,street_traffic_3,street_traffic_4,park_100_1,commercial_500_1,park_500_1,park_1000_1,overlay_level1_0,overlay_level1_1,manufacture_1000_1,residence_100_1,manufacture_200_1,commercial_100_1,street_orientation_0,street_orientation_1,street_orientation_2,street_orientation_3,residence_1000_1,manufacture_500_1,park_200_1,zonedist_level1_30_1,zonedist_level1_30_2,zonedist_level1_30_3,manufacture_100_1,commercial_1000_1,commercial_200_1,residence_200_1,y_test,y_pred
10683,0.14417499461449845,0.41660846930353623,0.21932359896400289,0.4293797894557688,0.33140032322464114,0.6814273065717779,0.3534781413252682,0.3765432098765431,0.11277401114096008,0.16058338481336148,0.11049033007799246,0.2327521307781385,0.43452795983823744,0.3728284006790326,0.33436917339962713,0.8571833408185601,0.2636414575461862,0.6814273065717779,0.3884777495337714,0.1482210460021849,0.38140885355814497,0.5716163540348723,0.1854691471369247,0.3018867924528302,0.5085541177916196,0.4918175487465186,0.7527227884446971,0.783214223881938,0.8080124143039653,0.4030296075281158,0.7363585424071772,0.375,0.15188810889152776,0.11476161041764499,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.015623724,1.0134737
3780,0.21893721876833666,0.3787061138975303,0.18865658196013652,0.2410190188191759,0.270985835155433,0.6559211757195315,0.27654660434423994,0.5061728395061729,0.11277401114169017,0.14639437559477236,0.16938023448270306,0.26632626071889953,0.42204713429089397,0.4112052289135782,0.264947172156619,0.4499455313052224,0.345079490620499,0.6559211757195315,0.34356817085443686,0.26627214412469663,0.6506714667910498,0.49906548397945116,0.27435453654776865,0.3113207547169811,0.5344858549864362,0.38596796657381693,0.7576740406780956,0.8090041047286562,0.21756678593122314,0.3848404865733304,0.6549205093285695,0.375,0.2419411510651136,0.15211158258443902,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.993866369,0.9928631
9170,0.22927954489105035,0.5037775379340994,0.22217634473180436,0.43048960280052906,0.40621732103812147,0.675561854794619,0.3577673907066263,0.5617283950617282,0.11277401114169017,0.13984029085311456,0.18236844879699238,0.3133251798563434,0.5379305536187423,0.4489950704425124,0.4007458048477315,0.8584707760066567,0.2713286726974315,0.675561854794619,0.47098806796653153,0.296784068445537,0.3439126901049423,0.5680050946925707,0.2632869600021772,0.3018867924528302,0.5527850506158017,0.5353412256267422,0.7535754092018623,0.760054174528767,0.8098890067461337,0.4969015377553363,0.7286713272627282,0.375,0.30114423846077354,0.11247083772575195,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.98785605,0.9868434
8062,0.03181694727726004,0.5845978033140752,0.5016703577193049,0.26718723892645546,0.6253921475425419,0.6350533628130164,0.5542480065988452,0.4814814814814814,0.06376125533745913,0.20824867065241212,0.02071957832335342,0.29447639363852557,0.5560591270394647,0.12320432008401219,0.5664387818520822,0.40911552341981783,0.1138024685471263,0.6350533628130164,0.5966487308669731,0.034167598349271994,0.062438764960154235,0.7826551193157902,0.07038007382508224,0.32075471698113206,0.2623184022231254,0.6251740947075224,0.7010776862609707,0.5120281917936108,0.39081416348265763,0.5054509983933901,0.8861975314043455,0.5,0.029252217968619543,0.06564928347485477,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.001679784,1.0010463
4920,0.24990671691065708,0.26944320995492327,0.11410983071206039,0.2612978637918685,0.1955033748455175,0.6663045842963966,0.2018146824305746,0.6358024691358026,0.11277401114426766,0.2136257351433421,0.19071435135132347,0.28487797683118543,0.2809231627388092,0.5118946026693774,0.20055935363579838,0.41830464764664044,0.38443264182119,0.6663045842963966,0.24524397725989194,0.27691018997391253,0.3965739449370345,0.4425050746997432,0.33521913838866835,0.38679245283018865,0.5711173284686708,0.5797353760445685,0.7604172363539482,0.878705596938876,0.3518234412973149,0.32017443194858836,0.6155673581135732,0.5,0.24132796061328415,0.08510340299265806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.005045563,1.0095781
10629,0.1355295957711311,0.484921592279855,0.3546788784204796,0.4293797894557688,0.499191938397186,0.5851645497537075,0.4182018146824307,0.3765432098765431,0.11277401114096008,0.21474029986758597,0.10511191097144089,0.329064531534959,0.5078092316273882,0.23958760336496232,0.4182100683654444,0.8571833408185601,0.22596985123499613,0.5851645497537075,0.48907537232707016,0.1411660238336664,0.38140885355814497,0.7028231627061453,0.169868375854357,0.0,0.3806393375993648,0.526114206128133,0.7350998985494666,0.6173047295327885,0.8080124143039653,0.4686137250401653,0.7740301487220931,0.0,0.1493171121849699,0.11476161041764499,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.004684943,1.0006487
7692,0.0728093962615872,0.2919179734620024,0.16895011448519187,0.26718723892645546,0.219650156859017,0.7094681187470336,0.2407478691229036,0.5432098765432101,0.11277401113839858,0.20575056228581898,0.0517139460328532,0.24882623008102878,0.28050481104448455,0.24278545103189783,0.24151646985705408,0.40911552341981783,0.1561631287608421,0.7094681187470336,0.22336266734221416,0.06028288937914954,0.25206208096347055,0.6691130523384908,0.12123159659270125,0.0,0.43769199504711837,0.5518802228412274,0.734389885339929,0.8528784601459994,0.39081416348265763,0.21287583199449145,0.8438368711821109,0.0,0.06902183310850968,0.06564928347485477,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.000597926,1.0095992
2066,0.2630542829439458,0.24144498761983366,0.10791636950564905,0.6495868574367138,0.1663656241087556,0.5910317505046312,0.15996700577398953,0.666666666666667,0.0,0.22694973929682977,0.1985369666954231,0.3278556200560674,0.2615395342351137,0.4805529881060351,0.14847731510254816,0.528207112458008,0.44191136851911605,0.5910317505046312,0.20605498304180986,0.3276404015162383,0.6540916195034298,0.44036277250892997,0.37498316959458466,0.330188679245283,0.5448264128472451,0.36490250696379123,0.7584556694043251,0.8763979198032885,0.8830269106435014,0.2781730548542576,0.5580886313960278,0.375,0.252584647885415,0.12688982384423753,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.978960778,0.9853535
5435,0.20487471069087,0.45298711192940133,0.29585976502383543,0.43048960280052906,0.42789238520771933,0.592834083661319,0.33258179818531775,0.3950617283950617,0.18856493597388813,0.19783520128442958,0.16032366952356364,0.36923517826854985,0.470924557244457,0.28904873905535516,0.364947172156619,0.8584707760066529,0.26119242003992266,0.592834083661319,0.43557920000645073,0.2579815520420699,0.6731924208736502,0.655456724846436,0.24666971171333393,0.29245283018867924,0.430012193162377,0.37465181058495833,0.7364921863986634,0.6787288271170691,0.8098890067461337,0.439752123020427,0.7388075799162434,0.375,0.2458232736052492,0.11247083771792177,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.978119333,0.9792132
9965,0.8643272330422218,0.12316678306139292,0.04857175030967292,0.05957694506205766,0.20862249263237953,0.10337157710807976,0.018971679956007896,0.4444444444444442,0.11277401114096008,0.5403733836389493,0.817802254781161,0.8769903577501389,0.15088551108631992,0.9359367543098289,0.04133001864512098,0.4282004680198445,0.9500573495615072,0.10337157710807976,0.3285693410115381,0.9358057831473993,0.1722151300637272,0.08757131306223115,0.9435218898735451,0.2641509433962264,0.9066466913050464,0.1631267409470747,0.7625319569544386,0.8059162442499829,0.18269761698386455,0.7225154923112235,0.049942650419733,0.375,0.8559207026487035,0.877166931482023,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.006968865,1.0092208
879,0.13305228347733805,0.2910291410069202,0.14609061221425623,0.2671872389267048,0.1980226257248786,0.6642014407221434,0.210338190816607,0.3209876543209873,0.11277401114756103,0.18240590829751693,0.09698632886103971,0.27126743562284655,0.31006833077673945,0.3167951555026129,0.20205096333126163,0.4091155234193143,0.2561560673386633,0.6642014407221434,0.21950858424737896,0.16670813403902754,0.4685081300787519,0.595900160080588,0.20182429158627216,0.31446539622641506,0.46873257275726155,0.5389972144846802,0.7506447222274958,0.8606539952619203,0.3908141634842828,0.22842552214826722,0.743843932593964,0.4166666625,0.1305151700942688,0.06564928357239808,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.015984343,1.0186362
1506,0.20406445846463367,0.17802044314646687,0.0585188243684545,0.4304896028007784,0.11246316189751863,0.48041275935277394,0.07852625790486684,0.5061728395061729,0.5114698263784767,0.2937396410485092,0.1447825033129196,0.47025823025378855,0.20785106679682058,0.4107784987929127,0.07762585456805471,0.8584707760066701,0.3986668423577379,0.48041275935277394,0.09267716941872249,0.3613489925151032,0.5447254664167431,0.5986526207150604,0.3865705208129977,0.6509433962264151,0.47378942692136816,0.5586699164345426,0.7514839795809346,0.913647291383138,0.809889006746946,0.12801239384897847,0.6013331574966087,0.625,0.18678699235942842,0.11247083775309363,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.99182286,0.98934406
10946,0.8083792301903452,0.17224303218843223,0.06617619458729014,0.43048960280052906,0.22188420952562032,0.22632909315975136,0.057080010998075324,1.0,0.09035849377299243,0.4266342077621193,0.7411006454953926,0.7363321512864259,0.21112815506902807,0.8947118537387164,0.07688004972032317,0.8584707760066529,0.8843988159838595,0.22632909315975136,0.3581374694349745,0.871682172444187,0.15995650277649665,0.1078814243184485,0.8646757582120004,0.27735849056603773,0.8957153794531035,0.16434540389972185,0.7640694048334478,0.8047393946566206,0.8098890067461337,0.7263025017213681,0.11560118400169128,0.175,0.8426942125252385,0.11247083771792177,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.01478228,1.0089008
11192,0.5877981080103609,0.19338454701288782,0.09913291543110243,0.43048960280052906,0.23904363532655198,0.291100870491241,0.08897442947484208,0.9506172839506171,2.524203068787756e-12,0.3952697447666753,0.49464486376653105,0.6488835930419501,0.22458513456979506,0.7017241271438048,0.10335612181479159,0.8584707760066529,0.7346766525564385,0.291100870491241,0.27929240953687645,0.702326057301391,0.15995650277649665,0.3177410406689929,0.7158446300192813,0.40566037735849053,0.6794379802829947,0.11455431754874645,0.7603373694595996,0.7945531806716148,0.8098890067461337,0.498508147808125,0.2653233473850549,0.125,0.5892197203942048,0.11247083771792177,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.987615637,0.981825
4954,0.12832369432350388,0.3391530696463716,0.1694756202845239,0.2612978637918685,0.23699971480178728,0.6596695536628479,0.24014297497937856,0.6358024691358026,0.11277401114426766,0.1592039755971293,0.09428611096897056,0.2787259608620655,0.36529075442755554,0.3062951411890204,0.23579863269111226,0.41830464764664044,0.23796633400967593,0.6596695536628479,0.2624645524352323,0.1801431604722918,0.34984509175955847,0.6209839206585852,0.18859670562836406,0.3773584905660377,0.4592143444521109,0.5699860724234012,0.7477260975982504,0.834776453365417,0.3518234412973149,0.2584347027771403,0.7620336659298343,0.5,0.1334586004603442,0.08510340299265806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.015984343,1.0149924
10713,0.2288246226447947,0.3041711637356356,0.1699260538268083,0.4258484574163468,0.29061697880026605,0.5468213970089515,0.2494363486389883,0.42592592592592604,0.11277401114756103,0.2565141034931478,0.17613859570340418,0.3407978404815367,0.32185190350020926,0.4243965879257203,0.23032939714108144,0.845699846014181,0.3761882121069799,0.5468213970089515,0.30125197226493045,0.22970757208933312,0.429718445656952,0.562543689081507,0.29307886444801434,0.5660377358490566,0.5119993950679128,0.36559888579387434,0.7532445073246681,0.7879457290440781,0.7979786630849193,0.36062657792058744,0.6238117878363769,0.75,0.22327941138540564,0.11114014278115292,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.02007136,1.016095
9947,0.15971376379621594,0.36035807250333307,0.27919372395931086,0.22711450521483198,0.36101340431599965,0.6144854431283617,0.3198790211712952,0.37037037037037024,0.11277401114756103,0.24302457109459868,0.12215329296036075,0.31576042273099236,0.3456979500766979,0.2552384120515889,0.32206339341205714,0.5553742501688979,0.25494511726851865,0.6144854431283617,0.36324082163600346,0.1440841329620425,0.5875842086953939,0.6427126578800755,0.20600683021051822,0.3584905660377358,0.4264912993752184,0.26009749303621454,0.744655430518559,0.7168854905621922,0.34835856087215666,0.3792173513885702,0.7450548826829548,0.375,0.15816548846276643,0.3978473353443803,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.017667233,1.0103402
4810,0.3741744950693375,0.24169893974985715,0.15960361848278953,0.26718723892645546,0.2751687422758818,0.4819767791007787,0.176739070662634,0.7345679012345676,0.11277401114169017,0.33649472456164103,0.29687619930004483,0.4646549062618568,0.2557523357969598,0.49043700117090777,0.19136109384711,0.40911552341981783,0.49181980935217595,0.4819767791007787,0.28342718493379626,0.39984763983372207,0.3860877828062462,0.47937545376807655,0.4672399179301642,0.2830188679245283,0.5598079340624026,0.49390668523676795,0.7577461414636739,0.7822236540193687,0.3908141634834701,0.40675923800780367,0.5081801905905299,0.375,0.3585082612436211,0.06564928350996979,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.993866369,0.99666435
5814,0.29983999989299803,0.1907180496476414,0.08779700461694383,0.4304896028007784,0.14316950280444907,0.5122185142557758,0.130712125378059,0.9938271604938271,5.799805080641818e-12,0.3043147732282327,0.226924626834848,0.3603287572133354,0.226746618323804,0.5316489082811604,0.10733374766935985,0.8584707760066701,0.535491443694149,0.5122185142557758,0.17475471808598925,0.3475980342320278,0.47537306694119696,0.39313371738476643,0.43822037689535853,0.2830188679245283,0.5600678658185011,0.4326253481894149,0.7583126574825967,0.8834524427847285,0.809889006746946,0.2720335092953866,0.4645085561991342,0.375,0.2681785060112249,0.11247083775309363,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.966339107,0.96747535
4788,0.12448414996452886,0.3075360294584468,0.16534664614691647,0.26718723892645546,0.22017302024907315,0.686846704231258,0.2472367335716251,0.7345679012345676,0.11277401114169017,0.18355839006746455,0.09149993366019492,0.23757676113026288,0.324989541207642,0.3213857727014421,0.23206960845245497,0.40911552341981783,0.2515513325146721,0.686846704231258,0.251389598734261,0.12938584407128192,0.3965739449370345,0.5807062678051134,0.1826217736906402,0.2830188679245283,0.4775135400814766,0.5341225626740953,0.7519645272850416,0.8475552428978113,0.3908141634834701,0.2631971540050494,0.7484486674241205,0.375,0.12059136793229554,0.06564928350996979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.009012373,1.0118325
