,nbr,ndbi,swir22,ndwi,aod_55,o3,so2,hcho,evi,ndvi,building_year,population_res1000,savi,co,building_height,coastal,green,ibi,blue,red,si,ndsi,gndvi,street_lane,awei_nsh,awei_sh,albedo,mndwi,no2,ui,building_area,var,building_sd,swir16,building_area_per_pixel,nir08,arvi,street_width,lwir11,msavi,residence_1000_1,street_orientation_0,street_orientation_1,street_orientation_2,street_orientation_3,park_200_1,commercial_1000_1,manufacture_100_1,zonedist_level1_30_1,zonedist_level1_30_2,zonedist_level1_30_3,street_traffic_1,street_traffic_2,street_traffic_3,street_traffic_4,park_1000_1,residence_200_1,park_100_1,park_500_1,manufacture_1000_1,commercial_500_1,manufacture_200_1,manufacture_500_1,commercial_200_1,commercial_100_1,residence_100_1,residence_500_1,overlay_level1_0,overlay_level1_1,y_test,y_pred
3851,0.37518963704452274,0.5384265850406695,0.19188468901317507,0.6433681564367777,0.6358024691358026,0.08510340299265806,0.41830464764664044,0.2612978637918685,0.23240966888309322,0.3025125344822964,0.9559405940594059,0.6506714667910498,0.23494637994950213,0.11277401114426766,0.04882517482517482,0.27095558936463066,0.2773960216998191,0.616227780182847,0.2695121951219514,0.2984036021285307,0.32238240307856053,0.6466406495795423,0.3566318435071597,0.425,0.7930870496139626,0.50514192273883,0.33067661681845995,0.6466406495795423,0.3518234412973149,0.296537126095616,0.009974431887166181,0.0010031609195402299,0.003187301789669955,0.27093830211997344,0.009974431887166181,0.39081040141378437,0.2479859979703861,0.3283018867924528,0.49792889195719825,0.18073397687799353,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.993986575,0.9962080641561866
5368,0.31661291347756404,0.5738947392178055,0.29570962050974064,0.6745520467883204,0.8271604938271602,0.11247083778825129,0.8584707760066872,0.43048960280102777,0.2104088923765548,0.2294338819298925,0.9428217821782179,0.605866402574542,0.19358435302156718,0.06121663900321295,0.10843356643356644,0.43374628703904905,0.39291139240506323,0.6123497352307451,0.41642754662840764,0.4568153909128123,0.24884534069182712,0.6485497425545584,0.3254479531708406,0.375,0.6910846520842509,0.47251339830051886,0.49149780621045824,0.6485497425545584,0.8098890067477587,0.24547112772694687,0.413682251304335,0.0025843333333333334,0.052845463672727855,0.3887251639889724,0.413682251304335,0.5184296894723555,0.19427163007018433,0.2830188679245283,0.48084225060407415,0.15230191807455523,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.964896631,0.967146324352994
3292,0.17749426121957385,0.7795519503728929,0.37787620584812887,0.9072820499695456,0.45679012345678993,0.2584918802956082,0.5001846444223328,0.20882043428391192,0.06868836766150874,0.09526498347926195,0.9504950495049505,0.3527332304571014,0.05806166140767162,0.11277401114096008,0.02434965034965035,0.5982757371585885,0.5915370705244123,0.9740419306731509,0.6299856527977046,0.563105471414927,0.17084445445904073,0.7178513780414084,0.09271794997990163,0.375,0.6315299263866333,0.32766524570639977,0.5933694604185532,0.7178513780414084,0.004395278079295739,0.28349974296516656,0.5063850981784608,0.0006217857142857143,0.003187301789669955,0.5307063409069304,0.5063850981784608,0.4704620045443069,0.15015212593009356,0.2641509433962264,0.442354159475318,0.04198582737588981,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.998554418,1.0030657877822338
8327,0.343010030948234,0.5566590587688028,0.12229270673022773,0.7517186738825724,0.19753086419753085,0.06564928350996979,0.40911552341981783,0.26718723892645546,0.10310016529651195,0.17184553738682193,0.0,0.30530545135481973,0.10856926084017869,3.256062086620659e-12,0.0,0.257842498007679,0.21909584086799272,0.6143968606583357,0.23479196556671444,0.2585618774730525,0.21343025786663122,0.7759235137051513,0.2482813260471084,0.25,0.8958236084356228,0.4872208096637901,0.217416512135833,0.7759235137051513,0.3908141634834701,0.16474613794661716,0.0,0.0,0.0,0.1616598535982508,0.0,0.22689977278465034,0.11837915228064642,0.25471698113207547,0.6456679323438033,0.07814086283029342,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.991582448,0.9901483146445393
4546,0.3873693762180634,0.5279129572194853,0.12852370406516272,0.7695315188155661,0.3580246913580245,0.20869270697346565,0.4766650409315145,0.22389430911396438,0.10130308204563311,0.15576904689495524,0.0,0.23305528382135168,0.10207353314039273,0.11277401113839858,0.0,0.3210171701803951,0.26943942133815546,0.6185205943769253,0.2934720229555239,0.31122936280529423,0.1399320489468539,0.8355545854524817,0.23046848112334234,0.525,0.8994089453718253,0.5139985065739101,0.26963546598217636,0.8355545854524817,0.10419220699226739,0.12008620316301387,0.0,0.0,0.0,0.1822891909877365,0.0,0.27297399646553877,0.12139182301142712,0.4235849056603773,0.49534000690369173,0.07418820609907224,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.023437139,1.0182652409078499
8859,0.3528955762481606,0.5752408112451592,0.1267595060245486,0.7789923023837095,0.716049382716049,0.11247083772575195,0.8584707760066567,0.43048960280052906,0.11235049750279479,0.17722959888671974,0.9455445544554456,0.3962847156379421,0.11441445919317494,0.11277401114169017,0.16124475524475526,0.2821125842208211,0.2484629294755874,0.6120742955295267,0.26119081779053105,0.2691363078182565,0.19774698007843972,0.7912429421905903,0.22100769755246052,0.5,0.892128695187189,0.489810675160921,0.23850287299496117,0.7912429421905903,0.8098890067461337,0.1878450765794048,0.08314371963224221,0.0019215000000000002,0.021386795008685396,0.18133853027854363,0.08314371963224221,0.2426155011360765,0.14405796171989022,0.5660377358490566,0.5878494994822225,0.08283257210280706,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.997712973,0.9968112439328624
461,0.0364674699498207,0.766002985478753,1.0,0.7737567719495562,0.691358024691358,0.06564928350996979,0.40911552341981783,0.26718723892645546,0.08859275702611116,0.119033406895678,0.9480198019801981,0.043913584834399326,0.09475200843954004,0.0770610936597187,0.06549650349650349,0.5416213866550749,0.8606871609403255,0.5849979815658913,0.6130559540889529,0.9999999999999999,0.45153012149246025,0.5581609106590405,0.22624322801907826,0.625,0.0,0.0,1.0,0.5581609106590405,0.3908141634834701,0.2969662870499409,0.025705178144432975,0.0008753271028037382,0.003187301789669955,0.9999999999999999,0.025705178144432975,0.9389674324665489,0.009441691030192545,0.5047169811320754,0.47083189506385725,0.07606496332649718,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.031731379,1.0359405155737744
485,0.47584669350099595,0.44310900698217615,0.08832251041627555,0.5266308920777916,0.691358024691358,0.06564928350996979,0.40911552341981783,0.26718723892645546,0.2108066426298374,0.3682648657659573,0.9584158415841584,0.1629570362785559,0.2406277085230823,0.0770610936597187,0.032946387412587416,0.1630080417300582,0.1282459312839057,0.6194682473689587,0.13780487804878044,0.1705553281484516,0.40957984230026456,0.5901196832128002,0.4733691078114687,0.5,0.8926765767483447,0.5313052354981709,0.17288151836627885,0.5901196832128002,0.3908141634834701,0.28776866469943646,0.09650554333236135,0.00047113334000000004,0.025017507848730657,0.13456602338625345,0.09650554333236135,0.253092653370361,0.2647533952897661,0.4716981132075472,0.49119779081808845,0.17825401157132925,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.012378152,1.0187281995921977
464,0.21675863845748913,0.6926623278918362,0.22326489245899178,0.7738479120993375,0.691358024691358,0.06564928350996979,0.40911552341981783,0.26718723892645546,0.08576154240811677,0.13987623304265137,0.9559405940594059,0.043913584834399326,0.09148919395354685,0.0770610936597187,0.05191608391608391,0.2538578569876112,0.29157323688969256,0.5964179031651607,0.27058823529411785,0.34377131941601846,0.34087969198733253,0.6440607330321511,0.22615208784247592,0.75,0.7713558753722856,0.40370709944516386,0.3023640818003649,0.6440607330321511,0.3908141634834701,0.25310749410545746,0.19447570604713735,0.0005379710144927536,0.0711087029275367,0.28690940203441373,0.19447570604713735,0.2948750315576874,0.06273567349184082,0.6509433962264151,0.552813255091475,0.06653108608604252,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.025240235,1.0185391078140131
3107,0.6497668673348886,0.31124524683930505,0.09237641229683573,0.36344184435006055,0.40740740740740744,0.26069040334601823,0.5012204988113586,0.20815655355655796,0.43270440311677527,0.5989131400110045,0.9559405940594059,0.4700395049461313,0.4627291223691379,0.11277401114756103,0.042239128671328674,0.13004419329131325,0.13822784810126554,0.6257637257696018,0.1383070301291248,0.1421749215445493,0.4908821229013034,0.488614051090326,0.6365581555749608,0.0,0.8522166192201233,0.6450560979989979,0.2589911374316849,0.488614051090326,1.6251444634463041e-12,0.4621271248787632,0.09293524940171312,1.0,0.003187301789669955,0.18342998383876796,0.09293524940171312,0.4445847008331229,0.5327207595314627,0.0,0.52088367276493,0.3723119903567171,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.98917832,0.9921999880079825
8680,0.5214350355692631,0.42802677838349923,0.1246950189557449,0.5095006566936617,0.9691358024691357,0.11247083769058008,0.8584707760066395,0.4304896028002798,0.35215064475587804,0.45736477589908275,0.9480198019801981,0.3577204503440935,0.3472788444783713,0.11275749583752948,0.14207692307692307,0.24654060711439524,0.19377938517179022,0.6232150903221364,0.21671449067431844,0.1979124027834629,0.3390818460541423,0.5822170391446368,0.49049934323682315,0.375,0.8398783264628985,0.5733952758584835,0.2802405222452231,0.5822170391446368,0.8098890067453206,0.3814255470035305,0.37319723521385995,0.003276935483870968,0.11651181692138521,0.2110466774408214,0.37319723521386,0.39099974753850014,0.43607633582891314,0.29245283018867924,0.5227821884708301,0.2710161325577335,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.984009446,0.9893667184204324
7272,0.20551141461528538,0.722822492167211,0.20892609136293688,0.8191964779110206,0.5432098765432101,0.06564928347485477,0.40911552341981783,0.26718723892645546,0.07977884725125037,0.12524389978409692,0.9455445544554456,0.3549525459307836,0.07778230510832926,0.11277401113839858,0.08704895104895105,0.356009563138448,0.2949005424954792,0.5815793586119798,0.33307030129124837,0.3261017874198392,0.228147306282592,0.6687977487486624,0.18080352203190672,0.75,0.7901942349710609,0.3945338714708357,0.3064074422157017,0.6687977487486624,0.39081416348265763,0.26443966218168324,0.020054301578497854,0.001020327868852459,0.003187301789669955,0.2774503279779445,0.020054301578497854,0.26495834385256245,0.12015594867568755,0.5754716981132075,0.5305488436313437,0.05577076706083806,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.025240235,1.0231607934210176
1350,0.9671088700172918,0.05925979125501679,0.02717615705116161,0.05929018844832623,0.47530864197530853,0.11247083771792177,0.8584707760066529,0.43048960280052906,0.8160813815921809,0.9392366401479735,0.0,0.017639319009374883,0.818898197187606,0.18856493597388813,0.0,0.11323625298848028,0.041735985533453895,0.6279129776281284,0.07051649928264013,0.018692863965070514,0.6923845600323243,0.16608398809641545,0.9407098115141995,0.2916666625,0.8517870800761774,0.8838483132792045,0.32069669331003203,0.16608398809641545,0.8098890067461337,0.8434791284057718,0.0,0.0,0.0,0.16484456697404698,0.0,0.7106160060590759,0.9493321847407281,0.2798742075471698,0.012254055919914464,0.7607220273195134,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.965137044,0.9667165603064616
6380,0.5717923571987021,0.39692388560048486,0.10983071206035812,0.46384883565215834,0.666666666666667,0.11247083778825129,0.8584707760066872,0.43048960280102777,0.4005617478515692,0.50652140860319,0.0,0.594726186624749,0.3856576112882084,9.055867167262477e-12,0.0,0.24226617402014008,0.175406871609403,0.6241135028278376,0.21276901004304183,0.17676354209305495,0.3364961706651219,0.5493119844684706,0.5361511642759561,0.75,0.8452431827097343,0.5950830363809936,0.2790672626578211,0.5493119844684706,0.8098890067477587,0.4152377133777809,0.0,0.0,0.0,0.20396425515733435,0.0,0.40539005301691494,0.5066317952101435,0.5660377358490566,0.452882292026231,0.30368061136744584,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.002641435,1.0089280292747356
6732,0.4655586523693261,0.44936837980987265,0.10356217859689952,0.5579252549808966,0.9691358024691357,0.11247083778825129,0.8584707760066872,0.43048960280102777,0.22690034757723898,0.35236831618055287,0.9648514851485148,0.7959124748039139,0.24077228164785314,0.11277401114756103,0.20572027972027973,0.21654712743606416,0.15877034358047015,0.6202220231082677,0.18902439024390266,0.19620684950197842,0.30560530547897113,0.6287632685373068,0.44207474492668386,0.75,0.8817781167338368,0.5340368819531743,0.2124196264428813,0.6287632685373068,0.8098890067477587,0.2746127466773332,0.28431688879672584,0.0024515,0.07678210011314922,0.1547675634566023,0.28431688879672584,0.28206261045190606,0.2954968787712001,0.5660377358490566,0.49861926130479883,0.17995465880379413,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.984129652,0.9860566853598959
6032,0.3283126863042616,0.6000693536247812,0.1756690814909349,0.6759242423356306,0.5925925925925926,0.11364775786491066,0.8315136810001723,0.4483729673985858,0.1667417952519441,0.2336927358143937,0.9504950495049505,0.29234693923126615,0.16693143664144966,3.256062086620659e-12,0.08669930069930071,0.30978772730565773,0.24397830018083178,0.6098817213172982,0.27718794835007166,0.29117205621503633,0.2788148957687921,0.6199685990886867,0.3240757575990042,0.375,0.8061595036631362,0.46392619828539566,0.29415111815016404,0.6199685990886867,0.8158587383305973,0.2737837209416406,0.4106583477819665,0.0020663333333333337,0.028491136113722927,0.2489780397376175,0.4106583477819665,0.31425145165362284,0.19550017033940856,0.2830188679245283,0.4699689333793551,0.12463190618259742,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.97787892,0.9800114464915253
9226,0.48590532997743424,0.4499234501033876,0.09267670132502535,0.6694121339458503,0.5617283950617282,0.11247083772575195,0.8584707760066567,0.43048960280052906,0.19508959866188208,0.2829601226401204,0.9900990099009901,0.3439126901049423,0.1928799448864999,0.11277401114169017,0.16503496503496504,0.27066579729044393,0.20947558770343577,0.6249889022671102,0.2454806312769012,0.2282030290626279,0.16457145363376768,0.7893858217016918,0.33058786597954887,0.3333333375,0.9180040455574474,0.5479077856649996,0.23085554751466877,0.7893858217016918,0.8098890067461337,0.19380908429513027,0.0035086514508134207,0.0033084110912743516,0.003187301789669955,0.1489210000950661,0.0035086514508134207,0.27221661196667485,0.26910811117362515,0.336478,0.642388677942699,0.14286108171521597,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.001078752,0.9980179396561315
